model,outcome,predictor,N,status,reason,beta,se,ci_low,ci_high,p,r_squared,hc3_se,hc3_ci_low,hc3_ci_high,hc3_p,spearman_rho,spearman_p,pearson_r,pearson_p,vif,coefficient_stability_warning,breusch_pagan_p,shapiro_residual_p,reset_quadratic_p,cooks_threshold,influential_n,omitted_gene
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,13.473557834029904,3.769678565313361,5.995529593105683,20.951586074954125,0.0005405260324355897,0.11228187465497541,4.180896255477739,5.1797843121917335,21.767331355868073,0.001710279911624746,0.33490343413235535,0.0005445333600409356,0.3350848767923967,0.000540526032435586,{'leave_one_out_score': 1.0},False,0.9147854728634899,0.008864088668061548,0.26876825430303375,0.038834951456310676,6,HORMAD1
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,15.200002341531436,3.6346115605831146,7.989910705357457,22.410093977705415,6.164967672019563e-05,0.1476020314449631,3.798452164789554,7.664895019261687,22.735109663801182,0.00012009714596928279,0.3537389714650957,0.0002468554622569492,0.3841900980568905,6.164967672019661e-05,{'leave_one_out_score': 0.9999999999999998},False,0.6286091950153592,0.014357858408309268,0.6165339438958204,0.038834951456310676,6,HORMAD2
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,17.063158148735102,3.8681881171004213,9.389713455850556,24.73660284161965,2.5755892160656302e-05,0.16153518334914285,4.022113021500467,9.084367850876031,25.041948446594173,4.912851193860936e-05,0.37161872475120533,0.00011115717660436376,0.40191439803662543,2.5755892160655804e-05,{'leave_one_out_score': 1.0000000000000002},False,0.5834016263155355,0.03498051571285132,0.6019682991041637,0.038834951456310676,6,STAG3
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,14.67247820598024,3.6369604466333176,7.45772701172623,21.88722940023425,0.0001065918083499855,0.1387788001585918,4.042543213971508,6.653159901921454,22.691796510039026,0.00044768605854925885,0.3604349528032731,0.00018409768325772412,0.37253026743956263,0.00010659180834998457,{'leave_one_out_score': 0.9999999999999998},False,0.8231293433027982,0.00921440609337303,0.38504552484369836,0.038834951456310676,6,REC8
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,15.2424907164406,3.877385957756643,7.5507999818867075,22.93418145099449,0.0001550741449068954,0.1327028784779939,4.324806897922706,6.66323719153921,23.82174424134199,0.0006393196674332527,0.3498663981727125,0.00029164030948775,0.36428406289322324,0.0001550741449068964,{'leave_one_out_score': 1.0},False,0.8954655983568679,0.013455438757771736,0.3697812916696509,0.038834951456310676,4,SMC1B
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,17.226616423418502,3.9793330736902535,9.332690034332368,25.120542812504638,3.533007219488306e-05,0.1565087406844713,4.164848311595095,8.964677705392896,25.48855514144411,7.315569637866272e-05,0.3745135419499087,9.725426812422653e-05,0.395611856096947,3.5330072194882494e-05,{'leave_one_out_score': 1.0},False,0.6882951638133614,0.027029562143700753,0.6962566552675302,0.038834951456310676,6,SYCP2
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,14.961582064945937,3.7973614998401066,7.428638328550167,22.494525801341705,0.00015019134567978583,0.13322245441791458,4.058329097686244,6.9109488139542865,23.01221531593759,0.00036779911090486546,0.3349803362970267,0.0005428315882020784,0.3649965128845955,0.0001501913456797878,{'leave_one_out_score': 1.0},False,0.7121026230649807,0.010535515719751755,0.6872361360230579,0.038834951456310676,4,SYCP3
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,14.468146742667608,3.7733247094846307,6.98288553250985,21.953407952825366,0.00021922816070057234,0.12706807579847101,4.12938256563569,6.2765625244421255,22.659730960893093,0.0006853023256617922,0.33963841027141106,0.00044840402372307614,0.3564660934766041,0.00021922816070057331,{'leave_one_out_score': 1.0},False,0.8889412297593817,0.004300465627081781,0.3407426022536889,0.038834951456310676,7,MSH4
Leave one gene out,HRD_total,leave_one_out_score,103,estimated,,16.570487031300164,3.9818981036829966,8.671472312694094,24.469501749906236,6.657951248886183e-05,0.14636611171037317,4.4757075888226145,7.691887127503817,25.44908693509651,0.0003483565762337296,0.3535961531592773,0.0002483873429396552,0.38257824259930584,6.657951248886218e-05,{'leave_one_out_score': 1.0000000000000002},False,0.9690390878065124,0.013934570425316189,0.25023952751412865,0.038834951456310676,4,MSH5
