model,outcome,predictor,N,status,reason,beta,se,ci_low,ci_high,p,r_squared,hc3_se,hc3_ci_low,hc3_ci_high,hc3_p,spearman_rho,spearman_p,pearson_r,pearson_p,vif,coefficient_stability_warning,breusch_pagan_p,shapiro_residual_p,reset_quadratic_p,cooks_threshold,influential_n,hypothesis_family
Model 0,HRD_total,candidate_mean_z,103,estimated,,16.002834430972655,3.874082852839332,8.317696168049016,23.687972693896292,7.465452030491402e-05,0.14452471119340615,4.174692109193345,7.721368266465271,24.28430059548004,0.0002200278310652285,0.3538653107356274,0.00024550761780329974,0.38016405826091193,7.465452030491522e-05,{'candidate_mean_z': 1.0},False,0.7720117655500796,0.014796318462788284,0.490602402769159,0.038834951456310676,6,primary; no secondary-family correction
