patient_id,clinical_sample_id,gdc_sample_id,aliquot_id,expression_sample_id,file_id,n_gene_rows,assigned_reads,assigned_fraction_of_STAR_accounting,detected_genes,genes_ge_1_tpm,tpm_sum,mean_log2_tpm1,median_log2_tpm1,p05_log2_tpm1,p95_log2_tpm1,p99_log2_tpm1,correlation_gene_n,median_pearson_other_samples,correlation_robust_z,low_correlation_flag,robust_outlier_flag,outlier_assessment
TCGA-EW-A1PH,TCGA-EW-A1PH-01,TCGA-EW-A1PH-01A,,TCGA-EW-A1PH-01A|67317cce-4a8c-4313-bb26-4ef7759071b9,67317cce-4a8c-4313-bb26-4ef7759071b9,60660,60751334,0.7772975996681556,34671,18055,999999.9891,1.2111420171984941,0.11516644963493532,0.0,5.70834410775213,7.829565628570415,17367,0.8833323795860506,-0.17999694241523842,False,False,review_flags_only_no_automatic_exclusion
TCGA-EW-A3U0,TCGA-EW-A3U0-01,TCGA-EW-A3U0-01A,,TCGA-EW-A3U0-01A|03a1a105-4856-4e5c-b537-508bdbda50b5,03a1a105-4856-4e5c-b537-508bdbda50b5,60660,54279007,0.744313266506364,34885,18675,999999.9957999999,1.215335446103369,0.1266425296051707,0.0,5.504351689250248,7.48049239000854,17367,0.8848312174414172,-0.07951860497229418,False,False,review_flags_only_no_automatic_exclusion
TCGA-EW-A6SB,TCGA-EW-A6SB-01,TCGA-EW-A6SB-01A,,TCGA-EW-A6SB-01A|83f2e26b-fefd-4027-ac5e-fa204ec9f084,83f2e26b-fefd-4027-ac5e-fa204ec9f084,60660,41754714,0.6412817983228266,28648,13795,999999.9919,0.8453166257398161,0.0,0.0,4.640832014487738,6.956959951532001,17367,0.8789278458977121,-0.4752658540130392,False,False,review_flags_only_no_automatic_exclusion
TCGA-GI-A2C9,TCGA-GI-A2C9-01,TCGA-GI-A2C9-01A,,TCGA-GI-A2C9-01A|3e0c80d6-5091-454c-ad27-eb513cf6f45d,3e0c80d6-5091-454c-ad27-eb513cf6f45d,60660,62102747,0.7847489833622252,34351,17690,999999.9819,1.1981501576193438,0.10782175591285359,0.0,5.694973741553669,7.748279865358011,17367,0.8977543140804013,0.7868134403855976,False,False,review_flags_only_no_automatic_exclusion
TCGA-GM-A2DB,TCGA-GM-A2DB-01,TCGA-GM-A2DB-01A,,TCGA-GM-A2DB-01A|59bb8b6d-9827-4d5c-8714-cbc8ec3b8be5,59bb8b6d-9827-4d5c-8714-cbc8ec3b8be5,60660,33917092,0.7420450739144199,31272,16219,999999.9934,0.984645900221448,0.03773362744651491,0.0,4.8931619394678485,7.172876989126842,17367,0.855619700168307,-2.0377855911433778,False,False,review_flags_only_no_automatic_exclusion
TCGA-GM-A2DF,TCGA-GM-A2DF-01,TCGA-GM-A2DF-01A,,TCGA-GM-A2DF-01A|842b0c9e-a03d-4074-b0fe-be8d0e056c7d,842b0c9e-a03d-4074-b0fe-be8d0e056c7d,60660,53603929,0.6919453154908346,33630,15544,999999.9952,0.9460728015009063,0.05949372539167156,0.0,4.767022022740795,6.998621501096229,17367,0.8874736777814991,0.0976253207563461,False,False,review_flags_only_no_automatic_exclusion
TCGA-GM-A2DH,TCGA-GM-A2DH-01,TCGA-GM-A2DH-01A,,TCGA-GM-A2DH-01A|4ad2cbb3-5bca-462b-af1f-8a292c317722,4ad2cbb3-5bca-462b-af1f-8a292c317722,60660,70745107,0.7768308680067361,37022,19808,1000000.0084999999,1.3652584831619403,0.18972969223515468,0.0,6.060938413711776,7.899917478733478,17367,0.8784794966389107,-0.5053220658686739,False,False,review_flags_only_no_automatic_exclusion
TCGA-HN-A2NL,TCGA-HN-A2NL-01,TCGA-HN-A2NL-01A,,TCGA-HN-A2NL-01A|7125229a-2fc6-402d-bd87-ad0d3195fd49,7125229a-2fc6-402d-bd87-ad0d3195fd49,60660,60590896,0.7624673395357164,33026,17768,1000000.0070000001,1.1878928137681952,0.07361460726579727,0.0,5.669605230124519,7.6509159201357715,17367,0.8654727343568365,-1.3772628464801442,False,False,review_flags_only_no_automatic_exclusion
TCGA-LL-A441,TCGA-LL-A441-01,TCGA-LL-A441-01A,,TCGA-LL-A441-01A|0ba26ef1-7b7d-48c8-a593-75504769791c,0ba26ef1-7b7d-48c8-a593-75504769791c,60660,63042246,0.728560490647669,37288,20512,1000000.0060000002,1.3504173576132465,0.19880843068132148,0.0,5.7702311010382505,7.709031955892807,17367,0.8863917521748444,0.02509573671603896,False,False,review_flags_only_no_automatic_exclusion
TCGA-LL-A5YO,TCGA-LL-A5YO-01,TCGA-LL-A5YO-01A,,TCGA-LL-A5YO-01A|e0b65eec-7c30-4607-9cae-c8e8463c80c5,e0b65eec-7c30-4607-9cae-c8e8463c80c5,60660,39036675,0.6612090088118856,34275,16979,1000000.0026000001,1.1197426907709729,0.10366548276569647,0.0,5.397752656862759,7.625207333040976,17367,0.8793633154799172,-0.44607306343180786,False,False,review_flags_only_no_automatic_exclusion
TCGA-LL-A73Y,TCGA-LL-A73Y-01,TCGA-LL-A73Y-01A,,TCGA-LL-A73Y-01A|8ca36e25-aabc-4bd9-9ced-a8d432ca0260,8ca36e25-aabc-4bd9-9ced-a8d432ca0260,60660,59733332,0.7736357568825231,36003,19528,1000000.0090999999,1.3109379250438737,0.17555653643184002,0.0,5.787007119551444,7.806579650744021,17367,0.8816455687103397,-0.29307652054655403,False,False,review_flags_only_no_automatic_exclusion
TCGA-OL-A6VO,TCGA-OL-A6VO-01,TCGA-OL-A6VO-01A,,TCGA-OL-A6VO-01A|4a2ad226-ed26-4f81-af7d-9d8b6db7cdd4,4a2ad226-ed26-4f81-af7d-9d8b6db7cdd4,60660,55416200,0.7835673056731887,33102,17589,1000000.0091999999,1.2195642362627948,0.07683269555739859,0.0,5.943718827693913,7.9453051918996005,17367,0.887822819472869,0.1210309056601808,False,False,review_flags_only_no_automatic_exclusion
TCGA-S3-AA10,TCGA-S3-AA10-01,TCGA-S3-AA10-01A,,TCGA-S3-AA10-01A|51a3cb9a-e745-49ac-af0e-3a750f9e7521,51a3cb9a-e745-49ac-af0e-3a750f9e7521,60660,49520244,0.7774344910660548,31316,16683,1000000.0095,1.1262811146671616,0.03632749181776505,0.0,5.557969536472074,7.717832489645362,17367,0.9002169213300023,0.9519004651954451,False,False,review_flags_only_no_automatic_exclusion
TCGA-S3-AA15,TCGA-S3-AA15-01,TCGA-S3-AA15-01A,,TCGA-S3-AA15-01A|a572e59c-096f-4054-bbb4-90f2e2461d99,a572e59c-096f-4054-bbb4-90f2e2461d99,60660,42619743,0.6741335714042014,32005,15681,999999.9992000001,0.9480620293369993,0.04236417524800773,0.0,4.705400140699456,6.83464832725337,17367,0.8890207955326072,0.2013402215397785,False,False,review_flags_only_no_automatic_exclusion
