ensembl_gene_id,gene_symbol,gene_type,gene_set,symbol_mapping_count,n_samples,zero_n,below_0_1_tpm_n,all_zero,near_zero_expression,near_zero_log_variance,mean_tpm,median_tpm,max_tpm,mean_log2_tpm1,sd_log2_tpm1,p05_log2_tpm1,p95_log2_tpm1
ENSG00000000003.15,TSPAN6,protein_coding,other,1,113,0,0,False,False,False,51.475626548672565,44.892,143.5191,5.494236233306313,0.8248024594476066,3.957851938149985,6.66022113767001
ENSG00000000005.6,TNMD,protein_coding,other,1,113,9,37,False,False,False,3.7306247787610616,0.2964,299.5289,0.805638830771964,1.0991495321767384,0.0,2.6773798256768955
ENSG00000000419.13,DPM1,protein_coding,other,1,113,0,0,False,False,False,130.25925575221237,134.2774,289.6323,6.9068155972351235,0.6476092053737454,5.618505717721193,7.7158673044974435
ENSG00000000457.14,SCYL3,protein_coding,other,1,113,0,0,False,False,False,10.969395575221236,10.1922,35.9679,3.4052755259185945,0.7331071940382201,2.1312867333566534,4.606906956188727
ENSG00000000460.17,C1orf112,protein_coding,other,1,113,0,0,False,False,False,10.933743362831859,9.4159,38.0188,3.3231546872141853,0.8716030712402725,1.8179221520146036,4.7334735976228925
ENSG00000000938.13,FGR,protein_coding,other,1,113,0,0,False,False,False,12.402294690265487,10.6063,47.7852,3.475734340525033,0.9131715115256426,1.8234874186072545,4.732726179815929
ENSG00000000971.16,CFH,protein_coding,other,1,113,0,0,False,False,False,19.21863362831858,17.4366,62.2956,4.028325236879334,1.0023762893524577,2.3071603401092546,5.502168371408443
ENSG00000001036.14,FUCA2,protein_coding,other,1,113,0,0,False,False,False,63.29676548672566,55.6778,256.0666,5.851252577600734,0.6566981631086483,4.792467944834573,6.910816570664028
ENSG00000001084.13,GCLC,protein_coding,other,1,113,0,0,False,False,False,14.561433628318584,13.2983,47.2012,3.7995172580522767,0.6898756676541463,2.550228200511094,4.9273383011824645
ENSG00000001167.14,NFYA,protein_coding,other,1,113,0,0,False,False,False,74.89914867256637,57.7428,886.9073,5.900000070543148,0.9184397010737085,4.427851030886709,7.220809749365428
ENSG00000001460.18,STPG1,protein_coding,other,1,113,0,0,False,False,False,5.29231946902655,4.6227,18.6514,2.511712714048018,0.6407933786933853,1.5887720052093022,3.4339290144585544
ENSG00000001461.17,NIPAL3,protein_coding,other,1,113,0,0,False,False,False,21.303307079646014,16.331,74.0603,4.162092427491114,0.9689777585546014,2.5896994640900615,5.664090773256275
ENSG00000001497.18,LAS1L,protein_coding,other,1,113,0,0,False,False,False,17.47332477876106,16.7199,44.442,4.093764640436309,0.5888718199456288,3.2281717159912082,5.005785826937598
ENSG00000001561.7,ENPP4,protein_coding,other,1,113,0,0,False,False,False,16.522708849557525,14.443,46.9828,3.8379521310988793,0.9908946017197233,2.0755739704590455,5.259443205856942
ENSG00000001617.12,SEMA3F,protein_coding,other,1,113,0,0,False,False,False,38.310961061946905,30.822,188.4541,4.986695540144238,0.9380467828125323,3.4498764044220707,6.528740453838309
ENSG00000001626.16,CFTR,protein_coding,other,1,113,4,60,False,False,False,0.8475380530973451,0.0863,28.6251,0.3691305850659406,0.807545008584774,0.009461284206377612,1.9382611497586
ENSG00000001629.10,ANKIB1,protein_coding,other,1,113,0,0,False,False,False,38.41290707964601,35.2765,91.3909,5.111407975187358,0.767848407722623,3.766991890881921,6.292191285301587
ENSG00000001630.17,CYP51A1,protein_coding,other,1,113,1,5,False,False,False,1.7245318584070792,1.4161,7.1466,1.2787590286169113,0.6829909753096319,0.19701709078980445,2.4734818415618838
ENSG00000001631.16,KRIT1,protein_coding,other,1,113,0,0,False,False,False,3.5471017699115044,3.4052,8.3259,2.135500076543337,0.3757095187597259,1.5277046769420461,2.7369179735358466
ENSG00000002016.18,RAD52,protein_coding,other,1,113,0,0,False,False,False,7.813144247787611,6.5885,37.8128,2.947694195067103,0.7292874171103563,1.75304225720134,4.201033039891561
ENSG00000002079.14,MYH16,transcribed_unitary_pseudogene,other,1,113,0,45,False,False,False,0.22219911504424777,0.1443,3.3845,0.25847886618910304,0.26197359580699847,0.04755902520844554,0.6665427639247512
ENSG00000002330.14,BAD,protein_coding,other,1,113,0,0,False,False,False,16.25808761061947,13.5658,64.7526,3.88230036413271,0.8492493930889738,2.2935203613140676,5.039666330024023
ENSG00000002549.12,LAP3,protein_coding,other,1,113,0,0,False,False,False,142.57160265486726,118.3786,678.3737,6.859577756074156,0.9572488114034637,5.225621880301053,8.17739758747078
ENSG00000002586.20,CD99,protein_coding,other,2,113,0,0,False,False,False,131.30826725663715,111.1997,716.0975,6.754673064910728,0.9086105661502696,5.147454617808704,7.959291668267513
ENSG00000002586.20_PAR_Y,CD99,protein_coding,other,2,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002587.10,HS3ST1,protein_coding,other,1,113,0,0,False,False,False,4.3523796460177,3.1874,31.1691,2.1776485937374175,0.7968844556620556,0.9080166259095286,3.5846517423856823
ENSG00000002726.21,AOC1,protein_coding,other,1,113,1,5,False,False,False,1.7680743362831859,0.8867,12.5805,1.1661525119850467,0.8450948981898186,0.15470148544167034,2.8617109269276213
ENSG00000002745.13,WNT16,protein_coding,other,1,113,4,52,False,False,False,0.2232575221238938,0.1177,3.4913,0.24578036939961082,0.31585465951977537,0.022246736421148362,0.8860895798266253
ENSG00000002746.15,HECW1,protein_coding,other,1,113,0,51,False,False,False,0.2413433628318584,0.1147,5.0833,0.25974968195751685,0.32438222413441814,0.024602990600660478,0.7489203710557227
ENSG00000002822.15,MAD1L1,protein_coding,other,1,113,0,23,False,False,False,0.23960353982300883,0.2021,1.6318,0.29562632578986847,0.19276562425294844,0.08025616536254597,0.6561393144486252
ENSG00000002834.18,LASP1,protein_coding,other,1,113,0,0,False,False,False,97.93365663716816,87.2214,253.2662,6.464152585669367,0.7180556631824448,5.37145641831471,7.618224948004483
ENSG00000002919.15,SNX11,protein_coding,other,1,113,0,0,False,False,False,21.042736283185842,20.0976,47.4629,4.3703832829046085,0.5341411437852451,3.4454651430951357,5.139291113518698
ENSG00000002933.9,TMEM176A,protein_coding,other,1,113,0,0,False,False,False,51.14111946902655,39.8274,443.7345,5.2164900802153245,1.2036729930491397,3.210312078704975,7.072668893135967
ENSG00000003056.8,M6PR,protein_coding,other,1,113,0,0,False,False,False,77.66368141592919,68.7424,270.5816,6.01870503907845,0.9518153798259598,4.092337690888538,7.474930639944833
ENSG00000003096.14,KLHL13,protein_coding,other,1,113,0,2,False,False,False,6.191389380530973,2.8452,53.6246,2.174677816455853,1.3136942856645109,0.4429930255128605,4.497523614299039
ENSG00000003137.8,CYP26B1,protein_coding,other,1,113,0,0,False,False,False,8.919057522123893,4.8125,117.7191,2.6135488359605317,1.2390010737815416,0.9902705306150997,4.566833643773698
ENSG00000003147.19,ICA1,protein_coding,other,1,113,0,0,False,False,False,23.1683610619469,19.7394,87.6699,4.374675571632764,0.8178377426884997,2.7850994171768546,5.5861273533174804
ENSG00000003249.15,DBNDD1,protein_coding,other,1,113,0,0,False,False,False,47.878,37.5608,309.159,5.127674700638993,1.2810427507856028,2.852324180780106,6.896890895180548
ENSG00000003393.15,ALS2,protein_coding,other,1,113,0,0,False,False,False,10.924628318584073,9.5904,45.3011,3.369802108807815,0.7746427321589249,2.102286808239301,4.568304650461875
ENSG00000003400.15,CASP10,protein_coding,other,1,113,0,0,False,False,False,6.267345132743362,5.0273,37.5752,2.5395890240947554,0.9296578094159408,1.051662519684033,4.03319724124466
ENSG00000003402.20,CFLAR,protein_coding,other,1,113,0,0,False,False,False,16.024276991150444,14.6463,55.6915,3.9126541699351836,0.7242306882779957,2.529986313488799,5.005123250076198
ENSG00000003436.16,TFPI,protein_coding,other,1,113,0,0,False,False,False,5.1052575221238925,3.2663,61.6885,2.2802165479321994,0.8500065052471568,1.0851202744499344,3.5754428226103676
ENSG00000003509.16,NDUFAF7,protein_coding,other,1,113,0,0,False,False,False,13.60013628318584,13.2192,40.1259,3.7729513230503535,0.524934633032656,2.9003556871888345,4.539012894223121
ENSG00000003756.17,RBM5,protein_coding,other,1,113,0,0,False,False,False,16.081369911504424,15.5441,46.3768,3.9847489090045505,0.563179475171429,2.98308117808858,4.887414011662514
ENSG00000003987.14,MTMR7,protein_coding,other,1,113,0,1,False,False,False,1.0486460176991148,0.5427,8.0234,0.8621515261965247,0.6392358154013462,0.20446492616221548,2.2430310719257194
ENSG00000003989.18,SLC7A2,protein_coding,other,1,113,0,0,False,False,False,7.703025663716813,2.8134,102.5079,2.1653653676856615,1.3735204533825909,0.5440002834136702,4.620674618746515
ENSG00000004059.11,ARF5,protein_coding,other,1,113,0,0,False,False,False,215.3157699115044,200.9068,508.605,7.625142934246796,0.6789399087267501,6.6680665631583755,8.640276742159301
ENSG00000004139.14,SARM1,protein_coding,other,1,113,0,1,False,False,False,1.1166769911504424,0.7474,9.3217,0.9194201816870087,0.6123302934758021,0.21206917492155208,1.9979841799529532
ENSG00000004142.12,POLDIP2,protein_coding,other,1,113,0,0,False,False,False,156.28743185840713,141.7054,881.5036,7.151521668918819,0.645023038633725,6.22442998646102,7.968030531314695
ENSG00000004399.13,PLXND1,protein_coding,other,1,113,0,0,False,False,False,52.627540707964606,47.3551,202.578,5.4966093256035435,0.8766364941699142,4.133125075636808,6.738274427526773
ENSG00000004455.17,AK2,protein_coding,other,1,113,0,0,False,False,False,61.867620353982296,54.7757,231.2547,5.823881949525634,0.6547236927073201,4.811301005652073,6.792931591485306
ENSG00000004468.13,CD38,protein_coding,other,1,113,0,2,False,False,False,6.5293,3.9696,57.1542,2.3543147327149243,1.2415056141550327,0.41108049302254956,4.34352868431368
ENSG00000004478.8,FKBP4,protein_coding,other,1,113,0,0,False,False,False,160.89397787610622,132.5742,742.7379,7.071525760530265,0.849612195682869,5.84676881382499,8.514397818136874
ENSG00000004487.17,KDM1A,protein_coding,other,1,113,0,0,False,False,False,96.42271946902656,85.2866,295.6161,6.4513447870633,0.6683962578908692,5.314594368115747,7.539022981291171
ENSG00000004534.15,RBM6,protein_coding,other,1,113,0,0,False,False,False,30.020682300884953,27.8545,67.442,4.853103892992567,0.5518293853156881,3.917222477555146,5.727680482151771
ENSG00000004660.15,CAMKK1,protein_coding,other,1,113,0,0,False,False,False,5.623321238938054,4.5917,19.3295,2.519289299024513,0.7700690688598623,1.3425821244808263,3.896993057149359
ENSG00000004700.16,RECQL,protein_coding,other,1,113,0,0,False,False,False,32.042048672566374,23.2218,157.1798,4.632437716490658,1.13816340036088,2.60259125457419,6.105915941494977
ENSG00000004766.17,VPS50,protein_coding,other,1,113,0,0,False,False,False,10.107792920353981,9.8125,28.0995,3.3528716659595412,0.6036820757819324,2.2258698130969847,4.3033326360878
ENSG00000004776.13,HSPB6,protein_coding,other,1,113,0,3,False,False,False,3.1976150442477875,1.1643,27.7451,1.512342015626527,1.1044261830645261,0.23439840446623372,3.7021496515097927
ENSG00000004777.18,ARHGAP33,protein_coding,other,1,113,0,0,False,False,False,9.327179646017699,7.5074,50.6149,3.086286054357025,0.9106016363189672,1.5098544566849237,4.588967904879228
ENSG00000004779.10,NDUFAB1,protein_coding,other,1,113,0,0,False,False,False,127.60647345132745,126.1537,266.3139,6.9096685298940335,0.5517640821497828,6.016926345532343,7.678838167681041
ENSG00000004799.8,PDK4,protein_coding,other,1,113,0,0,False,False,False,21.854834513274334,10.1148,189.6537,3.666989383790653,1.5229101960743014,1.4235585758039764,6.349205791461627
ENSG00000004809.14,SLC22A16,protein_coding,other,1,113,3,18,False,False,False,0.8253513274336283,0.2509,8.7286,0.6218470846919185,0.7141724108104169,0.04000858242388283,2.1014420721709715
ENSG00000004838.14,ZMYND10,protein_coding,other,1,113,0,0,False,False,False,2.556802654867256,0.9404,31.6279,1.3190401916961478,1.0140711011465262,0.28393557631874394,3.492633503315036
ENSG00000004846.16,ABCB5,protein_coding,other,1,113,21,86,False,False,False,0.08941681415929202,0.0311,1.202,0.11134802537780718,0.17599677552177406,0.0,0.4117504310088837
ENSG00000004848.8,ARX,protein_coding,other,1,113,15,62,False,False,False,0.8476044247787611,0.0733,25.4593,0.47759018519384555,0.8204251419454438,0.0,2.2355021305652434
ENSG00000004864.14,SLC25A13,protein_coding,other,1,113,0,0,False,False,False,39.350778761061946,34.5251,100.9187,5.165330029229398,0.7096219017350861,3.8747711398397753,6.256360992916897
ENSG00000004866.22,ST7,protein_coding,other,1,113,0,0,False,False,False,13.501623893805313,12.5138,42.8856,3.7647867095496585,0.5073251029323932,2.931621563545817,4.5778492298663975
ENSG00000004897.12,CDC27,protein_coding,other,1,113,0,0,False,False,False,36.36303539823009,33.5559,105.9399,5.07859229832139,0.6581335189860175,3.9098129598935163,6.156538620608606
ENSG00000004939.15,SLC4A1,protein_coding,other,1,113,27,102,False,True,False,0.03473539823008849,0.0184,0.2872,0.0476581383549812,0.06675235195279314,0.0,0.19414240732678084
ENSG00000004948.16,CALCR,protein_coding,other,1,113,8,54,False,False,False,0.19905221238938056,0.101,3.2785,0.21787321870228094,0.30276617413092116,0.0,0.5536889019170769
ENSG00000004961.15,HCCS,protein_coding,other,1,113,0,0,False,False,False,42.99461681415929,38.7363,117.3539,5.31332278014285,0.6617167907242143,4.186068256018966,6.405297991984596
ENSG00000004975.12,DVL2,protein_coding,other,1,113,0,0,False,False,False,24.901098230088497,22.646,82.2519,4.52213846313452,0.7095671225959256,3.453148476351004,5.763494917633486
ENSG00000005001.10,PRSS22,protein_coding,other,1,113,0,1,False,False,False,21.59841238938053,15.9597,89.0227,3.9222137210565435,1.4017741160855917,1.2179486998248907,6.0030347834105715
ENSG00000005007.13,UPF1,protein_coding,other,1,113,0,0,False,False,False,60.64913539823009,59.4791,159.7042,5.8291175919533975,0.6095877419715396,4.8003860516191095,6.678372695588783
ENSG00000005020.13,SKAP2,protein_coding,other,1,113,0,0,False,False,False,23.897751327433628,19.474,134.2763,4.324353091943523,0.9590920899648945,2.7442221634874935,5.831187948194697
ENSG00000005022.6,SLC25A5,protein_coding,other,1,113,0,0,False,False,False,654.6641814159291,572.0642,1747.0958,9.177650363739176,0.7622143634194218,7.958900454076072,10.291645840225947
ENSG00000005059.16,MCUB,protein_coding,other,1,113,0,0,False,False,False,26.01760796460177,22.5974,107.2632,4.538123625295508,0.8214310892305098,3.1796735682240396,5.813461750801123
ENSG00000005073.6,HOXA11,protein_coding,other,1,113,1,11,False,False,False,3.9249734513274337,0.6933,62.8107,1.308054350970023,1.3883216409770431,0.0977923445335821,4.334848750274768
ENSG00000005075.15,POLR2J,protein_coding,other,1,113,0,0,False,False,False,92.03992477876105,83.5042,238.3804,6.401750879905874,0.6597520962259735,5.387515662175272,7.486307118995206
ENSG00000005100.13,DHX33,protein_coding,other,1,113,0,0,False,False,False,23.209185840707963,20.8899,100.1786,4.378026248188698,0.8120522799329181,2.972637719346029,5.572304809899329
ENSG00000005102.14,MEOX1,protein_coding,other,1,113,0,1,False,False,False,6.531832743362831,2.8239,51.4784,2.212825285827299,1.3071931332052826,0.46114768121734767,4.850450697787115
ENSG00000005108.16,THSD7A,protein_coding,other,1,113,0,2,False,False,False,1.6244283185840704,0.9022,25.8687,1.0919292810621892,0.7824559461728842,0.23576000304535405,2.595505758202479
ENSG00000005156.12,LIG3,protein_coding,other,1,113,0,0,False,False,False,13.173281415929205,11.4889,38.6438,3.6525837147785567,0.6993115569672131,2.4874993326983925,4.860309528447417
ENSG00000005175.10,RPAP3,protein_coding,other,1,113,0,0,False,False,False,22.553441592920354,20.366,59.6364,4.423787888280167,0.6254595672750111,3.5213687774498936,5.4406333841694225
ENSG00000005187.12,ACSM3,protein_coding,other,1,113,0,1,False,False,False,3.4435185840707963,1.5774,101.1116,1.5604885982138723,1.0091333318982538,0.3714138972970818,3.3963773818759773
ENSG00000005189.20,REXO5,protein_coding,other,1,113,0,0,False,False,False,6.928307079646017,5.9396,26.28,2.815224371139036,0.6987957137466291,1.71827787672497,4.001442215280342
ENSG00000005194.15,CIAPIN1,protein_coding,other,1,113,0,0,False,False,False,54.55167345132743,54.1497,110.9161,5.694408116347876,0.5650867693270109,4.488253761640636,6.534719006035711
ENSG00000005206.17,SPPL2B,protein_coding,other,1,113,0,0,False,False,False,16.364310619469027,13.514,62.6904,3.9251784537353505,0.7450185730848645,2.955048776747778,5.077305149937351
ENSG00000005238.20,FAM214B,protein_coding,other,1,113,0,0,False,False,False,12.415138053097344,10.7345,49.6475,3.591476444699523,0.6626062895224161,2.6289628791709903,4.567017490709838
ENSG00000005243.10,COPZ2,protein_coding,other,1,113,0,0,False,False,False,23.97576814159292,18.3411,291.4722,4.133043895541665,1.1401054221490852,2.4588515859793865,5.818275122078276
ENSG00000005249.13,PRKAR2B,protein_coding,other,1,113,0,0,False,False,False,37.66927168141593,25.242,280.8546,4.689786896668531,1.3149467929363656,2.822743351558961,6.709566460417494
ENSG00000005302.19,MSL3,protein_coding,other,1,113,0,0,False,False,False,17.284130088495576,16.4032,39.9465,4.087531734814883,0.5706743177544544,3.0970923191147364,4.8744333799229915
ENSG00000005339.15,CREBBP,protein_coding,other,1,113,0,0,False,False,False,28.441437168141594,26.575,104.5028,4.667071891419884,0.8139059317321199,3.2425398251403013,5.675735807243677
ENSG00000005379.17,TSPOAP1,protein_coding,other,1,113,0,0,False,False,False,7.201573451327433,4.657,64.2503,2.4711874621100627,1.2696407895972657,0.5004061671442794,4.450934971897115
ENSG00000005381.8,MPO,protein_coding,other,1,113,2,19,False,False,False,0.5262345132743363,0.2304,9.8782,0.4674305577336065,0.5064362307184307,0.0641649501824851,1.1750090602352625
ENSG00000005421.9,PON1,protein_coding,other,1,113,7,27,False,False,False,1.2938769911504424,0.1919,83.5046,0.5144761917305722,0.7842453652870466,0.0,1.514715001016113
ENSG00000005436.14,GCFC2,protein_coding,other,1,113,0,0,False,False,False,14.229902654867256,13.7744,33.625,3.7995456830631533,0.6354658287869961,2.7174603361904013,4.687457694914032
ENSG00000005448.17,WDR54,protein_coding,other,1,113,0,0,False,False,False,14.17182743362832,10.2889,49.9018,3.6574387872952188,0.8659286316412887,2.4582212336111353,5.228429768360893
ENSG00000005469.12,CROT,protein_coding,other,1,113,0,0,False,False,False,10.384875221238937,6.9588,87.8631,3.0734407375573642,1.0151875003493536,1.6072084309495998,5.045997992581445
ENSG00000005471.19,ABCB4,protein_coding,other,1,113,0,5,False,False,False,0.6957592920353982,0.547,2.7088,0.7060397721434423,0.38836499779519634,0.1737155590209948,1.4621176815181014
ENSG00000005483.21,KMT2E,protein_coding,other,1,113,0,0,False,False,False,30.164963716814157,28.4864,70.5375,4.763156434289925,0.7980539881776544,3.47100504937129,5.871896020455626
ENSG00000005486.17,RHBDD2,protein_coding,other,1,113,0,0,False,False,False,130.41459292035398,119.646,326.4945,6.915432666970968,0.6632408424422672,6.085799030425858,7.763478483225256
ENSG00000005513.10,SOX8,protein_coding,other,1,113,0,2,False,False,False,23.06338672566372,4.152,169.1416,2.8925051143191194,2.2766945751410854,0.20331480305954794,6.779204744064553
ENSG00000005700.15,IBTK,protein_coding,other,1,113,0,0,False,False,False,24.398708849557526,22.1088,71.9396,4.504610633519753,0.690577931279767,3.326558614826563,5.599167169177712
ENSG00000005801.18,ZNF195,protein_coding,other,1,113,0,0,False,False,False,8.49612389380531,7.7537,23.858,3.112767835396523,0.6245797918617071,2.11564505735011,4.080597869453084
ENSG00000005810.18,MYCBP2,protein_coding,other,1,113,0,0,False,False,False,14.44392389380531,11.7954,44.0685,3.7023871226028024,0.8630833345124688,2.180668840946906,5.028884179582333
ENSG00000005812.11,FBXL3,protein_coding,other,1,113,0,0,False,False,False,19.91272300884956,16.7364,67.1934,4.166856269317795,0.8107442757342244,2.8363654084318086,5.411009473311766
ENSG00000005844.19,ITGAL,protein_coding,other,1,113,0,0,False,False,False,10.527276106194691,7.9583,65.8351,3.0342326622851283,1.197132201494708,0.9973963791716641,5.145707951746689
ENSG00000005882.12,PDK2,protein_coding,other,1,113,0,0,False,False,False,8.71358053097345,8.0673,26.9348,3.101184117110381,0.7435538371828352,1.6811935657918649,4.217301954410808
ENSG00000005884.18,ITGA3,protein_coding,other,1,113,0,0,False,False,False,25.937693805309735,13.8891,438.7929,3.956655984576322,1.343056866526243,1.9648351985563646,5.982199811216365
ENSG00000005889.16,ZFX,protein_coding,other,1,113,0,0,False,False,False,18.15770707964602,16.9919,45.4037,4.085391614254116,0.7387138380617467,2.7774635870069386,5.164600882935939
ENSG00000005893.16,LAMP2,protein_coding,other,1,113,0,0,False,False,False,121.44573716814159,104.2261,373.527,6.717504857841133,0.8042378071825365,5.464225159394962,8.067527904829838
ENSG00000005961.19,ITGA2B,protein_coding,other,1,113,0,8,False,False,False,0.9114415929203542,0.5652,7.4328,0.7858892242822367,0.6002496326446792,0.07701876482499884,1.8801432453041362
ENSG00000005981.13,ASB4,protein_coding,other,1,113,4,45,False,False,False,0.3105407079646018,0.1368,4.1182,0.3198260736900772,0.3930966202411342,0.019402890280231944,1.0138474329985523
ENSG00000006007.12,GDE1,protein_coding,other,1,113,0,0,False,False,False,57.12973274336283,50.7336,354.8337,5.639082640351878,0.7701261296854848,4.371693507641838,6.909270937841059
ENSG00000006015.18,REX1BD,protein_coding,other,1,113,0,0,False,False,False,21.520367256637165,16.7146,105.1221,4.228980993923136,0.86377085784044,3.030765816635139,5.5690746429058855
ENSG00000006016.11,CRLF1,protein_coding,other,1,113,0,1,False,False,False,31.536646017699113,2.6674,551.7812,2.7007757328050084,2.181044879794788,0.4175408473142314,7.7376762494176194
ENSG00000006025.12,OSBPL7,protein_coding,other,1,113,0,0,False,False,False,4.324068141592921,3.972,12.2611,2.2578227286025143,0.6838177468122242,0.9618958605305645,3.3017928810351442
ENSG00000006042.12,TMEM98,protein_coding,other,1,113,0,0,False,False,False,32.3525203539823,22.9095,205.0947,4.47248184400793,1.379176537179105,2.204246029043879,6.479370131481946
ENSG00000006047.13,YBX2,protein_coding,other,1,113,0,2,False,False,False,7.128611504424779,3.8337,54.2581,2.408411325354275,1.3284982693165344,0.37915481198062717,4.48595329061913
ENSG00000006059.4,KRT33A,protein_coding,other,1,113,37,58,False,False,False,0.7896681415929203,0.0914,37.2364,0.3716992725956661,0.7243168586801554,0.0,1.3009317978645125
ENSG00000006062.17,MAP3K14,protein_coding,other,1,113,0,0,False,False,False,11.072359292035399,9.7133,30.9981,3.346281878043714,0.8715119204876909,1.8328641876626763,4.79094736143529
ENSG00000006071.15,ABCC8,protein_coding,other,1,113,17,79,False,False,False,0.4355761061946903,0.0343,14.3374,0.2673536396754032,0.6291563092883578,0.0,1.3875562544745046
ENSG00000006116.4,CACNG3,protein_coding,other,1,113,70,109,False,True,False,0.01977433628318584,0.0,0.2178,0.02738785992635014,0.04907289234857731,0.0,0.1203221607073197
ENSG00000006118.15,TMEM132A,protein_coding,other,1,113,0,0,False,False,False,66.46450442477877,54.4677,190.5095,5.737094177169044,1.0731167006157927,3.7126588533097213,7.248930219623136
ENSG00000006125.18,AP2B1,protein_coding,other,1,113,0,0,False,False,False,124.0130221238938,106.6426,386.7863,6.709500050048911,0.9214063116496847,5.087391927569489,8.063686372999946
ENSG00000006128.12,TAC1,protein_coding,other,1,113,52,79,False,False,False,0.688379646017699,0.0278,35.6829,0.3051290944390385,0.751652083907431,0.0,1.7701179162621978
ENSG00000006194.10,ZNF263,protein_coding,other,1,113,0,0,False,False,False,18.98692654867257,18.6507,35.3171,4.245482462134969,0.48446169561992697,3.2498800423596115,4.912201269370416
ENSG00000006210.7,CX3CL1,protein_coding,other,1,113,0,0,False,False,False,79.6079371681416,56.5584,619.3847,5.650955864509235,1.4844536174026641,3.2071493042952053,7.734844941805708
ENSG00000006282.21,SPATA20,protein_coding,other,1,113,0,0,False,False,False,19.487983185840704,15.6444,71.3037,4.120271504224769,0.8506618475532833,2.706659514906372,5.4768051663672175
ENSG00000006283.18,CACNA1G,protein_coding,other,1,113,4,50,False,False,False,0.4150185840707965,0.1424,13.3975,0.33003291683216907,0.5289559824385777,0.020911023534727433,1.2927078207010545
ENSG00000006327.14,TNFRSF12A,protein_coding,other,1,113,0,0,False,False,False,131.74273362831858,102.7706,757.1519,6.623603370033942,1.1445616442913837,4.916675065364502,8.177827668076985
ENSG00000006377.11,DLX6,protein_coding,other,1,113,12,43,False,False,False,2.871705309734513,0.6348,23.9358,1.2707331525646681,1.3266466226076536,0.0,3.64524835050856
ENSG00000006432.15,MAP3K9,protein_coding,other,1,113,0,0,False,False,False,5.33184424778761,4.438,19.6449,2.4604933780342577,0.7690821493637476,1.3040000046618339,3.617511835434922
ENSG00000006451.8,RALA,protein_coding,other,1,113,0,0,False,False,False,85.11920884955752,81.5677,192.2041,6.329054824987055,0.5532868611034071,5.36674124327582,7.1871999811869705
ENSG00000006453.14,BAIAP2L1,protein_coding,other,1,113,0,0,False,False,False,32.922909734513276,33.4685,85.0801,4.936013945393158,0.7212566191430434,3.8100637233347316,5.836159002866614
ENSG00000006459.11,KDM7A,protein_coding,other,1,113,0,0,False,False,False,16.51443362831858,13.9377,45.2974,3.9128167160519736,0.8198667644810954,2.481940371450223,5.122727617749162
ENSG00000006468.14,ETV1,protein_coding,other,1,113,0,0,False,False,False,5.029115044247788,3.11,33.7177,2.159020062613689,1.0216210456246002,0.7603165422297709,4.177745838366501
ENSG00000006530.18,AGK,protein_coding,other,1,113,0,0,False,False,False,11.128349557522125,9.7062,33.663,3.4880635361990557,0.5666880754816496,2.720933417428274,4.401102560466049
ENSG00000006534.16,ALDH3B1,protein_coding,other,1,113,0,0,False,False,False,9.079097345132743,7.1626,32.94,3.040212273663431,0.9338047455042305,1.543643043214248,4.584007572572691
ENSG00000006555.11,TTC22,protein_coding,other,1,113,0,2,False,False,False,13.280055752212391,12.1928,105.3981,3.4825084550830563,1.0911308926755334,1.1154589546742855,4.656988936431848
ENSG00000006576.16,PHTF2,protein_coding,other,1,113,0,0,False,False,False,15.45255132743363,13.2946,39.4938,3.88901594882235,0.6768791035798909,2.7507292646680868,4.906463818254552
ENSG00000006606.9,CCL26,protein_coding,other,1,113,0,2,False,False,False,2.4158265486725665,1.2532,61.9627,1.3542429606918425,0.8320133671627093,0.45875654084651457,2.6623172100226333
ENSG00000006607.14,FARP2,protein_coding,other,1,113,0,0,False,False,False,9.198862831858406,8.29,32.014,3.1834376723879143,0.6974772008533925,2.1584616141268325,4.321249145275652
ENSG00000006611.17,USH1C,protein_coding,other,1,113,10,43,False,False,False,0.5416283185840708,0.2191,5.1499,0.4618578938071168,0.5891445427901157,0.0,1.7153170657546164
ENSG00000006625.18,GGCT,protein_coding,other,1,113,0,0,False,False,False,104.16841238938053,89.8446,499.4293,6.432782404255597,0.9042803671511017,5.004547036376268,7.7573338393604585
ENSG00000006634.8,DBF4,protein_coding,other,1,113,0,0,False,False,False,19.31806371681416,17.5939,57.8839,4.182548091758024,0.7050229497673646,2.9233342622166987,5.20359677800409
ENSG00000006638.13,TBXA2R,protein_coding,other,1,113,0,0,False,False,False,3.3807336283185836,2.7536,33.0142,1.9327777453115218,0.666821946682255,1.123682363153807,2.8485364971735443
ENSG00000006652.15,IFRD1,protein_coding,other,1,113,0,0,False,False,False,6.451258407079647,5.4196,24.4613,2.7368770310288446,0.6660727612878209,1.7116523875695522,3.759728841536753
ENSG00000006659.13,LGALS14,protein_coding,other,1,113,65,80,False,False,False,0.35214690265486726,0.0,13.3972,0.20956096303398583,0.5666791274493451,0.0,0.9644735189531831
ENSG00000006695.12,COX10,protein_coding,other,1,113,0,0,False,False,False,9.837837168141592,9.2873,23.7017,3.328128700718923,0.5752848904385567,2.2428624507782673,4.259063851600537
