ensembl_gene_id,gene_symbol,gene_type,gene_set,symbol_mapping_count,n_samples,zero_n,below_0_1_tpm_n,all_zero,near_zero_expression,near_zero_log_variance,mean_tpm,median_tpm,max_tpm,mean_log2_tpm1,sd_log2_tpm1,p05_log2_tpm1,p95_log2_tpm1
ENSG00000174886.14,NDUFA11,protein_coding,other,1,113,0,0,False,False,False,5.442037168141593,3.9676,22.8916,2.5059937115751336,0.6957340526786134,1.5246690452631817,3.7906341529815455
ENSG00000174891.13,RSRC1,protein_coding,other,1,113,0,0,False,False,False,20.129828318584075,19.1337,54.9446,4.245077205621772,0.6923536124216331,3.132911072496771,5.168370587463545
ENSG00000174898.16,CATSPERD,protein_coding,other,1,113,23,85,False,False,False,0.0738221238938053,0.0372,0.6689,0.09703180250270876,0.12346250929358074,0.0,0.317466232355565
ENSG00000174899.12,SLC66A1L,transcribed_unitary_pseudogene,other,1,113,0,4,False,False,False,2.9762274336283183,1.7379,17.8952,1.6064333562526725,1.0238013393453045,0.16442215172185046,3.2507283555731354
ENSG00000174903.16,RAB1B,protein_coding,other,1,113,0,0,False,False,False,116.4873575221239,112.9793,266.8176,6.726897657508275,0.732530686043933,5.436073343017188,7.5919709595766145
ENSG00000174912.7,METTL15P1,processed_pseudogene,other,1,113,0,1,False,False,False,1.6155725663716816,1.3471,5.5758,1.2795083898489958,0.5517025472213153,0.493019706573702,2.2145055530543227
ENSG00000174914.3,OR9G1,protein_coding,other,1,113,104,112,False,True,False,0.024071681415929202,0.0,2.5545,0.018275591707456962,0.1713970198819172,0.0,0.02096788131815524
ENSG00000174915.12,PTDSS2,protein_coding,other,1,113,0,0,False,False,False,15.455392920353981,13.7261,50.4132,3.8839963860446467,0.6721518905230139,2.8199733369885953,4.948696646741859
ENSG00000174917.9,MICOS13,protein_coding,other,1,113,0,0,False,False,False,80.27559026548673,68.4503,309.3902,6.135348100471597,0.7776675233549345,5.04665159959342,7.41776829056731
ENSG00000174928.16,C3orf33,protein_coding,other,1,113,0,0,False,False,False,1.9759318584070797,1.8042,5.8702,1.491815090057397,0.47460090347789996,0.7903046990924945,2.2637330492566177
ENSG00000174930.4,VN2R1P,unitary_pseudogene,other,1,113,99,111,False,True,False,0.008707079646017699,0.0,0.3694,0.011631924395481358,0.04821314658753698,0.0,0.06259142148978934
ENSG00000174937.5,OR5M3,protein_coding,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174938.14,SEZ6L2,protein_coding,other,1,113,0,0,False,False,False,54.57604513274335,34.4968,227.8098,5.060775547352993,1.59640477156244,2.0877488561637154,7.566953787519803
ENSG00000174939.11,ASPHD1,protein_coding,other,1,113,0,0,False,False,False,10.135462831858408,4.4448,92.115,2.6870370314025536,1.4129865476443668,0.8305481926607763,5.324576935836338
ENSG00000174943.11,KCTD13,protein_coding,other,1,113,0,0,False,False,False,12.062189380530976,10.995,30.7102,3.594742102423946,0.5732840724711746,2.672434122737986,4.4266992108597725
ENSG00000174944.9,P2RY14,protein_coding,other,1,113,0,0,False,False,False,2.39019203539823,1.9501,9.0953,1.6072372575441118,0.6550490320010731,0.6201945277966593,2.691333547859009
ENSG00000174945.13,AMZ1,protein_coding,other,1,113,0,11,False,False,False,0.5770893805309735,0.3672,4.4484,0.5739216664010333,0.4464564736215669,0.08675649823489012,1.4190197113545342
ENSG00000174946.7,GPR171,protein_coding,other,1,113,0,1,False,False,False,4.576524778761062,3.1225,31.0102,2.0729708852384863,1.0525417709357994,0.48299959081765487,3.7836004374360495
ENSG00000174948.6,GPR149,protein_coding,other,1,113,77,105,False,True,False,0.024114159292035395,0.0,0.5915,0.031043633665079215,0.09325310447238937,0.0,0.19395021808456284
ENSG00000174950.11,CD164L2,protein_coding,other,1,113,2,8,False,False,False,3.167953097345133,2.365,24.3255,1.7065594377220217,1.0054797289192876,0.06424363595528479,3.103024287757075
ENSG00000174951.11,FUT1,protein_coding,other,1,113,0,0,False,False,False,6.312191150442477,5.3527,30.5905,2.5134616850340334,1.0294397619194244,0.8568766123396756,4.088811886332327
ENSG00000174953.14,DHX36,protein_coding,other,1,113,0,0,False,False,False,26.121653982300884,24.5004,82.1201,4.53887327937208,0.8343877486034494,3.079433455660855,5.727130254496783
ENSG00000174957.1,OR5J2,protein_coding,other,1,113,109,111,False,True,False,0.002308849557522124,0.0,0.1086,0.003190883266573744,0.019525281871248173,0.0,0.0
ENSG00000174963.18,ZIC4,protein_coding,other,1,113,5,22,False,False,False,1.5070672566371681,0.9304,8.7686,1.063854645139434,0.8437819133394336,0.010550091642557418,2.618807842539632
ENSG00000174970.5,OR10AG1,protein_coding,other,1,113,106,113,False,True,False,0.0026601769911504423,0.0,0.0997,0.0037236966150462317,0.01753071912743846,0.0,0.024375683344828265
ENSG00000174977.8,AC026271.1,processed_pseudogene,other,1,113,0,0,False,False,False,8.116777876106195,7.419,22.0433,3.033302636573901,0.6782697663536061,1.8518468304064117,4.175253422994799
ENSG00000174982.4,OR4S2,protein_coding,other,1,113,111,113,False,True,False,0.0005973451327433628,0.0,0.0434,0.0008464507533180148,0.00655552484421139,0.0,0.0
ENSG00000174989.13,FBXW8,protein_coding,other,1,113,0,0,False,False,False,12.002097345132745,10.5913,39.3633,3.5427087422031702,0.6777815925627118,2.5241424242599813,4.5846119630699125
ENSG00000174990.8,CA5A,protein_coding,other,1,113,49,98,False,False,False,0.05566017699115045,0.023,0.951,0.06946826925965073,0.14666820225909274,0.0,0.2966214707649306
ENSG00000174992.8,ZG16,protein_coding,other,1,113,48,106,False,True,False,0.04136194690265487,0.0156,1.1075,0.051644012303376674,0.12857844355285938,0.0,0.1616853888663773
ENSG00000174996.12,KLC2,protein_coding,other,1,113,0,0,False,False,False,21.371250442477873,19.5448,46.996,4.315933635287078,0.7459523851257213,3.0328478613757186,5.348104400671165
ENSG00000175003.15,SLC22A1,protein_coding,other,1,113,0,8,False,False,False,0.7378743362831858,0.4362,11.0039,0.6367506930637594,0.5388480971120829,0.12620638027959807,1.4296513904446562
ENSG00000175018.13,TEX36,protein_coding,other,1,113,82,102,False,True,False,0.03366106194690265,0.0,0.5422,0.04376166378200049,0.10306717854485313,0.0,0.20038409935776413
ENSG00000175029.17,CTBP2,protein_coding,other,1,113,0,0,False,False,False,27.685166371681415,25.0577,96.0754,4.687986226013173,0.685344330423419,3.4892960794221124,5.693283504586032
ENSG00000175040.6,CHST2,protein_coding,other,1,113,0,0,False,False,False,18.933266371681416,11.4028,104.7621,3.7628681875520793,1.2342533951418257,1.6995649829278232,5.834087599518128
ENSG00000175048.17,ZDHHC14,protein_coding,other,1,113,0,0,False,False,False,4.299549557522124,3.6929,24.1486,2.2443967400853793,0.6501098667364255,1.3528479517299967,3.229258577500941
ENSG00000175054.16,ATR,protein_coding,other,1,113,0,0,False,False,False,6.244797345132742,5.9664,17.2678,2.7109082582029562,0.6675983334031005,1.580892871195519,3.716547774173337
ENSG00000175061.18,SNHG29,lncRNA,other,1,113,0,0,False,False,False,107.90810265486726,78.5113,829.9036,6.377634478119177,1.0003652773735683,4.872118849081788,7.989143954673922
ENSG00000175063.17,UBE2C,protein_coding,other,1,113,0,0,False,False,False,217.68279115044245,199.7737,1110.984,7.425670302461126,1.1361816027305989,5.627317277269153,8.757104254841721
ENSG00000175065.12,DSG4,protein_coding,other,1,113,50,102,False,True,False,0.04573805309734513,0.0111,0.961,0.05646387906840211,0.13972954467068635,0.0,0.16431997856770975
ENSG00000175066.16,GK5,protein_coding,other,1,113,0,0,False,False,False,11.032881415929202,9.6998,37.5875,3.382795606929575,0.7811243821873332,2.075838728310947,4.777855277473065
ENSG00000175073.8,VCPIP1,protein_coding,other,1,113,0,0,False,False,False,18.609111504424778,16.2871,56.5778,4.073226240753761,0.8210871478445125,2.6437923022823964,5.2869814683633765
ENSG00000175077.6,RTP1,protein_coding,other,1,113,61,103,False,True,False,0.35628141592920365,0.0,18.0938,0.13479898812463384,0.5879875118203486,0.0,0.27717705048557106
ENSG00000175084.12,DES,protein_coding,other,1,113,1,9,False,False,False,6.722445132743364,1.1033,218.2619,1.6236714966526482,1.5063019094018286,0.11065701797189652,4.639673460705904
ENSG00000175087.10,PDIK1L,protein_coding,other,1,113,0,0,False,False,False,15.3153796460177,13.4156,54.0183,3.8415987561437714,0.7330098307212969,2.6929979104924398,4.987042519193787
ENSG00000175093.5,SPSB4,protein_coding,other,1,113,3,15,False,False,False,3.105758407079646,0.5886,49.5261,1.1654207413725965,1.2811548106766275,0.03135553177228089,3.9039403341489094
ENSG00000175097.8,RAG2,protein_coding,other,1,113,82,113,False,True,False,0.005099115044247787,0.0,0.0395,0.00727892743087334,0.012996789759684928,0.0,0.029473663379372333
ENSG00000175104.15,TRAF6,protein_coding,other,1,113,0,0,False,False,False,10.4016185840708,8.8971,70.1979,3.3016403765091082,0.7209384891796154,2.156928081265475,4.28593764139279
ENSG00000175105.8,ZNF654,protein_coding,other,1,113,0,0,False,False,False,10.581877876106194,9.1186,55.1712,3.3071848786635933,0.7991058420633238,1.9901707470041017,4.583809593111019
ENSG00000175106.17,TVP23C,protein_coding,other,1,113,0,0,False,False,False,1.2494761061946902,0.9725,16.0433,1.050203337603688,0.4834919758308377,0.5036925223361421,1.6269314266415456
ENSG00000175110.12,MRPS22,protein_coding,other,1,113,0,0,False,False,False,15.033042477876107,13.8068,33.3988,3.893613161132445,0.5734749971865307,2.7540418869169456,4.717748178241769
ENSG00000175115.13,PACS1,protein_coding,other,1,113,0,0,False,False,False,49.17138053097345,47.7446,105.6349,5.513253865906213,0.682740839961197,4.602666377265811,6.478141794850108
ENSG00000175121.11,WFDC5,protein_coding,other,1,113,36,56,False,False,False,0.955358407079646,0.1,22.1835,0.45169582226809357,0.8746651554045115,0.0,2.503817822270413
ENSG00000175130.7,MARCKSL1,protein_coding,other,1,113,0,0,False,False,False,1088.0200362831858,923.6949,5616.5325,9.834222297274158,0.8893675908678235,8.545080724158035,11.113941249332944
ENSG00000175137.11,SH3BP5L,protein_coding,other,1,113,0,0,False,False,False,37.73092566371681,34.172,125.2015,5.087689762330174,0.8015628369745199,3.8238981665048715,6.143380372331092
ENSG00000175143.5,OR2T1,protein_coding,other,1,113,111,112,False,True,False,0.0015168141592920353,0.0,0.1224,0.0020849698405807993,0.01683417391639728,0.0,0.0
ENSG00000175147.13,TMEM51-AS1,lncRNA,other,1,113,0,11,False,False,False,0.551537168141593,0.4215,2.8326,0.574019089333284,0.38994848650419256,0.1144724819914829,1.4316255925032333
ENSG00000175155.11,YPEL2,protein_coding,other,1,113,0,0,False,False,False,8.438063716814158,7.0826,32.7631,3.0096347767597473,0.8119702835584008,1.6300025919650676,4.3809575418550875
ENSG00000175161.14,CADM2,protein_coding,other,1,113,5,61,False,False,False,0.45471681415929205,0.0883,7.0063,0.3742533430350374,0.5769020480653878,0.008056512068072159,1.5947783629723762
ENSG00000175164.15,ABO,protein_coding,other,1,113,0,3,False,False,False,2.963988495575222,1.023,18.3653,1.4359501400911554,1.1539398458136345,0.17573388452764171,3.827553015066008
ENSG00000175166.17,PSMD2,protein_coding,other,1,113,0,0,False,False,False,248.32926725663717,238.7629,584.4983,7.76232614014775,0.8060535565106409,6.289966465519619,8.854722188111932
ENSG00000175170.16,FAM182B,lncRNA,other,1,113,0,18,False,False,False,0.3505725663716815,0.2448,3.3316,0.3950835851603803,0.3060697398960829,0.06649899837823449,0.9817159870855652
ENSG00000175175.6,PPM1E,protein_coding,other,1,113,0,12,False,False,False,2.7716752212389375,0.5832,63.2159,1.1514021061466588,1.1970908305240133,0.11290026153254981,3.67254991837583
ENSG00000175182.15,FAM131A,protein_coding,other,1,113,0,0,False,False,False,6.804250442477876,6.1456,28.5663,2.7894235378532475,0.7140217359933243,1.4658623153832266,3.951102003461799
ENSG00000175183.10,CSRP2,protein_coding,other,1,113,0,0,False,False,False,22.536000884955754,14.9485,197.3787,4.007397509440734,1.250485285302509,1.8605573320708952,5.931744559234108
ENSG00000175189.4,INHBC,protein_coding,other,1,113,6,49,False,False,False,0.18988230088495575,0.1345,1.6537,0.23215610694513314,0.22029288088865787,0.009983365268273498,0.6564761035257933
ENSG00000175193.14,PARL,protein_coding,other,1,113,0,0,False,False,False,13.066485840707964,11.3495,53.9894,3.653716552487821,0.6585432085992114,2.7423726225938427,4.7859493449013275
ENSG00000175197.12,DDIT3,protein_coding,other,1,113,0,0,False,False,False,28.225684955752214,24.9156,177.6392,4.635562507413751,0.7579020521842081,3.42152235439102,5.759349461463224
ENSG00000175198.17,PCCA,protein_coding,other,1,113,0,0,False,False,False,7.0608601769911505,5.1268,41.1054,2.708001686682293,0.883950655978923,1.4779460710911638,4.235280181693386
ENSG00000175202.6,HIGD2B,protein_coding,other,1,113,38,73,False,False,False,0.09491592920353982,0.0565,0.6718,0.122964813765118,0.14603998376195612,0.0,0.40776349055646044
ENSG00000175203.17,DCTN2,protein_coding,other,1,113,0,0,False,False,False,34.79808053097345,33.8009,64.894,5.096817005312179,0.44779406474416006,4.3915278474653245,5.736582409590692
ENSG00000175206.10,NPPA,protein_coding,other,1,113,16,47,False,False,False,0.20363982300884956,0.13,1.5049,0.24325437963558927,0.24903181267473068,0.0,0.7110190373938768
ENSG00000175213.3,ZNF408,protein_coding,other,1,113,0,0,False,False,False,19.376398230088494,18.6064,69.9517,4.234160232243808,0.5848049480916967,3.367253360070792,5.153052441822299
ENSG00000175215.11,CTDSP2,protein_coding,other,1,113,0,0,False,False,False,140.0709539823009,134.3993,407.4945,6.94592326835032,0.7741311410985539,5.536128928245674,8.0335380153709
ENSG00000175216.15,CKAP5,protein_coding,other,1,113,0,0,False,False,False,96.324292920354,82.7037,440.3544,6.334594164045261,0.9110820911634734,4.810922555316124,7.6490707951627535
ENSG00000175220.12,ARHGAP1,protein_coding,other,1,113,0,0,False,False,False,86.06531769911506,83.1927,242.3117,6.306244821091003,0.6805556174055373,5.039414961836696,7.172399694200029
ENSG00000175221.15,MED16,protein_coding,other,1,113,0,0,False,False,False,35.901608849557526,33.1652,111.4828,5.063387158276198,0.6538226196047408,4.196052208695678,5.964391108421675
ENSG00000175224.16,ATG13,protein_coding,other,1,113,0,0,False,False,False,48.12312035398231,45.8562,179.5445,5.485341131058726,0.642359794171478,4.414124057782833,6.401820781317448
ENSG00000175229.7,GAL3ST3,protein_coding,other,1,113,66,103,False,True,False,0.049021238938053095,0.0,1.5769,0.05606808800801671,0.1729710786951395,0.0,0.2499943189767438
ENSG00000175262.14,C1orf127,protein_coding,other,1,113,0,8,False,False,False,0.44709115044247794,0.3261,3.0692,0.48064023848324017,0.35569363281451477,0.11800900821853057,1.0506660798656766
ENSG00000175264.8,CHST1,protein_coding,other,1,113,0,0,False,False,False,10.07636371681416,3.5213,101.5179,2.526039303534258,1.4404109575297936,0.7371021332441496,5.456721887871794
ENSG00000175265.17,GOLGA8A,protein_coding,other,1,113,0,0,False,False,False,9.914683185840707,6.6463,69.1706,3.0777710064536232,0.9989700021885612,1.6091273848564651,4.733511759032508
ENSG00000175267.15,VWA3A,protein_coding,other,1,113,5,71,False,False,False,0.20783185840707963,0.0605,7.6797,0.19241772706100993,0.364232235949641,0.012153800108498756,0.6459340767150682
ENSG00000175274.19,TP53I11,protein_coding,other,1,113,0,0,False,False,False,60.99837079646017,57.8709,190.9829,5.635446586854457,1.0681063935022495,4.001898658584467,6.94454891217083
ENSG00000175279.22,CENPS,protein_coding,other,1,113,0,0,False,False,False,2.570184955752212,2.2787,10.0563,1.7303442392567912,0.5403838086423925,0.9333803989426709,2.6052854510586725
ENSG00000175283.8,DOLK,protein_coding,other,1,113,0,0,False,False,False,29.61179646017699,28.0195,60.3603,4.839109646017786,0.5449870287601678,3.9682216832995807,5.757078958577963
ENSG00000175287.19,PHYHD1,protein_coding,other,1,113,0,1,False,False,False,6.868869911504425,2.2536,70.0112,2.100656660090167,1.408452970220524,0.41853555331290915,5.070814797192196
ENSG00000175294.6,CATSPER1,protein_coding,other,1,113,0,6,False,False,False,0.8348230088495575,0.6573,7.7596,0.7715978499771107,0.4768248297751272,0.15581740755255039,1.4539551987544772
ENSG00000175302.5,ANKRD30BP1,unprocessed_pseudogene,other,1,113,71,100,False,False,False,0.047367256637168134,0.0,1.5156,0.05666987887155147,0.15238547012377734,0.0,0.21344224150595437
ENSG00000175305.17,CCNE2,protein_coding,other,1,113,0,0,False,False,False,8.109100000000002,4.7265,106.9852,2.6389600046663952,1.17577516309167,0.8520038347256225,4.43173529327208
ENSG00000175309.15,PHYKPL,protein_coding,other,1,113,0,0,False,False,False,8.35217610619469,7.5063,28.3427,3.081382204371615,0.6385476387913002,2.051235970428317,4.194579276068142
ENSG00000175311.7,ANKS4B,protein_coding,other,1,113,41,99,False,False,False,0.29212123893805303,0.0142,16.7133,0.15055581943965549,0.5276173414949613,0.0,0.6318965164196186
ENSG00000175315.3,CST6,protein_coding,other,1,113,0,1,False,False,False,24.96326991150443,8.0549,361.4945,3.409258909366258,1.6927719887388146,0.9846954308188055,6.604736595939791
ENSG00000175318.12,GRAMD2A,protein_coding,other,1,113,0,0,False,False,False,11.333843362831859,7.5092,55.3608,3.039050999581765,1.3573186653564113,0.8027474134352517,5.109555377043955
ENSG00000175319.3,NF1P5,processed_pseudogene,other,1,113,111,111,False,True,False,0.003170796460176991,0.0,0.2316,0.004182630096774404,0.032309793565766964,0.0,0.0
ENSG00000175322.12,ZNF519,protein_coding,other,1,113,0,1,False,False,False,1.4723150442477877,1.2026,6.6514,1.183962855987793,0.5735706533122561,0.37825064249450424,2.2294617162713783
ENSG00000175324.10,LSM1,protein_coding,other,1,113,0,0,False,False,False,29.609503539823013,24.0783,157.4947,4.657046559921159,0.8373874081731735,3.4492068571616947,5.994580657095431
ENSG00000175325.2,PROP1,protein_coding,other,1,113,92,111,False,True,False,0.009078761061946904,0.0,0.2003,0.012589891930268696,0.035310485260998066,0.0,0.06394293223446251
ENSG00000175329.13,ISX,protein_coding,other,1,113,82,102,False,True,False,0.858616814159292,0.0,79.0667,0.14691113113097448,0.7196121225460946,0.0,0.2101852880495831
ENSG00000175334.8,BANF1,protein_coding,other,1,113,0,0,False,False,False,331.90101592920354,324.2543,652.0201,8.251467374305065,0.7580273882775608,7.509250695048234,9.067081648484416
ENSG00000175336.10,APOF,protein_coding,other,1,113,36,94,False,False,False,0.25924955752212386,0.0318,17.6573,0.15078703674466973,0.45861476336502505,0.0,0.48334298996295816
ENSG00000175344.19,CHRNA7,protein_coding,other,1,113,0,77,False,False,False,0.10793362831858408,0.0496,1.0831,0.13619630138298397,0.1725570771736888,0.008888308888406011,0.43837089654210787
ENSG00000175348.11,TMEM9B,protein_coding,other,1,113,0,0,False,False,False,63.62607876106195,57.9015,136.8192,5.897427814833343,0.6079469580564586,5.0580719396185545,6.838004714977983
ENSG00000175352.11,NRIP3,protein_coding,other,1,113,0,0,False,False,False,5.930591150442478,4.4156,31.335,2.4680085693028206,0.9543502982091587,1.090256116404771,4.02106544607231
ENSG00000175354.20,PTPN2,protein_coding,other,1,113,0,0,False,False,False,19.753489380530972,17.1846,56.3991,4.232612775808224,0.6411094688315978,3.2736007694455447,5.278047217440334
ENSG00000175356.14,SCUBE2,protein_coding,other,1,113,0,0,False,False,False,9.509535398230087,1.9893,345.642,1.9826511282879131,1.481640353711644,0.3906514354852198,5.198443214515309
ENSG00000175376.9,EIF1AD,protein_coding,other,1,113,0,0,False,False,False,38.40101415929204,36.6352,68.8253,5.213508354819421,0.5306667529109622,4.483410846682452,6.016007118780046
ENSG00000175387.16,SMAD2,protein_coding,other,1,113,0,0,False,False,False,10.03598053097345,9.5864,24.243,3.351410367309113,0.5822809849617879,2.369208990933002,4.243779359213857
ENSG00000175390.15,EIF3F,protein_coding,other,1,113,0,0,False,False,False,34.90252123893806,31.6001,101.8785,5.041627683901142,0.6086498776623893,4.11445587285514,5.93838006707015
ENSG00000175395.16,ZNF25,protein_coding,other,1,113,0,0,False,False,False,10.354097345132743,8.8158,26.4962,3.345507545485252,0.6757546998892229,2.323046593927774,4.515548973573365
ENSG00000175398.2,OR10P1,protein_coding,other,1,113,103,111,False,True,False,0.007342477876106195,0.0,0.2394,0.010021838646592004,0.03827769318533161,0.0,0.08378448636799851
ENSG00000175414.7,ARL10,protein_coding,other,1,113,0,0,False,False,False,4.4986035398230095,3.3241,44.818,2.150528594444074,0.8836451119852383,0.8846776285623625,3.607859700768616
ENSG00000175416.16,CLTB,protein_coding,other,1,113,0,0,False,False,False,116.93627433628319,96.2865,565.8082,6.595759180997673,0.9105697557174292,4.927620367140539,8.04047140031537
ENSG00000175426.11,PCSK1,protein_coding,other,1,113,0,7,False,False,False,2.995222123893806,0.5955,134.9333,1.0953879127591302,1.1121940593544932,0.13115805201904276,2.9584913520385556
ENSG00000175445.17,LPL,protein_coding,other,1,113,0,0,False,False,False,52.97154513274337,25.3026,737.7943,4.595832847111918,1.7706833936852338,1.802021814147368,7.165562521826046
ENSG00000175449.14,RFESD,protein_coding,other,1,113,0,0,False,False,False,0.5607256637168142,0.4882,1.5602,0.6203345966717219,0.24614002704777282,0.3085239564583317,1.058305488700533
ENSG00000175455.16,CCDC14,protein_coding,other,1,113,0,0,False,False,False,19.980834513274335,17.8236,52.7564,4.166409544588285,0.8381339762590122,2.9352584383724474,5.378520405634041
ENSG00000175463.12,TBC1D10C,protein_coding,other,1,113,0,0,False,False,False,7.802499115044248,4.3658,67.1314,2.5643333376382738,1.186848638118664,0.9448903538124435,4.769544147238435
ENSG00000175467.15,SART1,protein_coding,other,1,113,0,0,False,False,False,60.43888584070797,58.2828,123.5979,5.750239519306233,0.859425320489687,4.245072738916409,6.731048736766851
ENSG00000175470.20,PPP2R2D,protein_coding,other,1,113,0,0,False,False,False,15.501185840707965,14.7354,37.4059,3.947615175515606,0.5339757221466932,3.049788251229062,4.6886491166234645
ENSG00000175471.19,MCTP1,protein_coding,other,1,113,0,0,False,False,False,3.365530973451327,2.421,39.0047,1.842550770794191,0.809750313222942,0.7627994767166612,3.2118731848789746
ENSG00000175482.9,POLD4,protein_coding,other,1,113,0,0,False,False,False,4.62457168141593,4.1587,16.6998,2.357774394013887,0.6318100421120563,1.2508343566593492,3.294344584377379
ENSG00000175485.2,OR52W1,protein_coding,other,1,113,65,100,False,False,False,0.03549734513274336,0.0,0.2449,0.048592664877445804,0.06982402959941943,0.0,0.18759038616460177
ENSG00000175489.10,LRRC25,protein_coding,other,1,113,0,0,False,False,False,12.162025663716815,10.2279,67.1433,3.407475807296289,0.9337100239443576,1.9666912705809758,5.040052490600611
ENSG00000175497.17,DPP10,protein_coding,other,1,113,40,79,False,False,False,0.5903513274336283,0.0122,9.0868,0.3871715039080027,0.7404844220864278,0.0,2.1545583131914263
ENSG00000175505.11,CLCF1,protein_coding,other,1,113,0,0,False,False,False,10.89102743362832,8.1938,48.1246,3.1541027581885532,1.125668182805159,1.3536920007359585,5.049861168317873
ENSG00000175509.8,ACRP1,processed_pseudogene,other,1,113,61,90,False,False,False,0.2452362831858407,0.0,12.0559,0.16142222641489667,0.4638809624657418,0.0,0.5454557546533234
ENSG00000175513.9,TSGA10IP,protein_coding,other,1,113,12,58,False,False,False,0.45424070796460175,0.0957,20.5919,0.2880289363981583,0.5639763759376574,0.0,0.8848215535236822
ENSG00000175514.2,GPR152,protein_coding,other,1,113,62,103,False,True,False,0.03458761061946903,0.0,0.3284,0.04696054192766551,0.07602028821786702,0.0,0.18238718047935712
ENSG00000175518.8,UBQLNL,protein_coding,other,1,113,2,16,False,False,False,0.638741592920354,0.4202,4.5815,0.6124498069458608,0.4995078337966143,0.05144171138261017,1.6490267541123447
ENSG00000175520.9,UBQLN3,protein_coding,other,1,113,99,112,False,True,False,0.0048619469026548665,0.0,0.1095,0.006839159493319221,0.02115306851345864,0.0,0.04724132298074409
ENSG00000175535.6,PNLIP,protein_coding,other,1,113,93,107,False,True,False,0.24131150442477875,0.0,21.9283,0.07840914149741345,0.47279449634056747,0.0,0.1321197649217958
ENSG00000175536.7,LIPT2,protein_coding,other,1,113,0,0,False,False,False,3.562275221238938,3.1583,10.7879,2.0720804156328625,0.579212302734448,1.2082265560172176,3.016069196560428
ENSG00000175538.11,KCNE3,protein_coding,other,1,113,0,0,False,False,False,3.903106194690266,3.5316,12.0276,2.1699285830916346,0.5989698400756018,1.1251730335377843,3.0747125126778
ENSG00000175544.14,CABP4,protein_coding,other,1,113,0,4,False,False,False,1.059704424778761,0.6932,6.0416,0.9060290845012235,0.600515228472174,0.20947677587187963,1.9465644136024665
ENSG00000175548.9,ALG10B,protein_coding,other,1,113,0,0,False,False,False,3.861938053097345,2.8817,27.9951,2.040289708525865,0.7961830791690805,0.8402942793843066,3.4629136019145292
ENSG00000175550.8,DRAP1,protein_coding,other,1,113,0,0,False,False,False,160.02730619469023,150.9941,470.8593,7.111400729564412,0.8834362408080696,5.576179189698239,8.24591173666052
ENSG00000175556.17,LONRF3,protein_coding,other,1,113,0,1,False,False,False,1.5659504424778763,0.9245,9.3072,1.1320115876304848,0.7508722457954584,0.23960272204137786,2.591504056741081
ENSG00000175564.13,UCP3,protein_coding,other,1,113,0,0,False,False,False,1.5825654867256636,1.3541,4.8661,1.288236842282142,0.47438139530841755,0.5743418009234169,2.1099250331750037
ENSG00000175567.11,UCP2,protein_coding,other,1,113,0,0,False,False,False,154.8667575221239,140.6,1244.798,6.9041218323648925,1.1353997555044162,5.2689168381177165,8.295898275242992
ENSG00000175573.7,C11orf68,protein_coding,other,1,113,0,0,False,False,False,81.20743274336284,76.2793,166.2324,6.2501565815184,0.6259722624900194,5.491548885801608,7.038503898707806
ENSG00000175575.13,PAAF1,protein_coding,other,1,113,0,0,False,False,False,7.512459292035398,6.932,32.4209,2.965194379417381,0.5908400579824723,2.08915999849141,3.8171701970886116
ENSG00000175581.14,MRPL48,protein_coding,other,1,113,0,0,False,False,False,25.50189115044248,23.4547,59.9074,4.619262142818643,0.5725673385352879,3.753945395667179,5.534669452732776
ENSG00000175582.20,RAB6A,protein_coding,other,1,113,0,0,False,False,False,127.84856991150443,117.0925,350.6145,6.855033320357764,0.7038781219719568,5.601763643873353,7.857783902830621
ENSG00000175591.12,P2RY2,protein_coding,other,1,113,0,3,False,False,False,3.1769539823008848,1.4785,30.7822,1.5527423906239943,1.0754745038573232,0.3370363487178546,3.4413840401531903
ENSG00000175592.9,FOSL1,protein_coding,other,1,113,0,0,False,False,False,24.62034690265486,10.5293,359.6567,3.7014214360025077,1.5451120670068805,1.6881395552979916,6.521472233875086
ENSG00000175595.15,ERCC4,protein_coding,other,1,113,0,0,False,False,False,5.030546017699114,4.2782,16.8354,2.4374262831805735,0.6645233120049766,1.330394109328551,3.586134547481977
ENSG00000175600.16,SUGCT,protein_coding,other,1,113,0,0,False,False,False,7.468648672566373,6.3093,26.1525,2.8791724127690963,0.7658708932950555,1.676422684028253,4.156284982167477
ENSG00000175602.4,CCDC85B,protein_coding,other,1,113,0,0,False,False,False,64.10743185840708,42.6335,499.6075,5.444783796929877,1.3398339268089903,3.1388649484326545,7.361673695242115
ENSG00000175604.2,AC007601.1,lncRNA,other,1,113,29,97,False,False,False,0.05088318584070796,0.0483,0.2138,0.07035053815219981,0.05981114724315736,0.0,0.17984211773806688
ENSG00000175606.11,TMEM70,protein_coding,other,1,113,0,0,False,False,False,36.83928849557523,33.6633,86.5235,5.116090989071372,0.6160900807100537,4.145713252699126,6.097712613094173
ENSG00000175611.12,LINC00476,lncRNA,other,1,113,0,0,False,False,False,1.7647088495575223,1.5737,4.8254,1.3906533583933371,0.4674782818330121,0.6463957375729279,2.1686098514890624
ENSG00000175619.3,OR4B1,protein_coding,other,1,113,112,112,False,True,False,0.0011247787610619469,0.0,0.1271,0.001527570989499803,0.01616629179285335,0.0,0.0
