covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
GIPS,-0.4105180978443673,0.6633065034272136,1.4021712413332534,-3.158723231015365,2.33768703532663,0.04247994354552313,10.357252876697954,0.0,-0.2927731547639121,0.7696955489721216,0.37764019043669284
