covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
GIPS,0.24547475320848033,1.2782280120272644,1.2207160575194302,-2.147084754879328,2.6380342612962884,0.11682423310671114,13.985684367717989,0.0,0.20109078740825287,0.8406275854446765,0.2504612951530701
