donor_sample_id,cell_class,subtype,n_cells,library_counts,HORMAD1,HORMAD2,STAG3,REC8,SMC1B,SYCP2,SYCP3,MSH4,MSH5,candidate_mean_z,HORMAD1_log2cpm1,HORMAD1_z,HORMAD2_log2cpm1,HORMAD2_z,STAG3_log2cpm1,STAG3_z,REC8_log2cpm1,REC8_z,SMC1B_log2cpm1,SMC1B_z,SYCP2_log2cpm1,SYCP2_z,SYCP3_log2cpm1,SYCP3_z,MSH4_log2cpm1,MSH4_z,MSH5_log2cpm1,MSH5_z,eligible
CID4066,immune,HER2+,2430.0,5154639.0,0.0,0.0,43.0,65.0,3.0,22.0,1.0,0.0,7.0,0.14664662948267715,0.0,-0.5785266577233207,0.0,-0.22755448660827807,3.223731488939082,1.0799515355987932,3.766595207176815,1.3282468404799486,0.6617496178562485,0.12752490111098022,2.397255385334816,0.10000978836237141,0.2558028445725812,-0.7200391999295893,0.0,-0.33706024511619076,1.2375637465670892,0.5472671891693798,True
CID4066,malignant_epithelial,HER2+,521.0,9781665.0,0.0,0.0,10.0,14.0,8.0,118.0,3.0,0.0,6.0,-0.2561344569184645,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.0160118996126513,-0.6686881944825634,1.2816977628897719,-1.1059199972385854,0.8622384567843324,0.3393644894362854,3.7074569765487704,1.0095929530985077,0.38592381921270374,-0.5381512640938331,0.0,-0.33706024511619076,0.6900974592694195,-0.19826670953820244,True
CID4066,normal_epithelial,HER2+,270.0,2657794.0,0.0,0.0,3.0,10.0,4.0,16.0,0.0,0.0,1.0,-0.25349074736789795,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.0900103605337463,-0.6100771963480685,2.2517248000062438,-0.15569661845574412,1.32481494378084,0.8281299144755125,2.8114772257410627,0.387575621762443,0.0,-1.0776099260089413,0.0,-0.33706024511619076,0.4607445388326244,-0.5105971322884939,True
CID4066,stromal,HER2+,2088.0,10640476.0,0.0,0.0,6.0,33.0,1.0,15.0,7.0,1.0,6.0,-0.26682744472746234,0.0,-0.5785266577233207,0.0,-0.22755448660827807,0.6451340112744531,-0.9624446179397271,2.036104146647063,-0.3669152525047285,0.12958736283174987,-0.43476591582119634,1.2688603539544125,-0.6833575427401247,0.7293267992206798,-0.05812981200859388,0.12958736283174987,1.1697447483868277,0.6451340112744531,-0.25949746558801984,True
CID4067,immune,ER+,1008.0,1842338.0,0.0,0.0,12.0,10.0,0.0,5.0,2.0,1.0,2.0,0.7909565153890524,0.0,-0.5785266577233207,0.0,-0.22755448660827807,2.909477966468118,0.8310448368642868,2.6843442650600893,0.2680906720848299,0.0,-0.5716899148887299,1.892951606375674,-0.2500937608395797,1.0604466683345417,0.4047218510218744,0.625540358375566,6.936545105289432,1.0604466683345417,0.30607099330095694,True
CID4067,malignant_epithelial,ER+,2352.0,11260042.0,0.0,0.0,26.0,17.0,22.0,61.0,19.0,2.0,27.0,0.44339454154200064,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.7264170918186938,-0.10600679710157923,1.3275514011167822,-1.0610024873358959,1.5625777817415172,1.0793537830057358,2.68198588462791,0.2976786588481352,1.4262017812857877,0.9159879455163948,0.2358731363793312,2.4056054898987935,1.7646262487186082,1.2650154253780204,True
CID4067,stromal,ER+,404.0,1168891.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,-0.544883832260805,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.4388376326479153,-0.33378611757894017,1.8345232481731637,-0.5643807613170877,0.0,-0.5716899148887299,2.1447143757900853,-0.07531212562990372,0.0,-1.0776099260089413,0.0,-0.33706024511619076,0.0,-1.1380342554758518,True
CID4290A,immune,ER+,1000.0,1433072.0,1.0,0.0,10.0,7.0,1.0,4.0,2.0,0.0,10.0,0.44507036183753385,0.7636679185568764,-0.10452468099600698,0.0,-0.22755448660827807,2.9960300994016937,0.8995990586516243,2.5569471770548025,0.14329446870133247,0.7636679185568764,0.23521334391242818,1.9226570710784383,-0.22947129268239844,1.260389019592039,0.6842087028300086,0.0,-0.33706024511619076,2.9960300994016937,2.9419283878452855,True
CID4290A,malignant_epithelial,ER+,4053.0,30262485.0,0.0,0.0,35.0,33.0,1.0,982.0,7.0,2.0,60.0,-0.022674627648797463,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.1087234628491,-0.5952553528766842,1.0638197680268882,-1.3193498878697487,0.046902001055790364,-0.5221325397828985,5.06390916761603,1.9512847393380996,0.30019343032663287,-0.6579883888618482,0.09232710642456889,0.7364930856730969,1.5765960385374498,1.0089578398724044,True
CID4290A,normal_epithelial,ER+,18.0,130990.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.110057590067715,,0.0,,0.0,,0.0,,False
CID4290A,stromal,ER+,718.0,1998555.0,0.0,1.0,4.0,8.0,0.0,5.0,1.0,1.0,1.0,0.7501199622090778,0.0,-0.5785266577233207,0.5853101590978326,2.6455491717726636,1.5856577337165247,-0.21749623042825358,2.3227623342870114,-0.08610935618176692,0.0,-0.5716899148887299,1.8080998017348955,-0.30900055313497105,0.5853101590978326,-0.2594416256527293,0.5853101590978326,6.468759791685858,0.5853101590978326,-0.34096496556704886,True
CID4398,immune,ER+,4085.0,8013322.0,2.0,0.0,104.0,37.0,2.0,19.0,6.0,0.0,0.0,-0.11036266363499715,0.32144832434367415,-0.3790065031481272,0.0,-0.22755448660827807,3.8051260654786554,1.540449173209148,2.4898796851768843,0.07759619813748408,0.32144832434367415,-0.23204267536708648,1.7531987132317537,-0.347114616011263,0.8063266468844812,0.04950343766519079,0.0,-0.33706024511619076,0.0,-1.1380342554758518,True
CID4398,stromal,ER+,366.0,1635984.0,0.0,0.0,3.0,1.0,2.0,5.0,4.0,0.0,0.0,-0.2612110250145617,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.5027169485092629,-0.283190059009904,0.6881829747213748,-1.6873178405888427,1.1521872123013088,0.645728800450044,2.020151769096813,-0.1617874060475317,1.7845088772614122,1.41684292498882,0.0,-0.33706024511619076,0.0,-1.1380342554758518,True
