dependency,depmap_column,N,beta,se,ci_low,ci_high,p,N_adjusted,beta_adjusted,se_adjusted,ci_low_adjusted,ci_high_adjusted,p_adjusted,fdr,fdr_adjusted,stronger_dependency_high_signature,annotation
TRIM22,TRIM22 (10346),25,0.061020064900348545,0.04447837468388713,-0.03099046338854415,0.15303059318924123,0.18332787438529963,25,0.03978407732093305,0.04789334726328826,-0.05954064570017493,0.13910880034204104,0.41507846299749185,0.9996683886512429,0.9828419139706551,False,
IER3,IER3 (8870),25,0.05039696661717786,0.07972272692260318,-0.11452205915462416,0.21531599238897986,0.5335209972697884,25,0.07269530045074771,0.08751535995873405,-0.10880044759559623,0.2541910484970916,0.41509120650854425,0.9996683886512429,0.9828419139706551,False,
UBE2L3,UBE2L3 (7332),25,0.1593191126398066,0.14542813435647758,-0.14152190426576347,0.46016012954537666,0.2846293096837434,25,0.1333614271942956,0.16057596848339598,-0.19965274919602316,0.4663756035846144,0.4151677565653137,0.9996683886512429,0.9828419139706551,False,
STIM2,STIM2 (57620),25,-0.02908996208940965,0.047111279030888735,-0.1265470679932326,0.0683671438144133,0.5429881381163405,25,-0.04290225980377892,0.05166573881009446,-0.15005044405539703,0.06424592444783919,0.41524408291249637,0.9996683886512429,0.9828419139706551,True,
TYK2,TYK2 (7297),25,0.0410663115302647,0.07626248966285848,-0.11669466810031091,0.1988272911608403,0.5954150181278521,25,0.06901731938312025,0.08312134096642139,-0.10336579101520774,0.24140042978144824,0.41527790594608416,0.9996683886512429,0.9828419139706551,False,
VDAC3,VDAC3 (7419),25,0.014585923572652667,0.061068745116602305,-0.1117444007715473,0.14091624791685264,0.8133416499072083,25,0.05333232226046256,0.06423197658014357,-0.0798766440673386,0.18654128858826372,0.4152846099225067,0.9996683886512429,0.9828419139706551,False,
HOXB1,HOXB1 (3211),25,-0.021963644495882603,0.052685117938860264,-0.13095111467593062,0.0870238256841654,0.6806276551777587,25,-0.04710448649790825,0.05673200113737012,-0.16475945574500006,0.07055048274918357,0.4152899377531579,0.9996683886512429,0.9828419139706551,True,
PDZD9,PDZD9 (255762),25,0.051452085837944625,0.054583922342332405,-0.06146336052204321,0.16436753219793246,0.3556702473080561,25,0.05022837100337673,0.0605049720995172,-0.0752512611080958,0.17570800311484927,0.41537046981522185,0.9996683886512429,0.9828419139706551,False,
NUDT8,NUDT8 (254552),25,-0.04060331950712277,0.04927430715151891,-0.14253498999423775,0.06132835097999219,0.41838823098914,25,-0.045293577805315524,0.05456143387467415,-0.15844706606422804,0.06785991045359699,0.41537805918557424,0.9996683886512429,0.9828419139706551,True,
OR4S1,OR4S1 (256148),24,-0.0599694974912697,0.04247463911394223,-0.14805650761861694,0.028117512636077535,0.1719710517244953,24,-0.03733620231142072,0.04494900070577384,-0.13081276648582146,0.05614036186298001,0.41552422656672106,0.9996683886512429,0.9828419139706551,True,
CARNS1,CARNS1 (57571),25,0.02495580140965698,0.05052397268960733,-0.07956099920330298,0.12947260202261696,0.6260329534348152,25,0.045505668894457306,0.05484798771121409,-0.06824209564855996,0.15925343343747456,0.41563826224445266,0.9996683886512429,0.9828419139706551,False,
NFAM1,NFAM1 (150372),25,0.05200431727862795,0.03761518391886825,-0.02580861920245077,0.12981725375970665,0.18008576351676114,25,0.03354681607755099,0.04043493304017261,-0.05031010255696519,0.11740373471206716,0.4156490739849279,0.9996683886512429,0.9828419139706551,False,
CH25H,CH25H (9023),25,-0.005295284880314782,0.04624850261677261,-0.10096760178898635,0.0903770320283568,0.9098380012411489,25,-0.03953826476409341,0.047658867903611846,-0.1383767073561891,0.059300177828002267,0.41567095830020717,0.9996683886512429,0.9828419139706551,True,
SHB,SHB (6461),25,0.06661526932387636,0.054090651548134416,-0.04527976865369636,0.17851030730144907,0.2305618327838862,25,0.04909042704521663,0.059176876896965866,-0.07363490419407218,0.17181575828450543,0.4157017441357038,0.9996683886512429,0.9828419139706551,False,
EEF2,EEF2 (1938),25,0.3625916135129009,0.22865319488207594,-0.11041355822653348,0.8355967852523354,0.12644550212774341,25,0.1959368160887318,0.23619915390083654,-0.2939102478479286,0.6857838800253921,0.41570920914264875,0.9996683886512429,0.9828419139706551,False,
CRH,CRH (1392),25,0.041267353419184034,0.04171194212781608,-0.04502037310888129,0.12755507994724935,0.3327907012366591,25,0.03832953700741239,0.04621113945867003,-0.0575065005530799,0.13416557456790468,0.41576293726441527,0.9996683886512429,0.9828419139706551,False,
BIRC5,BIRC5 (332),25,-0.16704867993585648,0.1778072899958491,-0.5348710835737551,0.2007737237020421,0.3572404315643961,25,-0.1634807865167433,0.19709756883902563,-0.5722361262813561,0.2452745532478695,0.4157644650283707,0.9996683886512429,0.9828419139706551,True,
DCAF16,DCAF16 (54876),25,-0.05450086938378494,0.04005882340161344,-0.13736885927796494,0.028367120510395055,0.18685024750441667,25,-0.0358217212884459,0.04319405023812916,-0.12540069877099497,0.05375725619410316,0.4158310021299606,0.9996683886512429,0.9828419139706551,True,
ERBB4,ERBB4 (2066),25,0.06649917530638223,0.04754930905671264,-0.03186406474395338,0.16486241535671786,0.17529346283386832,25,0.042281988063269334,0.05098822383083683,-0.06346111611976482,0.1480250922463035,0.4158701279605196,0.9996683886512429,0.9828419139706551,False,
FAHD2A,FAHD2A (51011),25,-0.08213003256510534,0.08432407817769277,-0.2565676786289597,0.09230761349874897,0.340199154753721,25,-0.0774814510178744,0.09344183802371427,-0.2712679623107047,0.11630506027495591,0.41590093969766095,0.9996683886512429,0.9828419139706551,True,
AASS,AASS (10157),25,0.06191984461868856,0.04233896701005415,-0.025664981703940645,0.14950467094131775,0.1571412448557487,25,0.037243166085730146,0.04491565892040952,-0.055906209276469866,0.13039254144793017,0.41590892640580235,0.9996683886512429,0.9828419139706551,False,
SNCAIP,SNCAIP (9627),25,0.04066839546189002,0.05353765121814336,-0.07008267417448247,0.1514194650982625,0.4551963313046802,25,0.0490461167598552,0.059168553473798645,-0.07366195275629434,0.17175418627600475,0.4160517991274143,0.9996683886512429,0.9828419139706551,False,
PLCL1,PLCL1 (5334),25,0.025160471652590336,0.034366441109142505,-0.04593192829085509,0.09625287159603575,0.47148841261835106,25,0.03144178441297315,0.037938724940554766,-0.047238315471861726,0.11012188429780803,0.4161461160415838,0.9996683886512429,0.9828419139706551,False,
DEFA4,DEFA4 (1669),25,-0.010054777413376577,0.034281977252539966,-0.08097245055705582,0.06086289573030266,0.7719257667246442,25,-0.030124432957257835,0.036353424498120346,-0.10551682094999164,0.04526795503547597,0.41619992229611047,0.9996683886512429,0.9828419139706551,True,
TTC3,TTC3 (7267),25,-0.016616119944460085,0.06473263976216341,-0.15052578783097362,0.11729354794205346,0.7997015114770136,25,-0.0565842655068174,0.06828524776191994,-0.19819920177541606,0.08503067076178127,0.416204953478845,0.9996683886512429,0.9828419139706551,True,
TPRG1,TPRG1 (285386),25,-0.06959367292924963,0.09000558385779363,-0.2557844089568836,0.11659706309838432,0.4472694915017883,25,-0.08246570417637394,0.0995220669846522,-0.2888618385579834,0.12393043020523556,0.41622060706618447,0.9996683886512429,0.9828419139706551,True,
MYLK,MYLK (4638),25,-0.028253525232009195,0.05031527544203121,-0.13233860269549733,0.07583155223147893,0.579867438269104,25,-0.04553339404270899,0.05495555226361427,-0.15950423381401013,0.06843744572859214,0.4162581706300551,0.9996683886512429,0.9828419139706551,True,
RGS4,RGS4 (5999),25,-0.02284466381647571,0.04713624165811542,-0.12035340884908718,0.07466408121613577,0.6325069983126222,25,-0.042362603303655266,0.0511304744121617,-0.1484007171361928,0.06367551052888225,0.4162746899549614,0.9996683886512429,0.9828419139706551,True,
MT4,MT4 (84560),25,0.02782086024819786,0.05046508894385074,-0.07657413005597274,0.13221585055236848,0.5867517507501515,25,0.04562367692032081,0.05507339975064095,-0.06859156358044513,0.15983891742108675,0.4163322127612227,0.9996683886512429,0.9828419139706551,False,
YAP1,YAP1 (10413),25,0.07417685644051879,0.09018621690868878,-0.11238754752254261,0.2607412604035802,0.4192464186737347,25,0.08272099157530795,0.09986424115054902,-0.1243847685934875,0.2898267517441034,0.4163773131679651,0.9996683886512429,0.9828419139706551,False,
C20orf173,C20orf173 (140873),25,0.03490998710411056,0.04544742231997628,-0.059105168952036546,0.12892514316025766,0.4502192178663149,25,0.041607425314189046,0.05024476397527736,-0.06259383749733252,0.14580868812571063,0.41651015545572156,0.9996683886512429,0.9828419139706551,False,
ANAPC4,ANAPC4 (29945),25,0.10875181860465064,0.11526899305258594,-0.12970026111892077,0.34720389832822207,0.3552508763393869,25,0.10579334123777986,0.12777044903089788,-0.15918635188140187,0.37077303435696163,0.4165652355989783,0.9996683886512429,0.9828419139706551,False,
AK9,AK9 (221264),25,0.04142746380333944,0.045933142943592,-0.053592481917387795,0.13644740952406667,0.37645416241883256,25,0.042155202057114184,0.05091737757259147,-0.06344097597898316,0.14775138009321154,0.41661042850336183,0.9996683886512429,0.9828419139706551,False,
HAUS3,HAUS3 (79441),25,-0.06623111153365793,0.11090769833279704,-0.2956611657438577,0.1631989426765418,0.5562255635646239,25,-0.10055055287481701,0.12147868863897572,-0.3524819335674862,0.15138082781785217,0.41671692429436435,0.9996683886512429,0.9828419139706551,True,
C1orf210,C1orf210 (149466),25,-0.015010549853796608,0.045928710885437825,-0.1100213271636934,0.08000022745610019,0.7467575715921918,25,-0.0405007104624785,0.0489322663244859,-0.14198001974433638,0.06097859881937937,0.41673494798552946,0.9996683886512429,0.9828419139706551,True,
RNF133,RNF133 (168433),25,0.00040774204588015493,0.04708649251310427,-0.09699808903929218,0.09781357313105248,0.9931655362180012,25,-0.03922399407902923,0.04739459560219021,-0.13751436946261358,0.05906638130455511,0.41678177688060236,0.9996683886512429,0.9828419139706551,True,
A4GNT,A4GNT (51146),25,-0.029065233746484138,0.03403417392339576,-0.09947028664744202,0.04133981915447375,0.4019116624631328,25,-0.031204145287719497,0.03770994863570494,-0.10940979215535171,0.04700150157991272,0.41685219184930566,0.9996683886512429,0.9828419139706551,True,
PEAK3,PEAK3 (374872),25,0.07344800055657393,0.05561278900217611,-0.04159581864940601,0.18849181976255386,0.1995915478071682,25,0.0498628601583993,0.06025970446268286,-0.07510811800661404,0.17483383832341265,0.41685870213235243,0.9996683886512429,0.9828419139706551,False,
KIF22,KIF22 (3835),25,0.09203650503056585,0.07544599283996542,-0.06403542223344907,0.24810843229458077,0.23486471487995986,25,0.06833958317488523,0.08260659305584366,-0.10297600539493573,0.23965517174470619,0.4169565111926834,0.9996683886512429,0.9828419139706551,False,
NLRP5,NLRP5 (126206),25,0.02000433625252204,0.05479950930713564,-0.09335708572291315,0.13336575822795724,0.7184125062033129,25,0.048529661283638385,0.05867269385180532,-0.07315005831699814,0.1702093808842749,0.4170477732508733,0.9996683886512429,0.9828419139706551,False,
SCN1A,SCN1A (6323),25,0.031964234212303974,0.04316246909373365,-0.057324135962924766,0.12125260438753271,0.46645608647053827,25,0.03942525371885353,0.04767006181460744,-0.05943640362378041,0.13828691106148747,0.41709261863521385,0.9996683886512429,0.9828419139706551,False,
MAST1,MAST1 (22983),25,-0.040527631670200674,0.04558004258139613,-0.1348171336394297,0.053761870299028354,0.38312645721230243,25,-0.041782747640749525,0.0505227860686132,-0.1465605929839226,0.06299509770242354,0.41711277236624,0.9996683886512429,0.9828419139706551,True,
COPS7B,COPS7B (64708),25,-0.04307147184331592,0.046092668231969114,-0.13842142076589875,0.05227847707926693,0.3597775555222138,25,-0.042254104389325385,0.05109381131849336,-0.14821618361931807,0.06370797484066731,0.4171223889980955,0.9996683886512429,0.9828419139706551,True,
CHST9,CHST9 (83539),25,-0.039940286802545286,0.037533647659227225,-0.11758455267959249,0.03770397907450192,0.29831941179606497,25,-0.034309162476285786,0.04149153392688061,-0.12035733723326919,0.05173901228069761,0.41717518176546764,0.9996683886512429,0.9828419139706551,True,
MRPL52,MRPL52 (122704),25,-0.06271485622630528,0.07119057252371067,-0.209983775867568,0.08455406341495743,0.38746172376386134,25,-0.06523774184719461,0.0789056796678094,-0.22887810581492593,0.09840262212053671,0.41723853127215604,0.9996683886512429,0.9828419139706551,True,
MBNL1,MBNL1 (4154),25,0.05147705426683455,0.09781578984283877,-0.15087032381070337,0.25382443234437246,0.6037422548703919,25,0.08806872903322173,0.10653637804285107,-0.13287419614188772,0.3090116542083312,0.41730914821939624,0.9996683886512429,0.9828419139706551,False,
DIP2B,DIP2B (57609),25,0.08526146002728764,0.07067465911797202,-0.06094021142087662,0.2314631314754519,0.23992871465091248,25,0.06402368880690723,0.07746446394518791,-0.09662777668863956,0.22467515430245402,0.4173995912540912,0.9996683886512429,0.9828419139706551,False,
SLC22A8,SLC22A8 (9376),25,-0.04203457737221645,0.03749227773586248,-0.11959326304245271,0.03552410829801982,0.27379264372900736,25,-0.03416061455833627,0.04133411173556021,-0.11988231567244986,0.05156108655577732,0.41742188435012906,0.9996683886512429,0.9828419139706551,True,
ARPC4,ARPC4 (10093),25,0.048065832522631496,0.10168383064653409,-0.16228319760088214,0.2584148626461451,0.6408828959245425,25,0.0910600149872406,0.11019577804579443,-0.13747204129866097,0.31959207127314215,0.41747923850046076,0.9996683886512429,0.9828419139706551,False,
CPVL,CPVL (54504),25,0.019117919869392055,0.0385401870396383,-0.060608531357129,0.09884437109591311,0.6245652502382,25,0.03458823681203131,0.04186185658875269,-0.052227940139843124,0.12140441376390575,0.41753502681553256,0.9996683886512429,0.9828419139706551,False,
AGPAT2,AGPAT2 (10555),25,-0.030060447200304753,0.04637901967904127,-0.12600275922312792,0.06588186482251843,0.5233080449348844,25,-0.04211608398028257,0.05098097321411869,-0.14784415130457929,0.06361198334401416,0.41760903360049784,0.9996683886512429,0.9828419139706551,True,
MMP26,MMP26 (56547),25,-0.04776270612257604,0.07194717063153103,-0.19659676819761,0.10107135595245789,0.5133814755812709,25,-0.06538998234346192,0.07916124159810252,-0.2295603493156097,0.09878038462868587,0.41765258282974793,0.9996683886512429,0.9828419139706551,True,
ZNF592,ZNF592 (9640),25,0.03222737706160207,0.026237394674681103,-0.022048809109745,0.08650356323294914,0.23175592531457306,25,0.023709168001706644,0.02870295193685642,-0.03581711098948326,0.08323544699289655,0.41766195241967063,0.9996683886512429,0.9828419139706551,False,
MICU1,MICU1 (10367),25,-0.02905803451754378,0.03322116689869814,-0.0977812542495368,0.03966518521444924,0.39078818873305554,25,-0.03041295537887191,0.03681957104254531,-0.10677207213578517,0.04594616137804135,0.4176723542087982,0.9996683886512429,0.9828419139706551,True,
KIF5A,KIF5A (3798),25,-0.06893150605375299,0.06781022471238789,-0.20920764346925952,0.07134463136175352,0.3199491202452974,25,-0.06200859985157151,0.07507354821093166,-0.2177016095982163,0.09368440989507329,0.41768810715925986,0.9996683886512429,0.9828419139706551,True,
CASR,CASR (846),25,0.03298601791661781,0.04029094545064954,-0.05036215302084678,0.1163341888540824,0.4213621868077613,25,0.036845439286368555,0.044613521531255404,-0.055677341481657906,0.12936822005439502,0.41773852927104627,0.9996683886512429,0.9828419139706551,False,
CTSC,CTSC (1075),25,0.052336696985614294,0.054992112682630816,-0.061423155428331384,0.16609654939955998,0.351137741895009,25,0.05033817107880287,0.06095126068492532,-0.07606700691046056,0.1767433490680663,0.41774116264221073,0.9996683886512429,0.9828419139706551,False,
GLRX,GLRX (2745),25,-0.0011387330199621915,0.06471148974460329,-0.1350046487616895,0.1327271827217651,0.9861120520006347,25,0.053701883976105376,0.06503920765186492,-0.08118117713091402,0.18858494508312476,0.4178472398711046,0.9996683886512429,0.9828419139706551,False,
OR6F1,OR6F1 (343169),24,0.03926159491083574,0.09453922986534943,-0.15680076776729934,0.23532395758897084,0.6819489699869914,24,0.08348858070884975,0.10103635075518626,-0.1266280131423958,0.2936051745600953,0.417911273189871,0.9996683886512429,0.9828419139706551,False,
GAB1,GAB1 (2549),25,-0.026991317841509058,0.07954094137331992,-0.19153429155332202,0.13755165587030393,0.7374335817937478,25,-0.070094108985456,0.08490579420533197,-0.2461779488968947,0.10598973092598273,0.4179212442043617,0.9996683886512429,0.9828419139706551,True,
WNT1,WNT1 (7471),25,-0.002073186501495425,0.05819631352857781,-0.12246143338072048,0.11831506037772964,0.9718895363694084,25,-0.048815645587185826,0.05913192015592001,-0.1714477422519989,0.07381645107762724,0.4179287779312132,0.9996683886512429,0.9828419139706551,True,
CYB561,CYB561 (1534),25,0.008215933128259901,0.0574195760281822,-0.11056550980947392,0.12699737606599373,0.887468496696603,25,-0.046303200550603975,0.056092865093674026,-0.16263268276994775,0.07002628166873978,0.4179643245667982,0.9996683886512429,0.9828419139706551,True,
TMC4,TMC4 (147798),25,-0.05658137770714907,0.053287287905596385,-0.16681453137165153,0.0536517759573534,0.2993412579793945,25,-0.04862101013350834,0.05890779280608035,-0.17078829512370824,0.07354627485669155,0.4180193952336886,0.9996683886512429,0.9828419139706551,True,
AOC2,AOC2 (314),25,0.014807081098671631,0.032983494217838714,-0.05342447523327285,0.08303863743061611,0.6576878409964331,25,0.029432255869465292,0.03566179980705895,-0.044525790303378845,0.10339030204230944,0.4180520538210969,0.9996683886512429,0.9828419139706551,False,
FERRY3,FERRY3 (57102),25,-0.010005129027301335,0.03886290259989784,-0.09039916825355392,0.07038891019895126,0.7991232366776126,25,-0.03385377637678093,0.04102179722109454,-0.11892777683062865,0.05122022407706679,0.4180814611398822,0.9996683886512429,0.9828419139706551,True,
MFAP4,MFAP4 (4239),25,0.009781241216631136,0.035028103247749784,-0.06267991114537036,0.08224239357863264,0.7825563891948388,25,0.030605705057163972,0.03709071541161064,-0.046315730704267706,0.10752714081859566,0.41813979790678657,0.9996683886512429,0.9828419139706551,False,
ATP8B1,ATP8B1 (5205),25,0.013274904659819665,0.046538734660219315,-0.08299780297431542,0.10954761229395474,0.778009960285075,25,0.040694864608859696,0.04932128225130362,-0.061591214326611174,0.14298094354433055,0.41817350463636327,0.9996683886512429,0.9828419139706551,False,
GMFG,GMFG (9535),25,0.04292041993091501,0.05519318651228325,-0.07125538539099728,0.1570962252528273,0.4447072696597567,25,0.05036843068883118,0.06104592556401453,-0.07623307024365175,0.1769699316213141,0.41817721205749603,0.9996683886512429,0.9828419139706551,False,
QTRT1,QTRT1 (81890),25,-0.04471041325604977,0.04185920142930914,-0.13130276885885372,0.04188194234675417,0.29655199564120105,25,-0.03816889248457341,0.046262181252315966,-0.1341107842462455,0.05777299927709869,0.418196513787508,0.9996683886512429,0.9828419139706551,True,
REXO4,REXO4 (57109),25,-0.04727419917342351,0.046695134627430114,-0.1438704447899985,0.049322046443151475,0.3218790007572499,25,-0.04265214609128458,0.05170078220294478,-0.14987300589154295,0.0645687137089738,0.41823839912333716,0.9996683886512429,0.9828419139706551,True,
FNBP4,FNBP4 (23360),25,-0.12840481286992234,0.09705026504359096,-0.32916858224553175,0.07235895650568708,0.19881404306741787,25,-0.08669472156035177,0.1050934329984044,-0.3046451618693177,0.1312557187486142,0.418266580540241,0.9996683886512429,0.9828419139706551,True,
ACTR1B,ACTR1B (10120),25,-0.0473842795951751,0.0673772085640036,-0.1867646548598921,0.0919960956695419,0.4889468138306059,25,-0.061284007428463065,0.07429575603700962,-0.21536397493318443,0.09279596007625829,0.41830239293579563,0.9996683886512429,0.9828419139706551,True,
UBE2S,UBE2S (27338),25,-0.21217518168196184,0.1670160872717425,-0.5576742816790626,0.13332391831513893,0.21664769279419188,25,-0.1500696579806115,0.18194500941401073,-0.5274005128438708,0.2272611968826478,0.4183344869735822,0.9996683886512429,0.9828419139706551,True,
ZXDC,ZXDC (79364),25,-0.058074844157282764,0.04655229272115754,-0.1543755987773602,0.038225910462794686,0.22476063335034574,25,-0.041918819498410954,0.050829310996978024,-0.14733235863516103,0.06349471963833914,0.4183956266037665,0.9996683886512429,0.9828419139706551,True,
ITGB4,ITGB4 (3691),25,0.018532295484457343,0.05204422431392431,-0.08912938522089786,0.12619397618981254,0.7250206094130693,25,0.045895467891582824,0.05568216600644178,-0.06958227655173724,0.16137321233490287,0.4186501260023543,0.9996683886512429,0.9828419139706551,False,
TARM1,TARM1 (441864),25,0.031005896993383263,0.04224132451040155,-0.05637694042923926,0.11838873441600578,0.47035490738990626,25,0.03844500952871103,0.04664611183786315,-0.058293105534272006,0.13518312459169407,0.41868089567038336,0.9996683886512429,0.9828419139706551,False,
PRR14L,PRR14L (253143),25,0.03205652963248836,0.04192682501341799,-0.05467571601222616,0.11878877527720288,0.45229380767403526,25,0.038204020955009084,0.04635379965770024,-0.05792787575011379,0.13433591766013195,0.4186817277396322,0.9996683886512429,0.9828419139706551,False,
PDE4DIP,PDE4DIP (9659),25,0.07712209864430143,0.1156247331520073,-0.16206588554326923,0.31631008283187206,0.5114066668609458,25,0.10488096037909209,0.1272565388382493,-0.15903294823223438,0.3687948689904186,0.4186893117773285,0.9996683886512429,0.9828419139706551,False,
FASTKD1,FASTKD1 (79675),25,-0.052994661015522596,0.049155532235679596,-0.15468062686905967,0.04869130483801448,0.2921660614540298,25,-0.04474937460037242,0.054300817048828894,-0.15736237664312183,0.06786362744237698,0.41872724093047164,0.9996683886512429,0.9828419139706551,True,
LRFN4,LRFN4 (78999),25,-0.018995131337803717,0.051272529227639196,-0.12506043912999223,0.0870701764543848,0.7144194946585716,25,-0.04528656006008148,0.05495488161140603,-0.15925600898383002,0.06868288886366705,0.41874575973999495,0.9996683886512429,0.9828419139706551,True,
COX6C,COX6C (1345),25,-0.08554121625845702,0.07642780010454985,-0.2436441665923192,0.07256173407540516,0.274589873286092,25,-0.06943184963747004,0.08425596684635148,-0.24416803009033192,0.10530433081539184,0.41875102355906735,0.9996683886512429,0.9828419139706551,True,
BLOC1S3,BLOC1S3 (388552),25,-0.07262089621318985,0.06212525215892234,-0.20113677189094648,0.055894979464566785,0.2543994788375449,25,-0.056258047980732855,0.0682740958451692,-0.19784985658952667,0.08533376062806095,0.41878201206215115,0.9996683886512429,0.9828419139706551,True,
KCNQ4,KCNQ4 (9132),25,-0.06233511983148202,0.05492632850634718,-0.17595888730851342,0.05128864764554938,0.26811243746459357,25,-0.04984874110590819,0.06049715813843309,-0.17531216805393474,0.07561468584211838,0.41879201624774687,0.9996683886512429,0.9828419139706551,True,
HS3ST5,HS3ST5 (222537),25,0.018173885281869574,0.04410633541123779,-0.07306702113428232,0.10941479169802146,0.6841200111173444,25,0.03914081222410935,0.04750506143481762,-0.059378655274684555,0.13766027972290326,0.4188229033106289,0.9996683886512429,0.9828419139706551,False,
MAGEA10,MAGEA10 (4109),25,0.034418880921776036,0.04175788739725234,-0.05196389063757136,0.12080165248112343,0.41826442543246634,25,0.038097861216557595,0.04624595864071021,-0.05781038690781427,0.13400610934092946,0.41888952685948233,0.9996683886512429,0.9828419139706551,False,
TFAP2A,TFAP2A (7020),25,0.08380525188076209,0.09488045991583004,-0.11246993360417844,0.2800804373657026,0.38622878736049027,25,0.08663614241066835,0.10516766804486335,-0.13146825196184342,0.30474053678318014,0.41890002183958985,0.9996683886512429,0.9828419139706551,False,
RNF207,RNF207 (388591),25,0.045453002215048596,0.10412115373644189,-0.16993801486745286,0.26084401929755,0.6665159638700883,25,-0.07706341417742424,0.0935481513355183,-0.27107040578436464,0.11694357742951617,0.418904058855017,0.9996683886512429,0.9828419139706551,True,
KANSL1,KANSL1 (284058),25,-0.0959765200382588,0.07508266061436406,-0.2512968373286729,0.059343797252155356,0.21390126946625795,25,-0.06730000581249505,0.0817142374495116,-0.2367649621233508,0.1021649504983607,0.41900499615173104,0.9996683886512429,0.9828419139706551,True,
FKBP1B,FKBP1B (2281),25,-0.01475814396278274,0.03912824191339472,-0.09570107937924402,0.06618479145367853,0.7095023048886223,25,-0.0345690607136069,0.04197504115704788,-0.12161996809337108,0.052481846666157274,0.4190270685462898,0.9996683886512429,0.9828419139706551,True,
PWWP2B,PWWP2B (170394),25,-0.031029499829486912,0.057640991442457906,-0.15026897544902626,0.08820997579005244,0.5955256345262008,25,-0.05176305627691874,0.06286487942376105,-0.18213683663089003,0.07861072407705255,0.41911634845262336,0.9996683886512429,0.9828419139706551,True,
TPRKB,TPRKB (51002),25,0.054629991710601275,0.052589430260925364,-0.05415953342626337,0.16341951684746592,0.3096950014902728,25,0.04790398487545416,0.058179474779264856,-0.07275286097406411,0.1685608307249724,0.419126875562298,0.9996683886512429,0.9828419139706551,False,
MAPK7,MAPK7 (5598),25,-0.02540916896842077,0.03783330435150021,-0.10367332194245148,0.05285498400560994,0.508523138285859,25,-0.03428656743534258,0.041652816606349105,-0.12066922199759508,0.05209608712690993,0.4192557986673314,0.9996683886512429,0.9828419139706551,True,
SECTM1,SECTM1 (6398),25,-0.04613883897343661,0.034692315245445964,-0.1179053609289849,0.025627682982111682,0.19657582435096882,25,-0.030887396249715746,0.03752572162627252,-0.10871097968410556,0.04693618718467407,0.41928468835158617,0.9996683886512429,0.9828419139706551,True,
TRIM8,TRIM8 (81603),25,-0.004119950857437358,0.05723678196408827,-0.12252325546334383,0.11428335374846912,0.943239447804959,25,-0.04822897350234228,0.058594653473923904,-0.1697468472650815,0.07328890026039692,0.4192870287612598,0.9996683886512429,0.9828419139706551,True,
UQCC2,UQCC2 (84300),25,-0.07782351328635258,0.06731828601647614,-0.21708199797470162,0.06143497140199648,0.25952723897503627,25,-0.060941629036358864,0.07404154895407569,-0.2144944033181131,0.09261114524539538,0.4192991223856921,0.9996683886512429,0.9828419139706551,True,
ANKRD62,ANKRD62 (342850),25,-0.028841980592670284,0.04416386656599762,-0.12020189926995228,0.0625179380846117,0.5201882109091799,25,-0.03997300441167951,0.04857075363354228,-0.14070258226008392,0.060756573436724894,0.41934829225146053,0.9996683886512429,0.9828419139706551,True,
MRPL11,MRPL11 (65003),25,-0.07804743406568354,0.09128180956015162,-0.26687824410511274,0.11078337597374566,0.40136118411042543,25,-0.0832224016793133,0.10114969762450643,-0.2929940354094119,0.12654923205078528,0.41947095443405935,0.9996683886512429,0.9828419139706551,True,
FREM3,FREM3 (166752),25,-0.028011474415849554,0.06395358741085332,-0.1603095497269106,0.1042866008952115,0.6654745003405312,25,-0.056837529540414274,0.06908769077000279,-0.20011663075200384,0.0864415716711753,0.41951434474575233,0.9996683886512429,0.9828419139706551,True,
HSD17B7,HSD17B7 (51478),25,-0.018398097743801318,0.06828348229437545,-0.1596532430579749,0.12285704757037226,0.7899958935105036,25,-0.05942205048587848,0.07223055738108074,-0.20921905811819735,0.0903749571464404,0.41952262226869863,0.9996683886512429,0.9828419139706551,True,
NIFK,NIFK (84365),25,-0.04158239786657901,0.09024665305863942,-0.22827182353118025,0.1451070277980222,0.6492951808840643,25,-0.08038714002632498,0.09772370254633055,-0.2830536948330229,0.12227941478037292,0.41956481223711994,0.9996683886512429,0.9828419139706551,True,
BCAM,BCAM (4059),25,-0.024838628771532496,0.03584135820179855,-0.09898212718343796,0.04930486964037298,0.4952386586294134,25,-0.03249605980977857,0.03950640383661004,-0.11442732673626398,0.049435207116706834,0.4195895521819607,0.9996683886512429,0.9828419139706551,True,
MEGF9,MEGF9 (1955),25,-0.04931132904928652,0.041408465030376186,-0.13497126537014492,0.03634860727157188,0.24585743551370315,25,-0.03734740059919437,0.04542586254540229,-0.13155487351841388,0.05686007232002515,0.4198068001440888,0.9996683886512429,0.9828419139706551,True,
SPOCK3,SPOCK3 (50859),25,-0.036298917638608395,0.0375600109288659,-0.11399772009402917,0.041399884816812386,0.3438845848180747,25,-0.03421151693285177,0.04162102892136057,-0.12052824787131555,0.052105214005612,0.41990979652396043,0.9996683886512429,0.9828419139706551,True,
CDK5RAP3,CDK5RAP3 (80279),25,-0.06955407848287262,0.08191093682833119,-0.2389997613293532,0.09989160436360794,0.4045538349581561,25,-0.07460126232718553,0.09075924055379254,-0.2628244069751178,0.11362188232074669,0.4199142206066465,0.9996683886512429,0.9828419139706551,True,
