analysis_id,stage,cohort,population,N,endpoint,predictor,analysis_type,beta,effect_measure,effect,ci_low,ci_high,ci_type,p,robust_p,adjusted_p,fdr,r_squared,spearman_rho,events,status,interpretation,primary_secondary,supports_main_claim,limitation,source_output,source_row,robust_ci_low,robust_ci_high,robust_adjusted_p,omitted_gene,AUC,seed,iterations,percentile,tested_dependencies
E0012,2,TCGA,clinically defined TNBC,102,HRD_total,candidate_mean_z,Adjust FGA,11.69648746738591,OLS beta per signature unit,11.69648746738591,4.087661592144315,19.305313342627507,conventional 95% CI,0.0029346916992996,0.010164459460367,,,0.2506320562936778,0.3552019978832241,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,3,2.839865503660977,20.553109431110844,,,,,,,
E0013,2,TCGA,clinically defined TNBC,80,HRD_total,candidate_mean_z,Adjust PAM50,11.385254745971636,OLS beta per signature unit,11.385254745971636,2.652616134144891,20.11789335779838,conventional 95% CI,0.0113149671935348,0.0248393826904208,,,0.2777077997055353,0.357079655373514,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,4,1.4812635588769627,21.28924593306631,,,,,,,
E0014,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_median_z,Prespecified alternative predictor,14.928337191406008,OLS beta per signature unit,14.928337191406008,7.319630792751976,22.53704359006004,conventional 95% CI,0.0001784233565073,0.0006175453068656,,,0.1304228084325068,0.3655071711261031,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,5,6.550413385451316,23.306260997360702,,,,,,,
E0015,2,TCGA,clinically defined TNBC,103,HRD_total,HORMAD1_z,Prespecified alternative predictor,7.119835749865414,OLS beta per signature unit,7.119835749865414,2.995679475319462,11.243992024411366,conventional 95% CI,0.0008909124507058,0.0007458047204416,,,0.1040404696689102,0.2915853099781313,,estimated,Association detected; scope limited to this model.,sensitivity,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,6,3.059336712134841,11.180334787595989,,,,,,,
E0016,2,TCGA,clinically defined TNBC,103,HRD_total,STAG3_z,Prespecified alternative predictor,2.534584373637358,OLS beta per signature unit,2.534584373637358,-1.655558048064064,6.72472679533878,conventional 95% CI,0.2329684685361925,0.2839277893550579,,,0.0140557008197733,0.145367063276069,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,7,-2.1327251238571714,7.201893871131888,,,,,,,
E0017,2,TCGA,clinically defined TNBC,103,HRD_total,REC8_z,Prespecified alternative predictor,3.0173025285667183,OLS beta per signature unit,3.0173025285667183,-1.5201986887545331,7.55480374588797,conventional 95% CI,0.1901112661620946,0.2363875928869288,,,0.0169367414183426,0.1542657423309069,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,8,-2.007699595045594,8.04230465217903,,,,,,,
E0018,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on HORMAD1,12.497899836214682,OLS beta per signature unit,12.497899836214682,4.137127441465962,20.8586722309634,conventional 95% CI,0.0037769061238257,0.0064944834997552,,,0.1764724373544858,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,9,3.5788533667565368,21.416946305672827,,,,,,,
E0019,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on HORMAD2,16.95252323067819,OLS beta per signature unit,16.95252323067819,8.724579142361042,25.180467318995333,conventional 95% CI,8.81239825565221e-05,0.0001539935619405,,,0.1481737600585361,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,10,8.404435167293164,25.50061129406321,,,,,,,
E0020,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on STAG3,20.9540470231836,OLS beta per signature unit,20.9540470231836,11.242030901750216,30.666063144616977,conventional 95% CI,4.282792032946663e-05,2.8591446344336845e-05,,,0.1667322927057296,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,11,11.476071247537776,30.432022798829426,,,,,,,
E0021,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on REC8,16.003530022430372,OLS beta per signature unit,16.003530022430372,7.782048421436533,24.22501162342421,conventional 95% CI,0.0001997857048172,0.0007264255326708,,,0.1445247132488926,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,12,6.899047340174507,25.10801270468624,,,,,,,
E0022,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on SMC1B,14.583441866673011,OLS beta per signature unit,14.583441866673011,5.088020405928818,24.078863327417203,conventional 95% CI,0.0029557843054047,0.007674790000753,,,0.1467323225570118,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,13,3.950686067412129,25.21619766593389,,,,,,,
E0023,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on SYCP2,21.28722853298482,OLS beta per signature unit,21.28722853298482,10.304560148899196,32.26989691707044,conventional 95% CI,0.0002118206467933,6.318709235759095e-05,,,0.1594286044649946,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,14,11.176938690480082,31.39751837548956,,,,,,,
E0024,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on SYCP3,15.167555780611396,OLS beta per signature unit,15.167555780611396,6.282244192280684,24.05286736894211,conventional 95% CI,0.0010124225916883,0.0023996862600173,,,0.1457360549274456,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,15,5.5074877786933545,24.82762378252944,,,,,,,
E0025,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on MSH4,14.275241820541885,OLS beta per signature unit,14.275241820541885,5.594132530153784,22.95635111092998,conventional 95% CI,0.0015116513939531,0.0041987943287198,,,0.1507114588598069,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,16,4.609361593662287,23.94112204742148,,,,,,,
E0026,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on MSH5,17.97244645903332,OLS beta per signature unit,17.97244645903332,7.121470619748337,28.823422298318302,conventional 95% CI,0.0014019348789898,0.0090006779503867,,,0.1467620463817031,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,17,4.588069546370294,31.35682337169635,,,,,,,
E0027,2,TCGA,clinically defined TNBC,68,HRD_total,candidate_mean_z,PAM50 basal within clinical TNBC,11.217829822026117,OLS beta per signature unit,11.217829822026117,1.6224253984493764,20.813234245602857,conventional 95% CI,0.0226415970975124,0.0414499964594581,,,0.0762546141364202,0.2473695594900138,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,18,0.4479433036140072,21.987716340438222,,,,,,,
E0028,2,TCGA,clinically defined TNBC,0,HRD_total,candidate_mean_z,Exclude BRCA1/2 altered (requires known negatives),,OLS beta per signature unit,,,,conventional 95% CI,,,,,,,,unavailable,Not estimable: fewer than 10 complete patients,sensitivity,UNAVAILABLE,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,19,,,,,,,,,
E0029,2,TCGA,clinically defined TNBC,97,HRD_total,candidate_mean_z,Exclude Cook's distance >4/N,20.484449222242414,OLS beta per signature unit,20.484449222242414,12.914903295616927,28.05399514886791,conventional 95% CI,5.517256676074266e-07,2.213681126983357e-07,,,0.2330228849957637,0.4488584126809813,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,20,13.203309938846264,27.76558850563857,,,,,,,
E0073,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,13.473557834029904,OLS beta per signature unit,13.473557834029904,5.995529593105683,20.951586074954125,conventional 95% CI,0.0005405260324355,0.0017102799116247,,,0.1122818746549754,0.3349034341323553,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,0,5.1797843121917335,21.767331355868077,,HORMAD1,,,,,
E0074,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,15.200002341531436,OLS beta per signature unit,15.200002341531436,7.989910705357457,22.41009397770541,conventional 95% CI,6.164967672019563e-05,0.0001200971459692,,,0.1476020314449631,0.3537389714650957,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,1,7.664895019261687,22.735109663801182,,HORMAD2,,,,,
E0075,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,17.063158148735102,OLS beta per signature unit,17.063158148735102,9.389713455850556,24.73660284161965,conventional 95% CI,2.5755892160656305e-05,4.912851193860936e-05,,,0.1615351833491428,0.3716187247512053,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,2,9.084367850876031,25.041948446594173,,STAG3,,,,,
E0076,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,14.67247820598024,OLS beta per signature unit,14.67247820598024,7.45772701172623,21.88722940023425,conventional 95% CI,0.0001065918083499,0.0004476860585492,,,0.1387788001585918,0.3604349528032731,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,3,6.653159901921454,22.691796510039023,,REC8,,,,,
E0077,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,15.2424907164406,OLS beta per signature unit,15.2424907164406,7.5507999818867075,22.93418145099449,conventional 95% CI,0.0001550741449068,0.0006393196674332,,,0.1327028784779939,0.3498663981727125,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,4,6.66323719153921,23.82174424134199,,SMC1B,,,,,
E0078,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,17.226616423418502,OLS beta per signature unit,17.226616423418502,9.332690034332368,25.12054281250464,conventional 95% CI,3.533007219488306e-05,7.315569637866272e-05,,,0.1565087406844713,0.3745135419499087,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,5,8.964677705392896,25.48855514144411,,SYCP2,,,,,
E0079,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,14.961582064945937,OLS beta per signature unit,14.961582064945937,7.428638328550167,22.494525801341705,conventional 95% CI,0.0001501913456797,0.0003677991109048,,,0.1332224544179145,0.3349803362970267,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,6,6.910948813954287,23.01221531593759,,SYCP3,,,,,
E0080,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,14.468146742667608,OLS beta per signature unit,14.468146742667608,6.98288553250985,21.95340795282537,conventional 95% CI,0.0002192281607005,0.0006853023256617,,,0.127068075798471,0.339638410271411,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,7,6.2765625244421255,22.659730960893093,,MSH4,,,,,
E0081,2,TCGA,clinically defined TNBC,103,HRD_total,leave_one_out_score,Leave one gene out,16.570487031300164,OLS beta per signature unit,16.570487031300164,8.671472312694094,24.46950174990624,conventional 95% CI,6.657951248886183e-05,0.0003483565762337,,,0.1463661117103731,0.3535961531592773,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/leave_one_gene_out.csv,8,7.691887127503817,25.44908693509651,,MSH5,,,,,
E0082,2,TCGA,clinically defined TNBC,113,proliferation,candidate_mean_z,Candidate versus proliferation,0.523769357448289,OLS beta per signature unit,0.523769357448289,0.2301854142243008,0.8173533006722772,conventional 95% CI,0.000595442320493,0.003950914497559,,,0.1011984424783861,0.307854814026216,,estimated,Association detected; scope limited to this model.,sensitivity,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/proliferation_analysis.csv,0,0.1711855175659411,0.8763531973306369,,,,,,,
E0083,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,HRD adjusted for proliferation,12.887990434535991,OLS beta per signature unit,12.887990434535991,5.147988420975389,20.627992448096595,conventional 95% CI,0.0013254672264941,0.0051080831695266,,,0.2086441193020075,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/proliferation_analysis.csv,1,3.957996951766804,21.817983917305177,,,,,,,
E0086,4,SCAN-B,clinically defined TNBC,225,HRDetect_probability,candidate_mean_z,proliferation,0.075726787161104,OLS beta per signature unit,0.075726787161104,-0.0492669173536412,0.2007204916758493,conventional 95% CI,0.2337745371630358,0.275496949933034,,,0.1362009646593825,0.2774673409186684,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,0,-0.0607873455230932,0.2122409198453014,,,,,,,
E0087,4,SCAN-B,clinically defined TNBC,225,HRDetect_probability,candidate_mean_z,age,0.1693557317837993,OLS beta per signature unit,0.1693557317837993,0.0656575105831715,0.2730539529844271,conventional 95% CI,0.0014814744183695,0.0035262725021755,,,0.2007461872116704,0.2774673409186684,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,1,0.0561917396751199,0.2825197238924786,,,,,,,
E0088,4,SCAN-B,clinically defined TNBC,225,HRDetect_probability,candidate_mean_z,age + proliferation,0.0740119682907071,OLS beta per signature unit,0.0740119682907071,-0.0438815704017168,0.1919055069831312,conventional 95% CI,0.217320581725918,0.2705772047793344,,,0.2350699770582214,0.2774673409186684,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,2,-0.0580473331848246,0.206071269766239,,,,,,,
E0089,4,SCAN-B,clinically defined TNBC,225,HRDetect_probability,candidate_mean_z,Same-complete-case unadjusted for age + proliferation,0.2188371795401043,OLS beta per signature unit,0.2188371795401043,0.1081665923682189,0.3295077667119898,conventional 95% CI,0.0001289446560722,0.0004798614621651,,,0.063751032500644,0.2774673409186684,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,3,0.0971547718255636,0.340519587254645,,,,,,,
E0090,4,SCAN-B,clinically defined TNBC,225,HRDetect_probability,candidate_mean_z,previous Stage2/3 proliferation,0.0643513276248003,OLS beta per signature unit,0.0643513276248003,-0.0583856340609311,0.1870882893105318,conventional 95% CI,0.3026124438074816,0.3532923328957077,,,0.1534654285999755,0.2774673409186684,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,4,-0.0719864904511723,0.200689145700773,,,,,,,
E0091,4,SCAN-B,clinically defined TNBC,225,HRDetect_probability,candidate_mean_z,PAM50 + proliferation,-0.0372253948387448,OLS beta per signature unit,-0.0372253948387448,-0.1619963440331943,0.0875455543557046,conventional 95% CI,0.5571495118103023,0.6021165615017897,,,0.2368073697612317,0.2774673409186684,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,5,-0.1777363205072165,0.1032855308297268,,,,,,,
E0092,4,SCAN-B,clinically defined TNBC,0,HRDetect_probability,candidate_mean_z,Adjust BRCA1 alteration,,OLS beta per signature unit,,,,conventional 95% CI,,,,,,,,unavailable,Not estimable: No patient-level BRCA1 alteration supplied in local inputs,sensitivity,UNAVAILABLE,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,6,,,,,,,,,
E0093,4,SCAN-B,clinically defined TNBC,0,HRDetect_probability,candidate_mean_z,Adjust BRCA2 alteration,,OLS beta per signature unit,,,,conventional 95% CI,,,,,,,,unavailable,Not estimable: No patient-level BRCA2 alteration supplied in local inputs,sensitivity,UNAVAILABLE,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,7,,,,,,,,,
E0094,4,SCAN-B,clinically defined TNBC,0,HRDetect_probability,candidate_mean_z,Adjust tumor purity,,OLS beta per signature unit,,,,conventional 95% CI,,,,,,,,unavailable,Not estimable: No patient-level tumor purity supplied in local inputs,sensitivity,UNAVAILABLE,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,8,,,,,,,,,
E0095,4,SCAN-B,clinically defined TNBC,225,scarHRD_score,candidate_mean_z,proliferation,1.1908592998794598,OLS beta per signature unit,1.1908592998794598,-5.256261232275883,7.637979832034802,conventional 95% CI,0.7161948024912931,0.7631035775447719,,,0.2677917230536129,0.3052387630038308,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,9,-6.585827084457779,8.967545684216699,,,,,,,
E0096,4,SCAN-B,clinically defined TNBC,225,scarHRD_score,candidate_mean_z,age,11.75295215191202,OLS beta per signature unit,11.75295215191202,5.841847450803201,17.66405685302084,conventional 95% CI,0.0001187504307891,0.0003110730502524,,,0.1725418719375078,0.3052387630038308,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,10,5.430810982040912,18.07509332178313,,,,,,,
E0097,4,SCAN-B,clinically defined TNBC,225,scarHRD_score,candidate_mean_z,age + proliferation,1.1293531568044524,OLS beta per signature unit,1.1293531568044524,-5.151221078254012,7.409927391862916,conventional 95% CI,0.7233956080078016,0.7710456324838542,,,0.3083171216990468,0.3052387630038308,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_adjusted_results.csv,11,-6.509455558130424,8.768161871739329,,,,,,,
