analysis_id,stage,cohort,population,N,endpoint,predictor,analysis_type,beta,effect_measure,effect,ci_low,ci_high,ci_type,p,robust_p,adjusted_p,fdr,r_squared,spearman_rho,events,status,interpretation,primary_secondary,supports_main_claim,limitation,source_output,source_row,robust_ci_low,robust_ci_high,robust_adjusted_p,omitted_gene,AUC,seed,iterations,percentile,tested_dependencies
E0001,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Model 0,16.002834430972655,OLS beta per signature unit,16.002834430972655,8.317696168049016,23.68797269389629,conventional 95% CI,7.465452030491402e-05,0.0002200278310652,,,0.1445247111934061,0.3538653107356274,,estimated,Association detected; scope limited to this model.,primary,QUALIFIED_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/primary_hrd_model.csv,0,7.721368266465271,24.28430059548004,,,,,,,
E0084,4,SCAN-B,clinically defined TNBC,225,HRDetect_probability,candidate_mean_z,Co-primary OLS,0.2188371795401043,OLS beta per signature unit,0.2188371795401043,0.1081665923682189,0.3295077667119898,conventional 95% CI,0.0001289446560722,0.0004798614621651,0.0001289446560722,,0.063751032500644,0.2774673409186684,,estimated,Association detected; scope limited to this model.,primary,QUALIFIED_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_primary_results.csv,0,0.0971547718255636,0.340519587254645,0.0004798614621651,,,,,,
E0085,4,SCAN-B,clinically defined TNBC,225,scarHRD_score,candidate_mean_z,Co-primary OLS,13.993421847893854,OLS beta per signature unit,13.993421847893854,7.857565866106857,20.12927782968085,conventional 95% CI,1.121429514863037e-05,3.627037130250144e-05,2.242859029726074e-05,,0.0830537943011329,0.3052387630038308,,estimated,Association detected; scope limited to this model.,primary,QUALIFIED_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference. Proliferation attenuation; BRCA/purity unavailable; correlated genomic endpoints.,outputs/v2/stage4/scanb_primary_results.csv,1,7.451261827955049,20.53558186783266,7.254074260500289e-05,,,,,,
