sample,CD8_T_cells,CD4_naive_T,CD4_memory_resting,CD4_memory_activated,T_follicular_helper,T_regulatory,T_gamma_delta,NK_resting,NK_activated,B_naive,B_memory,Plasma_cells,Monocytes,M0_macrophages,M1_macrophages,M2_macrophages,DC_resting,DC_activated,Mast_resting,Mast_activated,Eosinophils,Neutrophils,exhaustion_composite,GIPS_group,GIPS_scaled
TCGA-A7-A4SB-01,0.07559654612360198,0.04553372693662933,0.027003669250781865,0.04825559353142724,0.08798945593758546,0.015483786035435316,0.06145655325111925,0.025545933882003914,0.08376775149713338,0.03190216139976633,0.08515714806488504,0.06329907235680075,0.037710575833575205,0.027228194012874178,0.029298239270215933,0.034630053715430396,0.05393428848467626,0.027611326099586105,0.06249291688496109,0.037748327998562176,0.03835467943294863,0.0,-0.024493540328178465,Moderate,0.46875
TCGA-A2-A1FV-01,0.07843932165589518,0.052303997301272845,0.029338315860613067,0.06445531048546671,0.08267044805290549,0.001787159902360342,0.05125645044042105,0.031311964030844915,0.06261911318263394,0.035395248112824934,0.07897367865781138,0.06640976607222747,0.04274057988330932,0.04003893129040506,0.03200121009159549,0.03446425675365719,0.05231451034444841,0.02741963824855855,0.06298418571489177,0.027186772188521245,0.04588914172933561,0.0,-0.29678647554099896,Low,0.34375
TCGA-A8-A091-01,0.07468862277706413,0.051415960530695276,0.04143354250168592,0.05446265789439579,0.07727212853335105,0.0060281671307593244,0.04871389018089585,0.03679412934105291,0.0781699615204361,0.051350287207091304,0.07410442534506143,0.057738171881826145,0.03680297142927015,0.043201408442537385,0.027272383490843388,0.03699999967656695,0.055783819394585925,0.031798893313566265,0.06138558430272508,0.02457369152322422,0.030009303582365605,0.0,-0.18648707915438073,Moderate,0.4375
TCGA-BH-A0B5-01,0.0694542926840099,0.04479794642605845,0.0473720637385556,0.050653424123115055,0.07578366160551774,0.030822443184333664,0.057867989190566814,0.04020978249864499,0.07817936134374956,0.03408492284513494,0.07199611948294601,0.060417852987198345,0.034317942436240235,0.03582390995878503,0.02565711984959987,0.027679690311355316,0.05425690908378258,0.0331795876332362,0.059070862229300726,0.03579710839994728,0.032577009987921735,0.0,1.3129582534079351,High,0.53125
TCGA-E9-A1N4-01,0.07129127162007626,0.05518054456618151,0.05561353688094659,0.054322262026676234,0.08307851893443578,0.023218698729585298,0.0475325631892503,0.044428557735581714,0.0734925365634977,0.03054062943765855,0.07229483926379655,0.043801810967874236,0.034933548135255996,0.036054283673519025,0.024895760027376864,0.034803214620939917,0.06566976419540405,0.03774193260437698,0.07250516941951474,0.014230468550409435,0.024370088857642417,0.0,0.2972179661803088,Low,0.125
TCGA-EW-A423-01,0.08084290259083479,0.04474974330944629,0.039553655948803765,0.04290111753112494,0.1014512280879579,0.016519737964694123,0.05897610229019466,0.03776923129760306,0.10034488714987475,0.037866794430226704,0.08439791856304843,0.032928057512141624,0.0364061937292687,0.021342687675294826,0.028135060810911012,0.0413334146868258,0.05580878998609369,0.030340602376437185,0.06548733967077036,0.033397858399223684,0.009446675989223597,0.0,-0.06955712390469837,High,0.6249999999999999
TCGA-E2-A14S-01,0.07724050528233908,0.0430322642203126,0.03327861894351225,0.047721361054821436,0.0870258543087965,0.010156788231603486,0.05387593434625146,0.045680144970191947,0.07761826299157362,0.03409437927989305,0.08065117233111174,0.06524062173234582,0.03924578396413966,0.02337465102974708,0.027059256212444784,0.04036291647351579,0.05926383456704236,0.023706812989250203,0.06021520703780632,0.040241699948524993,0.030913930084775675,0.0,0.09502060756212125,Low,0.15625
TCGA-BH-A0B0-01,0.07682705554193967,0.05486550636353687,0.04530826651121657,0.053032527978421715,0.08596313662789563,0.0330940443039439,0.021709797507383704,0.041031762214216484,0.09113739199920846,0.04036843932508595,0.07748627053542435,0.061154697794260665,0.04072840142254099,0.03672213755646921,0.02459863099085212,0.02774501593680031,0.06039474611984392,0.04011656113363544,0.053841958471797936,0.006882757628736294,0.026990894036789698,0.0,2.213174159566828,Moderate,0.375
TCGA-AO-A0JL-01,0.08454655668733883,0.045347517080064056,0.041730326454924666,0.035381702320687616,0.10844990663092366,0.00793686234123032,0.05104036887798544,0.01592010889202379,0.08628873619095102,0.02968998790684832,0.07449710166639555,0.010816112138569858,0.03929262675654855,0.025160083031032097,0.03705529176229181,0.032749045027602154,0.07987855389442391,0.02647246543809988,0.07727344737567315,0.04137671066176941,0.049096488864615935,0.0,-1.080680437514494,High,0.625
TCGA-C8-A137-01,0.08472568088684071,0.04805805132495424,0.03297112992294171,0.035137901750714275,0.09037840106243455,0.004387150660271895,0.05446511050285257,0.01992201183066187,0.0809290948878879,0.03645755539263614,0.0971682335504911,0.05344023219759911,0.05889457686091336,0.026118157212331142,0.034643943978067214,0.03852925788545091,0.05498358726513964,0.03194584272624273,0.06405013484357344,0.04157514480437011,0.011218800453625428,0.0,-0.19263430994730363,Low,0.21875
TCGA-E2-A1LE-01,0.07209921911501661,0.045384314939713524,0.050996802361848614,0.047962320150595844,0.08629024482281501,0.03253969438742197,0.03470070649855249,0.038201303984165984,0.07583933197469861,0.030433370075387125,0.07800869269263176,0.051196150473427106,0.07716607925777268,0.024557298161730377,0.025716356405138176,0.032531813910505934,0.06013531158234876,0.04315140679037253,0.0593029715892807,0.018257093634212088,0.015529517192363998,0.0,0.43212547998913003,Low,0.34375
TCGA-E9-A22A-01,0.07179176723990119,0.04918658802623626,0.04507875794632912,0.04941222957910578,0.08312042091893734,0.044008924069451005,0.02691615235438361,0.03399670495799517,0.08409777365566082,0.028181383024143337,0.07615747413791397,0.06619908137932996,0.06324561216045878,0.03441677303135795,0.025070012039493276,0.031349461891745006,0.05464415367260984,0.02452935975006854,0.0573633904164821,0.020092223991035912,0.03114175575736085,0.0,0.07052743242857937,Low,0.34375
TCGA-AC-A3W6-01,0.0731373515116425,0.05182007812583055,0.04648877938860987,0.044186687740560116,0.08597810380378955,0.030247162175162032,0.04498986778760573,0.04258511552427397,0.08482191681205477,0.039450275170298685,0.07978777850932461,0.07282286411490911,0.03415814414926465,0.03006493614753037,0.024234911074618663,0.03192826392770864,0.057597249295784796,0.04644204995141214,0.052393278963080374,0.011678266947074998,0.015186918879463865,0.0,-0.1387448172298598,Low,0.1875
TCGA-BH-A0EE-01,0.08674193360439773,0.04556008040905423,0.04277065879592733,0.04973954592813335,0.10396495407836874,0.02388424155153265,0.03917919068882851,0.04118604974558241,0.11223101927380051,0.039969162480132825,0.07794773855666942,0.001760937568953344,0.06302685239576089,0.01967659465586733,0.032978076941516714,0.03365658950172288,0.027222763023079067,0.036327201251073686,0.09229085313325633,0.02349228336677204,0.006393273049570077,0.0,-0.4280746182348075,High,0.5625
TCGA-A2-A0EN-01,0.06883724634423273,0.05116271397020017,0.052232076382377715,0.056901833287936486,0.07891547476468025,0.03474079131005846,0.01794195979540239,0.04452053538379941,0.07645535536760044,0.02963788012214788,0.07401280247362774,0.06001812904529678,0.07658919860486155,0.027574569568420068,0.02258463811392616,0.03638084672855469,0.05733762959924416,0.040063739772541386,0.06519590986221475,0.009954694184415788,0.018941975318461087,0.0,0.18043554480076798,Low,0.15625
TCGA-BH-A0DH-01,0.08861877123146655,0.046183996084832535,0.04100265166352549,0.04773797101813409,0.09162667308317154,0.005239202744989552,0.037130295823485066,0.03602332796916974,0.09459499939038084,0.041905030896920686,0.08411770376183177,0.06060945255325211,0.03943621932349964,0.027602366156755334,0.027697603238488914,0.03126182972195929,0.05824288849945107,0.025561004129007466,0.07194456287838905,0.015740543754754963,0.02772290607653429,0.0,-1.2023521351888171,Low,0.28125
TCGA-C8-A12K-01,0.069564142783426,0.05218427879602129,0.04676773098555471,0.04982725504625444,0.08172918040318569,0.048851208614872764,0.04116450313314172,0.053435361227212604,0.07818488393557192,0.023573135863312264,0.07797978361342998,0.014598874658275196,0.03292440734858993,0.0366054008948433,0.02912320375145562,0.030201058443655032,0.0705911887104776,0.028880975269824617,0.06905093015862888,0.04786937665342441,0.01689311970884217,0.0,0.7265126373282464,Moderate,0.375
TCGA-AO-A1KR-01,0.08155295730857841,0.0415995668851022,0.03597163422401228,0.04540568383377255,0.10134417844349339,0.021671362466258462,0.06725435661746997,0.015034260147763791,0.09836594016024224,0.024157498386387394,0.07897073792815852,0.01025607425079191,0.06806658853334831,0.023796477821484377,0.0393941195022282,0.03603668390825224,0.03293430592667605,0.03944308697740745,0.06397373536369202,0.0222053329985035,0.052565418316376726,0.0,-0.17056628569692778,High,0.6250000000000001
TCGA-E2-A56Z-01,0.08958007862356981,0.04558888310868793,0.02776745796931741,0.0243753704125571,0.09636313122808161,0.019776010314942038,0.05082842199053054,0.020274382475819096,0.10997280996343616,0.04494223514202794,0.08152866422307836,0.04832831479256531,0.03927655765084622,0.02194742997597447,0.029252753641397216,0.03902961404284103,0.046168888449825994,0.042864875049695474,0.06719595238082297,0.04220422433021097,0.012733944233772188,0.0,0.013771218187182063,High,0.6875
TCGA-E2-A1B5-01,0.07582016072545819,0.05316859242604276,0.06269667208042048,0.05711660920373884,0.08430231923090903,0.0465500195008512,0.02177891756225826,0.038004122673433026,0.08471715807132454,0.025458691740882385,0.07345682879837126,0.028136457813981688,0.038129818644377346,0.02854529826773162,0.024376354032713488,0.044042691802086455,0.05360418343411135,0.05491922747379375,0.06177809459944354,0.018285622901666517,0.025112159016404255,0.0,-0.38412601550802394,Low,0.34375
TCGA-OL-A5D6-01,0.07244897546477483,0.042908277294953605,0.04074939329191562,0.050416415182482556,0.0852025083555366,0.024293712815759306,0.031118169812120056,0.03816560900933609,0.07063022006654886,0.031720906803835595,0.07923739386536097,0.0779596367235086,0.07862738962650372,0.031360577379250444,0.025846990487159528,0.03554947873798403,0.0556374287000538,0.034531467125526724,0.056317364951978484,6.8161561027665694e-18,0.037278084305410665,0.0,1.116910643614402,Low,0.125
TCGA-BH-A18J-01,0.08424989161391905,0.04650893008045177,0.03543275268493277,0.04156082695390015,0.08973970580499857,0.02232528850128008,0.03957760629857582,0.04091647521000271,0.09008742252233587,0.03648698353110045,0.08952089769827086,0.06980021924411592,0.03900472523730572,0.03247113181624253,0.030826450588414697,0.03419283129018888,0.0588053125937567,0.004259809436089133,0.0851330658773807,0.009782947108189225,0.019316725908548424,0.0,0.5525792208150802,Low,0.21875
TCGA-AN-A04D-01,0.08570792497248766,0.05066855930304383,0.036263533907821485,0.044897991153867674,0.08882508422328644,0.013703610799341058,0.061995999105866534,0.009025570928904318,0.08324229534604917,0.03550114406798243,0.08588071824799652,0.0060741412792257145,0.043797974705426936,0.027008812216773342,0.03672540387014502,0.04065459515563035,0.07319067054388816,0.01791888327424015,0.06759631629473317,0.043777702259931744,0.04754306834335818,0.0,0.076830664325098,Low,0.3125
TCGA-AO-A0J5-01,0.07803266754357825,0.05498968505079565,0.04527755102701252,0.05603567712968439,0.08561602892383319,0.009453594535026876,0.026913871640571803,0.0396491726219278,0.08203378771805829,0.03266205619472644,0.0845030894690311,0.08131441623726476,0.03668977466061919,0.03775106778186979,0.028087704142991065,0.03422054881332457,0.05670625231292498,0.02925475140814835,0.057449681525083236,0.01942044503084437,0.023938176232683385,0.0,-0.2170847763321829,Low,0.1875
TCGA-UU-A93S-01,0.0900957735418838,0.043789580970939455,0.03623903578999757,0.018065478461338342,0.1123230717798528,0.010112048953837922,0.03784179191756327,0.03712289797546696,0.1040946107049579,0.029388825091824184,0.08331925030312627,0.012003185040312721,0.09119510817266724,0.034072450006488036,0.03329581485456495,0.030125587383687702,0.03755205252521281,0.02677743520576182,0.08717007730583283,0.034851830802795906,0.010564093211887332,0.0,-0.8951923056241478,High,0.5625
TCGA-E2-A152-01,0.07922591758158536,0.04417191434353258,0.04364583313095129,0.04436502835732154,0.08576008053813068,0.03356899513763906,0.04212394412335034,0.05076349004588271,0.08715274272810207,0.03281363499822408,0.08565186631000588,0.043600915498630655,0.04520793080252184,0.04019346802171064,0.027913611222793934,0.035097415093360056,0.06236358361571882,0.0007195086059404416,0.0646460022898694,0.0251200178171918,0.025894099737536928,0.0,0.2477231763217344,High,0.71875
TCGA-A8-A085-01,0.08778661306201938,0.045787798195221066,0.034649406028599346,0.05151674423187812,0.08999600019107316,0.010583714330079208,0.055481672820553135,0.02709791674479211,0.09016055526644248,0.040030652266322304,0.07793328739880882,0.06432059042616846,0.04221882214598438,0.03588245200477139,0.0337810821636415,0.03601040009476351,0.0506982688909753,0.004518125576656192,0.07593792700820999,0.03741115555590007,0.008196815597140045,0.0,-0.9977138030255179,Moderate,0.46875
TCGA-OL-A66P-01,0.08714758344261021,0.046544778311584635,0.041610293228174874,0.051787271002021025,0.09435173647790172,0.037756584465598195,0.01811230647095111,0.032836256422876034,0.09288388392829182,0.02693378584186329,0.07911297828037349,0.05481158235067239,0.06090806749956935,0.021881402722870397,0.026290748320004106,0.029876009944405056,0.05549206503014343,0.04899180558007391,0.06222677968157518,0.018230168510496747,0.012213912487942994,0.0,-0.5967396089168117,Moderate,0.40625
TCGA-C8-A131-01,0.0867488284273712,0.05052324019975159,0.0518675204963665,0.052722524308417625,0.095537703356589,0.024144905300942952,0.03407072204739295,0.0412489801692134,0.08661146611049061,0.03335628423259261,0.07936480252409418,0.034404864242067824,0.07395638840329283,0.04180681260465409,0.02925454829092351,0.02274655365326763,0.05292870722939772,0.017199786184153663,0.08409171138307067,0.002436538896424072,0.004977111939525311,0.0,-0.6236284964631301,Moderate,0.40625
TCGA-AO-A12G-01,0.08081776219538966,0.05182201527315,0.038095474045875995,0.05553680857669721,0.08884563940293443,0.015911305905074388,0.027887477069475145,0.036334031677568844,0.07911604872445538,0.03822215488554451,0.08375952921094536,0.06457255691169086,0.038801318951491914,0.025106744277638444,0.026596110133458178,0.03080199816513274,0.05757342785482793,0.045822439585759586,0.05880270421820109,0.027858055293097712,0.02771639764159047,0.0,-0.37618821123468427,Low,0.1875
TCGA-AN-A041-01,0.08423443313530456,0.049557421433797544,0.042124772215139036,0.04772121218199267,0.08797863108157532,0.0033328578999759434,0.035136989576346755,0.039101684220319205,0.09169257159105079,0.035243873845055625,0.08462564932442924,0.06187297088269302,0.03873815770487184,0.03643193933348974,0.03179181024907709,0.03173663468314322,0.058894707861778334,0.024685557748035377,0.06399134776698381,0.029328875209895494,0.021777902055045362,0.0,-0.15767011757309868,Moderate,0.4375
TCGA-AC-A2QH-01,0.08057534523761646,0.04760802633161107,0.033659565746082684,0.03125624844530645,0.1020815284771514,0.031264462529576285,0.0627919815071934,0.02231444408304737,0.07897832936959023,0.03383638912918493,0.1026452371492391,0.03010251356697996,0.04235577043692131,0.04112440369458137,0.02498691430439063,0.03651491680684989,0.08168164221822985,0.0075581628301705,0.06444288837521246,0.017582653808666613,0.02663857595239798,0.0,0.055275769280473896,High,0.5625
TCGA-A2-A0EQ-01,0.08044179014825505,0.05273103949360548,0.05485585326779197,0.050443764487187466,0.08292570379884782,0.048227791895497564,0.04521972263220996,0.03522744979089918,0.0952605210686211,0.027639156656604446,0.07836754811243213,0.013966160124605269,0.03280777607978956,0.03185387482789976,0.026881359856709582,0.03223086300437794,0.0631793233595797,0.04792054335831983,0.057012864972506946,0.03798295073701818,0.0048239423272412344,0.0,-0.5474774346314584,Moderate,0.4375
TCGA-AC-A62X-01,0.08044232759709384,0.042570742253830146,0.03100811900836738,0.03545388002272381,0.0936097354415746,0.010168333050372857,0.047715113090746254,0.037026685115999415,0.1091264792519797,0.03184858762670338,0.08526316320652019,0.025957224463064112,0.051371343865102836,0.029139725387826602,0.033662476678123436,0.044524779857868235,0.06301370980922183,0.0017553807033282689,0.07680578435282275,0.008533951482588993,0.06100245773414146,0.0,-0.15938714281824648,Moderate,0.4375
TCGA-HN-A2NL-01,0.07648251136469188,0.04230526035172875,0.0434451260491914,0.049725041914309466,0.09881249615615867,0.027802245579638094,0.07068206631687601,0.017006911161764306,0.09282233798675178,0.027607018589963568,0.07948919955238394,0.011442270982249349,0.037053527451995874,0.02438728718087672,0.022273289179705027,0.036459999353911914,0.05074002489708091,0.040992414642078076,0.09100088460633013,0.05359790703094657,0.005872179651367449,0.0,0.5322026667278272,High,0.65625
TCGA-A8-A08B-01,0.0793707643001661,0.04057092021947518,0.04495458193334175,0.03778138334152217,0.0898591593146843,0.01204562283230264,0.05831596175998217,0.028928827520827326,0.09911292849814618,0.0378454903459746,0.07760083046845771,0.05438679790392172,0.05474540313038771,0.01430870301905194,0.029548888163023947,0.029687229335411333,0.02923951570323131,0.026171846191184366,0.07349112298142557,0.055773142513070785,0.02626088052441119,0.0,-0.4536178384789399,High,0.7187499999999999
TCGA-BH-A18G-01,0.0822674646898939,0.04109281726223629,0.0597379757011021,0.04055399687738742,0.09743888241218902,0.03495070403862919,0.034524595779020804,0.032791666762805136,0.09351732807222142,0.028274912682711643,0.0897158342741243,0.018961238444984294,0.07567574924236366,0.03107290384702654,0.030704746768738488,0.02639836591414671,0.0832783904033264,0.004017852059220407,0.07386288637091394,0.003062357295317087,0.018099331101641195,0.0,-0.5901843464706541,Low,0.15625
TCGA-C8-A274-01,0.082506787132866,0.04204429220694933,0.0384944420036864,0.04708320229745828,0.08703763696549312,0.005806408692574737,0.04367549401981014,0.03885430999352778,0.09071017746510017,0.02997663105251621,0.0769734203519179,0.058097499646492884,0.07686657205444535,0.02656592315351154,0.031984046839195625,0.04098402258150971,0.05049837013882885,0.009139100379541208,0.06676748659047387,0.037982209318239646,0.01795196711586149,0.0,-0.6730017864634181,Moderate,0.40625
TCGA-C8-A135-01,0.07758178845603361,0.04868819107396955,0.045839140547865184,0.049289068789386103,0.09053118912465122,0.015009740039879359,0.035028222070978506,0.04979368634189618,0.0776281380343742,0.03354103779407466,0.08341425010975043,0.052374404058524476,0.03582661585904134,0.03150600237340232,0.029049552640088773,0.03815973355540577,0.06000587848936634,0.03933409067525137,0.07007780763594912,0.01237674335466557,0.024944718975446017,0.0,-0.007557960294049648,Low,0.34375
TCGA-C8-A26X-01,0.07782383789679455,0.050030331037815096,0.04673272297593365,0.05457116945292181,0.08790098371838495,0.03588258811816718,0.02458039027742588,0.038107629160921426,0.0880094212718239,0.025724150145572208,0.08300979904614006,0.04467539646055175,0.07113914635694182,0.029115248109663427,0.02764061498260334,0.026364849641250448,0.06284062772418798,0.04532890004239,0.06675818366059966,0.004459942671813991,0.009304067248096909,0.0,-0.6775785511009312,Moderate,0.4375
TCGA-AR-A0U4-01,0.06681958838010028,0.05522606018054637,0.06112283611061684,0.052760154225032996,0.07783674284115857,0.05121949999376966,0.05286758074740669,0.06026413176869134,0.07435948648537932,0.023307867591650957,0.08072731888659933,0.021217723400607562,0.03012917407320232,0.038276125140598624,0.022283077728171858,0.028481245393279352,0.0706175838967942,0.030728244457711596,0.06512817998231613,0.021640641841934125,0.014986736874431906,0.0,0.7830510424842514,Moderate,0.5
TCGA-LL-A740-01,0.07965880237448249,0.05193564722680548,0.04238464277670837,0.046691023074726355,0.08464498518823273,0.0341070682456237,0.030717876189138717,0.04081188268473068,0.07310118113880915,0.031143677485872795,0.08285142710403051,0.0602130401998678,0.041565399087839176,0.039598663433136505,0.026832513050149335,0.032034441512648365,0.06213988375860066,0.03041029691351133,0.06428412863815863,0.005554536918340825,0.039318882998586435,0.0,0.653910258188132,Low,0.125
TCGA-AO-A0J2-01,0.07594583547999664,0.037294809099561975,0.04264079743564206,0.04944697429384738,0.08086255589158527,0.02926343954716286,0.04146016495007899,0.031183173958761794,0.08834390968627781,0.025438372143018865,0.07868602903349751,0.03491197952017531,0.06980034510001135,0.03540446408111017,0.024666581765166506,0.0320905264306165,0.06894815138625462,0.03355832584402144,0.07320586975233932,0.04637809812957847,0.00046959647129516367,0.0,-0.004487583118374772,High,0.6249999999999999
TCGA-E2-A107-01,0.08119448419126618,0.04291961711905107,0.03611722550780445,0.04713211393240723,0.08705030546761798,0.01157829208111213,0.054775018112227826,0.022979519693093003,0.08359740699828253,0.04594875674243924,0.08635281254108151,0.047891073367880156,0.03757129249495457,0.027697553757813825,0.02758481856816852,0.035329181427698794,0.050660166269020854,0.04155085363101436,0.05881084806653023,0.05267390429151432,0.020584755739021045,0.0,0.174153222536567,Moderate,0.46875
TCGA-AO-A03N-01,0.09212695066970147,0.04831833904674437,0.03523946493092807,0.034757714848452026,0.11332250841883411,0.004830081002707307,0.04772864593827807,0.01868306823726731,0.10546145350012189,0.052223429147190976,0.07564484673743363,0.03461514955179843,0.06692197359551665,0.03326508670645074,0.04036342145454634,0.038669348569372534,0.035056484890072924,0.0,0.07305349646214548,0.02983311185408937,0.0198854244383485,0.0,-0.348328356221639,High,0.7500000000000001
TCGA-AR-A1AH-01,0.07178133193200122,0.05914866050977047,0.039839704634877036,0.046593249053842115,0.0894840583240627,0.005727861829399895,0.05866252410766799,0.02967643329089985,0.06427251061171164,0.02812172146326405,0.08769888989058652,0.03653168578471552,0.07904538236855473,0.02509138391281139,0.027035468836850606,0.049358984535040985,0.05217832402386877,0.02603392044206401,0.05226864281903796,0.027077015931500636,0.044372245697471835,0.0,0.8405053605023001,Moderate,0.5
TCGA-A1-A0SO-01,0.07660649664741098,0.04848726762310392,0.04980718641708148,0.04887890544835981,0.08632530068319402,0.010813091432212301,0.060195155010644985,0.029514226229693775,0.08795090430448994,0.0345878098498006,0.07635908260716677,0.02247137921484072,0.03644630050923254,0.031601139183465105,0.030183080565740192,0.03340664807753782,0.07175752127447084,0.03267292885531137,0.07163009408966302,0.055389641140217154,0.0049158408363624995,0.0,0.09178002090590187,High,0.8125000000000001
TCGA-D8-A1JF-01,0.07597094331553073,0.043735312938669384,0.04395571354285552,0.0590912019249071,0.08495139805296162,0.01881819390766237,0.03929639791427863,0.042099154491538136,0.06958613149958315,0.025468172998072795,0.0816580630643002,0.06328448959775797,0.06395332605200461,0.040669040867199725,0.028784914541158075,0.03502863540983776,0.05509302082698031,0.029861456529527677,0.07913092459478725,1.4605455389936013e-17,0.019563507930386977,0.0,-0.4472955759465896,High,0.5625
TCGA-GM-A2D9-01,0.08228963784287595,0.04514903435267287,0.04413108221189202,0.04650741372268396,0.09408941515379979,0.016008921368404493,0.02600922788139305,0.03528566403667119,0.10020706872996231,0.03182851417676127,0.08068973329046446,0.055943915308228995,0.05700995925742122,0.02702208942349453,0.027907716273246695,0.02802809086772924,0.05365619952428982,0.04142554071707559,0.05963583524409033,0.01732024124801265,0.02985469936882965,0.0,-0.23817797089308862,Low,0.1875
TCGA-A7-A56D-01,0.10672196329081882,0.04935068665817871,0.04013438294209233,0.02020022784148419,0.1034026109821246,0.045247085349461764,0.034241461513108896,0.025244883126369067,0.13379510666254896,0.024603460388851656,0.053868938870727,0.04763774402710204,0.08296563538148355,0.01584437323547311,0.042605157961317634,0.03354441873071352,0.03391613274148711,0.010737916244277577,0.07121149685525893,0.017714225845108577,0.007012091352011896,0.0,-1.6796557694875132,High,1.0
TCGA-E2-A10C-01,0.08067394963689688,0.041518904725253845,0.04809383947232728,0.04780038652602245,0.09248949809853496,0.024093091026126535,0.04343258951721741,0.036639445498305785,0.10054286646333017,0.05127550174180289,0.07243985994199807,0.05283129954790275,0.031073143580497092,0.02309036257210795,0.026553533808558835,0.03476142134718538,0.04522130281935172,0.043643882232248674,0.06458610165458631,0.03790462830061451,0.0013343914891305124,0.0,0.018404607180449617,High,0.65625
TCGA-BH-A0BR-01,0.06941690324229524,0.045609775878677906,0.045454638083091685,0.057258740600601696,0.07685927577245787,0.039680377081796996,0.03690932732913596,0.050710650358037214,0.07510151983022133,0.03238780817142724,0.07758400152334931,0.05444455297280791,0.03309237444845747,0.03233609102772725,0.028626350386436853,0.03590242631967046,0.05768712912295518,0.033064329568427676,0.06505725513715817,0.024481755238152055,0.028334717907114546,0.0,0.011593484596755882,High,0.5000000000000001
TCGA-BH-A0BF-01,0.06483040076028887,0.046376952508765584,0.04707410589234502,0.05047739503944632,0.07437340896519473,0.04021132339054179,0.042193076487013446,0.04366696402530146,0.07837649979812432,0.02312544954769869,0.06962569483999057,0.05667868077548987,0.06089490600258232,0.03379195607947574,0.022122505525623306,0.03303918856442508,0.05610060925892997,0.038960183267864296,0.05828221811510353,0.03406439877482815,0.0257340823809668,0.0,0.5612852879288407,Moderate,0.4375
TCGA-AO-A128-01,0.06875068853108006,0.049325568401377314,0.0562832127961244,0.06230919446496704,0.08040014655102336,0.06197764189173808,0.04604577501337735,0.04882735373032105,0.08447154487247302,0.025842577145731238,0.07564734980435178,0.004590071565020417,0.03408844558999003,0.04283009311405472,0.02643461217776068,0.03087398938114367,0.07720240278046094,0.03595238515292982,0.07579660584714697,0.011839619683126466,0.0005107215058016738,0.0,-0.11838585692062707,Low,0.25
TCGA-E2-A1LB-01,0.0857523529614482,0.051054748070428466,0.02762601774046934,0.04360318444941314,0.09722667290575483,0.01578460924017327,0.02948994290387784,0.04945122667014013,0.08450984570215139,0.04451299160586425,0.08298147821600078,0.07016577407213002,0.041989226541019165,0.03256286685757447,0.027503727210766243,0.03982233821946972,0.05959951587779043,0.01434869034544641,0.08396994578173018,0.002289854389194465,0.01575499023915709,0.0,0.16037845982921134,Low,0.0625
TCGA-EW-A1OV-01,0.07205105197904343,0.04988014506079286,0.06282753064780526,0.051742447260036614,0.08155559424290305,0.04271496899332206,0.04430442832337897,0.03814951045637244,0.08502296459799112,0.03408635764855917,0.07037567800485853,0.019282293405615332,0.06055673495028053,0.02993328456154093,0.026412783204946864,0.03261076384247873,0.06125400629411002,0.05038806006431923,0.05709148483817915,0.006524411370375195,0.02323550025309059,0.0,0.07081466095535144,Moderate,0.375
TCGA-D8-A1JN-01,0.09184575674257209,0.046338452608238934,0.03867158198275544,0.047923931175285206,0.10421882736872948,0.004671473743698822,0.05188460969943167,0.03917007571410059,0.10326909063025227,0.03385821639946193,0.08951706030823557,0.047997290273695495,0.04229907764574184,0.029057500080763517,0.027923427287655934,0.03725462056277277,0.048544343765598574,0.0350951557091712,0.06520622350678285,0.013022578710322766,0.0022307060847329826,0.0,0.2697825188649547,Low,0.25
TCGA-LL-A9Q3-01,0.09748345756953196,0.04502769361447736,0.030055682895686553,0.0539082876349045,0.10289213993246842,0.03812025388812267,0.022235814962875237,0.030450999022476645,0.10722839720842733,0.034054723899141694,0.08974819145177695,0.03178517223865236,0.034362852515993816,0.03092733199403673,0.029533472791937916,0.03544560717332482,0.05642395608336152,0.03595331685902734,0.05760922046101861,0.012386242055986457,0.024367185746771138,0.0,-0.636502800537617,Low,0.15625
TCGA-BH-A0BM-01,0.0838572456631818,0.05730651019337666,0.04676594371762104,0.046060945424596496,0.09526119881928935,0.008806353644192437,0.021683925886071348,0.02512343405652722,0.08509590580086024,0.03354625931327303,0.08225725262270961,0.0665139675734562,0.03680218087933882,0.03203957631641926,0.027836814490523953,0.03613835770067856,0.05908275926567525,0.04394161491128949,0.05700396763001103,0.011068781996031842,0.04380700409487624,0.0,0.5996801630684966,Low,0.0
TCGA-BH-A203-01,0.07552747547510802,0.04898990762264405,0.04269400613476092,0.045890344685487486,0.08366851537303761,0.035332877464604805,0.05145028340642567,0.04230617684838805,0.07596099918127412,0.025093201501040805,0.07718923946594713,0.028564043059395874,0.04200138351548485,0.04122464196200839,0.029922491211277366,0.03540155774522291,0.0590273615183278,0.03580392037257549,0.0727298805941807,0.03137914442586986,0.019842548436938095,0.0,-0.04515341899476011,Moderate,0.5
TCGA-BH-A1FC-01,0.07092788361651049,0.04643179673154312,0.05107555316515927,0.042710226132005,0.08242445373598949,0.06433910463555158,0.05322066797723013,0.03989894221540594,0.08380850318394839,0.0252215742622353,0.07372123136557311,0.02397176114285473,0.034372837579148365,0.021537315511212112,0.026779909652679755,0.0358568051700033,0.0548213641234593,0.030632108041756315,0.05266787683242844,0.03945973005158757,0.046120354873718565,0.0,-0.09053603989643169,High,0.6875
