,TCGA-OL-A5D8-01,TCGA-E9-A1N4-01,TCGA-E2-A10C-01,TCGA-EW-A1P4-01,TCGA-A2-A0D1-01,TCGA-A2-A3XV-01,TCGA-E9-A1N5-01,TCGA-E2-A1B5-01,TCGA-A2-A0EN-01,TCGA-HN-A2NL-01,TCGA-AR-A0TX-01,TCGA-GM-A2DH-01,TCGA-C8-A135-01,TCGA-OL-A5RZ-01,TCGA-BH-A0BF-01,TCGA-EW-A1OV-01,TCGA-PL-A8LZ-01,TCGA-BH-A0DG-01,TCGA-A7-A4SB-01,TCGA-A7-A26G-01,TCGA-A2-A0T1-01,TCGA-E2-A14P-01,TCGA-S3-AA17-01,TCGA-A1-A0SK-01,TCGA-BH-A18J-01,TCGA-UU-A93S-01,TCGA-C8-A138-01,TCGA-AO-A0J2-01,TCGA-E2-A1IH-01,TCGA-BH-A0AZ-01,TCGA-E2-A152-01,TCGA-EW-A423-01,TCGA-OL-A5D6-01,TCGA-E2-A14N-01,TCGA-C8-A26X-01,TCGA-AR-A1AH-01,TCGA-AN-A04D-01,TCGA-A8-A09G-01,TCGA-AN-A0AR-01,TCGA-E2-A14S-01,TCGA-BH-A203-01,TCGA-AO-A128-01,TCGA-A8-A08B-01,TCGA-E9-A22A-01,TCGA-AC-A3W6-01,TCGA-A7-A0CG-01,TCGA-A2-A0EQ-01,TCGA-BH-A0BM-01,TCGA-AR-A1AI-01,TCGA-OL-A5RY-01,TCGA-AR-A0TW-01,TCGA-D8-A1JF-01,TCGA-BH-A18T-01,TCGA-OL-A66P-01,TCGA-C8-A12V-01,TCGA-C8-A12Q-01,TCGA-GM-A2DK-01,TCGA-A8-A076-01,TCGA-BH-A1FC-01,TCGA-LL-A5YO-01,TCGA-BH-A1FN-01,TCGA-BH-A0BR-01,TCGA-LQ-A4E4-01,TCGA-AN-A0FF-01,TCGA-BH-A0BZ-01,TCGA-AC-A2QH-01,TCGA-A1-A0SM-01,TCGA-AO-A12G-01,TCGA-C8-A274-01,TCGA-AO-A1KR-01,TCGA-B6-A0I5-01,TCGA-AO-A03N-01,TCGA-AO-A03L-01,TCGA-C8-A137-01,TCGA-AN-A041-01,TCGA-A2-A04W-01,TCGA-C8-A1HK-01,TCGA-A8-A091-01,TCGA-BH-A1EN-01,TCGA-A2-A4S1-01,TCGA-E2-A1LE-01,TCGA-E2-A107-01,TCGA-AC-A2FE-01,TCGA-AC-A5EH-01,TCGA-A7-A56D-01,TCGA-LL-A9Q3-01,TCGA-BH-A0B5-01,TCGA-AR-A1AW-01,TCGA-AC-A62X-01,TCGA-D8-A27G-01,TCGA-C8-A131-01,TCGA-A1-A0SO-01,TCGA-D8-A1Y3-01,TCGA-AO-A0JL-01,TCGA-A8-A085-01,TCGA-LL-A6FP-01,TCGA-A7-A4SF-01,TCGA-C8-A1HF-01,TCGA-E2-A56Z-01,TCGA-D8-A1JN-01,TCGA-GM-A2D9-01,TCGA-D8-A1XT-01,TCGA-D8-A27W-01,TCGA-OL-A97C-01,TCGA-BH-A0B4-01,TCGA-AQ-A54N-01,TCGA-BH-A18G-01,TCGA-GM-A2DB-01,TCGA-C8-A12K-01,TCGA-A2-A1FV-01,TCGA-BH-A0B0-01,TCGA-A2-A3XZ-01,TCGA-OL-A66N-01,TCGA-AO-A0J5-01,TCGA-E2-A1LB-01,TCGA-BH-A0DH-01,TCGA-A8-A0A7-01,TCGA-AR-A0U4-01,TCGA-LL-A740-01,TCGA-BH-A0EE-01,TCGA-LD-A9QF-01
STAG2,0.0,0.0,0.0,0.0,0.0,0.0,0.13259877629333197,0.0,0.08972411920684298,0.07121348960526455,0.030642125638109464,0.0,0.0,0.0,0.0,0.0,0.0,0.05436228844968911,0.0,0.8349808280351656,0.0,0.035389306097244035,0.0,0.0,0.0,0.028946278075506766,0.3542264573499261,0.30987466003676634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4334224202664297,0.0,0.026965266494181052,0.18057224564182084,0.0,0.0,0.2108459987393798,0.0,0.0,0.018064389360361564,0.01673401575980127,0.08447251693690148,0.0,0.0,0.0,0.0,0.18332770604480073,0.05380644369579382,0.0,0.0,0.05477903151961949,0.0,0.0,0.010732106117764246,0.0,0.0,0.019630756335508422,0.0,0.0,0.0,0.9206490067848291,0.2237108541820454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22999801229454706,0.04236417524800773,0.0,0.0,0.0,0.0,0.12203211498749504,0.0,0.0,0.08006636691588251,0.013640910669386311,0.0,0.027767432231216162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000242871484164,0.021148035251066684,0.0,0.0,0.0,0.010302441316428301,0.573665363064385,0.0,0.0,0.0,0.2333972641018831,0.0,0.02658762234808418,0.0,0.0,0.0,0.2487776936497124,0.0,0.0,0.0,0.01583056305886714,0.0,0.026729250487489024,0.0
STAG3,1.941878976344293,1.6815467160923472,1.8942643642951589,1.6511375462395737,1.8175764824458651,1.582974563556488,1.9087461274621496,1.660300618851833,1.7486994134159353,1.706830474370127,1.8111852425238897,1.780400095926901,1.7275263492629624,1.7704092369506907,1.8572483274976117,1.835260016167254,1.7789744855831064,1.9269690248490592,1.7551612574700468,1.701866910149144,1.8859582510798465,1.658212571064475,1.7310704619494042,1.4803106749421477,1.8723015742522162,1.7409789429218172,1.867331697870395,1.8690920971805411,1.862491066133518,1.9139730740686591,1.8687319123247168,1.8877694127570213,1.9384076806407653,1.430658676057372,1.6989825474993867,1.609400390006429,1.6187912807393223,1.6015561674679737,1.736052285277096,1.5518909612159593,1.6512862766725334,1.8113056327287973,1.4426718298267864,1.9193210116610964,2.0467421558517227,1.821405066416865,1.7569236487374158,1.79791814682101,1.4316853548131065,2.050210616580123,1.5593169940541558,1.598384490135067,1.6022453311163383,1.7707394567456218,1.5762445480466307,1.8624712288659344,1.7762494036021736,1.8242519066354441,1.5458495512648545,1.7933915668750158,1.748479634609139,1.8972063058255306,1.8676056370507714,1.8510708064249841,1.9157658135142197,2.1655651452466373,1.8584670233027765,1.7321110107860433,1.611009335385062,1.6277002134276268,1.790372888647075,1.824393519349343,1.758365113218818,1.7530156191880812,1.8066765978041013,1.8063731628901571,1.6011135259135774,1.8967488388236946,1.7699802410606795,2.2874300783417105,2.0473131941687432,1.7736678546396254,1.8859136399526863,1.975222261977972,1.9040032341159165,1.9468752026176601,1.8259445293097731,1.6747769973659092,1.5906350943973593,1.7903867912221436,1.8967654429856105,1.3823760891796002,1.6501386866754033,1.8472266911398902,1.7354148943971863,1.6907820999981062,2.0192249186174385,1.8150835171543724,1.7746550496319349,1.5280044642370194,1.747895780399536,1.8355612861932635,1.6368240086924035,2.0368524420329477,1.7498110832817702,1.362300216740971,1.8163432176200816,1.7991939052174994,1.6520865331032566,1.9154644465611501,1.9498506061312557,1.8484080923726014,2.0532205897784204,1.942387600681915,1.6393181732308055,1.6515694782611192,1.740890563711146,1.5712225920129979,1.909436650899014,1.417849300858278,1.9824821188470896
SMC1A,2.439167177678406,2.525574947594652,2.0612923384782937,2.4837697208215035,2.3553868408362346,1.609025461794442,2.4329326904538964,2.1234770153571825,2.3314472622637585,2.747734181797626,2.6255243332675446,3.0031293129201555,2.5107051762634685,2.4234052907615267,2.3917284474528056,2.4038987390500663,2.5097573627982346,2.552131108253784,2.332458342686368,2.5234400835023476,2.462302907785936,2.6810926035955953,2.5139057720250118,2.983336326789748,2.405148272300409,2.401552455659754,2.1058360914672036,2.5346948486782326,2.2931308139590167,2.3413351886060645,2.4894658665412033,2.1405683350533775,2.317787807821348,2.3301322073373525,2.220192843685427,2.5901400312314538,2.4942802770974124,2.620804222528401,2.409581019902552,2.309217772692638,2.6381632268751662,2.6768025480900626,2.654605752582348,2.490328071826841,2.2910646357079405,2.469234793667656,2.4612778359351104,2.261689840342773,2.662618941355036,2.392003332527503,2.689359870677718,2.5592505572220383,2.6028538751669323,1.7213851597587717,2.4336004626258623,2.6631656743929484,2.210994387821288,2.5870906230297925,2.4643471345429773,2.4004598595579574,2.5627012220648036,2.651660222221541,2.425677971357979,2.5331254542548027,2.565141039442869,2.605287745667484,2.2245386731345858,2.439607941215955,2.607707373329164,2.0044654367703,1.8209870829958699,1.9617767701769786,2.7127812736048846,2.5214348778137263,2.6353796166189727,2.325291832874222,2.604654249934721,2.623495674888532,2.5151645565711385,2.117970448613972,2.251796986298346,2.5764668545701888,2.352589052083038,2.4387262794402704,1.2708962435805258,2.101208229903102,2.719030070670247,2.4915709417101053,2.482051686673986,2.4640446071919158,2.186717869176684,2.722291141745756,2.2279918580467797,1.8020395576743637,2.499680087187059,2.0026099462993967,2.694444055794245,2.427050593751114,2.093729179271638,2.2901631750635465,2.0724096485306185,2.6223714994847964,2.565050491397517,2.3381105962662234,2.3355526726823994,1.6950647950253828,2.206067138255873,2.24267653864024,2.628936865918694,2.5057240086757844,2.372916288710202,2.5663454842461,1.707114553339419,2.633414602742593,2.4698710953824436,2.6060394491582795,2.5316684113151506,2.635389567646814,2.3916302615174296,2.5229847625942674,2.2252749298695695
SMC1B,0.4588544251745516,0.0,0.04008583860283585,0.0,0.16485062528283842,0.0,0.0,0.0,0.0,0.18339123150840236,0.0,0.013640910669386311,0.0,0.842938616731921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15412950079018206,0.0,0.6953925649074536,0.0,0.0,0.0,0.0,0.11516644963493532,0.0,0.0972062459743658,0.0,0.0,0.0,0.0,0.0,0.0,0.17383101556769984,0.0,0.043659469410870476,0.015176395555201392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019701914442548204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30897240260058706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2440041274779542,0.0,0.2771218468979327,0.37598469522469075,0.0,0.0,0.0,0.0,0.05945911469341074,0.10514166032342377,0.0,0.08372396639300847,0.0,0.1263782165402494,0.0,0.09616063142704492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22153685563730743,0.0,0.0,0.0,0.3483457451134808,0.476174277145156,0.07994125391779659,0.0,0.0,0.0,0.0,1.2162685987852855,0.0,0.32434978890218785,0.0,0.11845940203804717,0.0,0.0,0.041207930906161726,0.0,0.0,0.0,0.0
RAD21,2.766467953031591,2.6906308019549274,2.288653863605169,2.7130840242314807,2.7659112830594177,0.5460115999014364,2.710102474709334,2.5353375939332543,2.472482897484778,2.6463542163651947,2.6639935153817165,2.934292389953538,2.787757629804766,2.6597034004993785,2.6938716248901895,2.4970183051291555,2.6123967344310093,2.589748508761036,2.37055315582608,2.6990740605162937,3.016207689617481,2.5791439354477497,2.653193328352503,3.1799896796938727,2.635535300878607,2.4177208945976423,2.30153643440983,2.787303161567817,2.458160503539435,2.50206163089152,2.67960536222206,2.0694572863399996,2.2694764376862664,2.704693552677143,2.3720205208479315,2.642687133259772,2.8508194215319387,2.688365020687352,2.5394566270849137,2.998193246119195,2.882718849991279,2.8107913960443787,2.845113646617966,2.767829563482504,2.2922480005541375,2.6071246225633944,2.666387351024577,2.451745222315402,2.790568753646935,2.329539836301475,2.9459447420897824,2.781501352993759,2.986142396042061,1.760947434637819,2.6617282259703154,2.6175379912464343,2.394457549774846,2.8300626003439064,2.9549314321506595,2.602443517871948,2.9190992953316077,2.4483178762034004,2.6036663986883837,2.853732475998116,2.761575166357227,2.6422611303218044,2.605131303169238,2.695572130542953,2.7478130017314117,1.6808728592959916,1.9525455747717768,1.9851770627926417,2.7508141586603996,2.7990225284415526,2.3537220240695724,2.341377382162391,2.726816234283385,2.786875987633345,3.2098792877056215,1.8413592896341866,2.4593693190972363,2.5821856476971665,2.509995052960893,2.4360602046398983,0.5449613426760677,2.1209760165074423,2.7979610566041786,2.8668090922977667,2.5538842147083645,2.638531487108485,2.5417734581460674,2.72790820521368,2.619521590150045,2.2456135501012353,2.766023959796167,2.1157428430617204,2.468066812717333,2.480648044713919,2.310936272592015,2.4298469108151366,2.1661731274852323,2.779128369250977,2.9715987316700594,2.559612644561546,2.8546465089927686,1.6221631297034549,2.221967923161915,1.8373327417588226,2.826909433669209,2.9059056200819664,2.512326455588438,2.393443659194643,2.0583273200928387,2.7599773713002382,2.345424763444139,2.792807209679266,2.7611868560731727,2.8926302408637685,2.450173647258119,2.4995509413749493,2.3515965295375723
HORMAD1,2.3735646954562974,2.7287041966823113,2.6046999929011174,2.4955672584579416,1.8316948665277506,1.7350021934953097,2.5809414008938667,2.7909700821134416,2.6783649227842186,2.193692905448034,2.7816849390189273,2.7703744990725556,2.4280217592594684,1.8789214797498506,2.7764198721106754,2.8200461772920153,2.9775363798228547,2.542592369534827,1.8528178635421315,2.786669540218084,2.763220335648774,2.3964883334405447,2.8270568365001525,1.7075468773049618,2.671916065608889,2.143507706439729,2.710305018656194,2.347679828088348,2.8473154729900503,2.356143810225275,2.420105071912912,2.6033711619595388,2.3641101355516523,2.6008644095665927,2.7706282173607426,2.121960305449784,1.9762719749404,2.561228364734999,2.0815782387508444,2.5626576163773658,2.6128006908732213,3.1082902611841288,2.3371544555139807,2.6346397313059686,2.507122282783113,2.669582413658198,2.8216285892437734,2.4004696185422194,2.8258466710974837,2.745495509482065,2.716442236843321,2.5423694982978713,2.4627852625496307,2.6790183632106137,3.067251491268219,2.6144860618150965,2.591140818760115,2.600055617311697,2.6739407899576912,2.9117586824067994,2.3767349049985222,2.6565650142039,2.0001803256099953,2.556601081653847,2.8093527013295123,2.245556509071206,2.3061163877294564,2.271918642154166,2.2587601074829395,2.0775677397008887,2.171463056002581,2.080828184596046,2.3908877595500093,1.9339691360728348,2.5199066836777715,2.1773118924781167,2.4490462702495974,2.3721581186858236,2.2387410104992282,2.647590817331603,2.518900172694398,2.4586444793756743,2.586992866856271,2.4069719708167234,1.9781407036979946,2.575239709981822,2.5660357664559243,2.91615176261925,2.867273796848806,2.5499155536219553,2.41589384525681,2.1820566090102504,2.658028634565889,2.018331503994909,2.003997934166806,1.8548733688068388,2.443699468942789,2.7579406453946276,2.254261447165636,2.3298985675339323,2.4067815429602035,2.674935144260109,2.536736774569439,2.2854022188622483,2.486508442895693,2.104873376726019,2.8064581114586034,2.4974079853108315,3.0605489530206778,2.066691981840656,2.7007504189987,2.5201330519093417,2.3360405375675954,2.3016608037260387,2.233796048627903,2.325774957367404,2.9678326109894897,3.0085944524355046,2.494735604862796,2.401084301505006,3.029170149931306
HORMAD2,2.028038652083829,1.8324066725529358,1.9796351651838067,1.8213782413502613,2.0201003349950897,2.0698785692452586,1.8945500518614846,1.7274587182683667,1.728918925761849,1.7979730711147643,1.762139005383862,1.923172004735388,1.9671169500078773,1.838569955061617,1.6975721958023136,1.9289172905431902,1.7821065738953952,1.9322325505118454,1.692802107241726,1.8830368432078823,1.959453642404622,1.9526740071988367,1.86952401233492,2.348117195474063,1.9318418771294181,1.9058386478000346,1.9477534202210895,1.9938699681559948,1.7742719013513315,1.9500876267887246,2.2434375488267353,2.2248964144540224,1.8039185926372074,1.668367269892413,1.8720564894536997,1.7005018636658826,2.0611241018181086,1.946077039547694,1.9719254631357968,2.0354901903349614,2.0099514534467193,1.784961775768809,2.0062645072603527,1.810497945094704,1.9538611939107324,1.6560905435818913,1.8845380109473462,2.030773941379372,1.7485127569068604,1.8970700032092556,1.8208692481140765,1.7127131574195757,1.622230692787701,1.7665244916153227,1.8352746479862319,1.7834287151879225,1.8136642319982446,1.7902632522182516,1.6161067171255075,1.884879204448612,1.8784428555174393,1.6127173534031178,1.778929042973907,1.7628817099280074,1.8996809364875127,1.7329811441577192,1.906793130251334,2.0198086450227892,1.8062140550041126,2.0050478049987204,2.1045021688214174,1.882896028615773,1.809502251818212,1.8764612840655288,1.798075406487343,2.0287600844937064,1.923722213793798,1.9186152154865699,2.074943795603096,1.8521160596478816,1.8738079498000506,1.9275450581376363,1.9874300190539709,1.9292456240827343,2.199939267796037,2.0928772019727986,1.759743873220299,1.683582680872996,1.9544395313701246,1.8881516023404297,1.8546686148509943,1.7823358691597064,1.98540084690731,1.9663344813316446,1.696474631324945,2.171845179091749,1.8677620697018915,2.145179625939,2.160307106104423,1.6923617277698264,2.120639477418316,1.7555399514761558,1.9806103050785766,1.7423627072956391,1.8268325071308815,1.94115640365458,2.0261532093375365,1.9423205690689,1.8795646261680614,2.087729856562351,1.8250148990307629,1.9760434086662555,2.0922841271647683,1.8270331175211074,1.8840221607015877,1.8210897431663369,1.7464274321151798,1.816992836001393,1.8409935513191031,1.9158956277318924,1.8840065259962493
SYCP2,0.16877038350082046,1.2658569208107826,0.7934381417224194,1.1436546345260377,0.47071906135081876,0.07416287550700706,0.8646913090569915,0.21051355180046855,0.7185698633848552,1.4061012382118598,0.898092235559008,0.46435460355164065,1.6476368634845486,0.10835717809041852,0.6009833113708295,0.6135787990443309,1.021657388274033,0.8102785675873748,0.39445926472204157,2.3973511934477156,0.7082755390591061,1.9134160332853056,0.47139558893221417,0.7031006996041601,0.6657111112416548,0.35106289894038534,1.3567072529353814,0.7630290714742032,0.2752454897846682,0.677440587921541,1.2849582443885526,1.0486198301281542,0.49896565434120305,0.25918208033818735,0.3586213138315178,0.5697827124241276,0.17702479850863317,2.2197261256726284,1.2928700747918391,0.7437303760446288,1.8510393857087253,0.4488481042050353,0.42958918539096375,0.14606864148894522,0.8608039238617674,0.6248027652529473,0.8389517669519431,1.736951167143662,0.7143114679319973,0.8871353004619081,0.33199177823206,1.1898561792467188,0.3945690171025351,0.4230940541499022,1.601339957998056,1.4229057426121832,0.3626101536903701,1.5826764232838098,0.41818994794576586,0.456070160781307,0.4014120253638086,1.0529722748139885,0.9649900067062311,0.7492338984018971,1.6800092252281962,1.499475999615508,0.4475263011689105,0.48805220289556583,2.132099703843553,0.2442172983885622,0.4306064309298112,0.342725401200669,0.44440203606300677,0.43770713692607127,2.1102630063182697,1.4794375327354035,1.4277402460165936,0.452911664939964,0.4139731191477534,0.8063653061224554,1.358396261956654,2.101902155953119,0.3486290208592297,1.9773715202772488,0.16279009195740446,0.3421564702677936,2.05013597099955,0.36075755751193667,0.8463529008551138,0.4235243882443349,0.24774526676996717,0.16722945407166856,0.0,0.6581886279958614,0.18358179111782255,0.46550436962950564,0.7184821882076243,1.1188580375258736,0.18428029441938237,1.1276332797258737,0.747988844797884,0.7878085526699631,1.2933999146479536,1.6810443993024786,0.5531147081152271,0.0,0.8561889508190368,0.13468095139302852,0.41808197795313284,0.6952366448324794,1.9628266155303153,0.5352567109038382,0.3390233333727542,0.37245068818818233,0.7249558026245205,0.06440003345655945,0.13165532924455173,0.19522159325284455,0.3992257921209379,0.10413533948402937,0.42782068397713346
SYCP3,1.27285182862857,1.9614149651126047,0.41081595428505935,1.7397239132751534,1.0365472908706892,0.020235488401988754,1.9171023135502718,1.1161567886585448,1.4898126450797762,1.5703779212379654,1.5421218232029037,1.9998512144020193,1.247411088063107,1.837262088702292,1.832034267569492,1.5205731107079998,2.035553532646345,1.6296305604009347,1.162717597754924,2.331307517793015,1.3120915243591431,1.8616328549990804,1.6814492653149578,2.1177864547820153,1.9359499922268133,0.4218695895602853,0.8161593562526483,1.1316224071619907,1.7220834409715589,1.4179605020520625,1.6132015868865095,0.4357885883269776,1.4175757608727277,1.4253720206864098,1.2502491427514637,2.1029016390786586,1.266194352116827,1.812975621921057,1.6581029194363837,1.4230133522149249,1.7294168146473503,1.9242994541548233,0.8639285417701581,1.5450725825805804,0.6920142389574266,1.755549921119905,1.3180492490185736,0.8828875532249616,2.0312760843193898,1.2477984244279638,1.9194735708502608,1.9378339966745706,2.1955523330906366,0.06717403367326402,1.5966489596162559,2.162060956570854,0.2983650550612413,2.0615904494416926,1.7558810165759495,0.6257029992246157,1.7003398357961401,1.712128011721932,1.775092694119104,1.8666953651957745,1.6154810381627456,1.8269958440518597,1.5770903970463122,1.5575938924888084,1.6979906077770195,0.24804899843720607,0.39407506562573746,0.38686611539981136,1.9905419546207985,1.825383692396376,1.856273625228544,1.3740100576179324,1.672708195622218,1.816184961693596,2.4038130616165896,0.3128974728972569,1.1713669756162188,1.3113941245181502,1.6690664617610063,1.4236722859481292,0.02605639296269646,0.21309838564847977,1.921360156934695,1.8028497781666188,1.1108977233298132,2.3312645167709363,0.45587295724695853,2.622909857947344,0.8692594631947533,0.32302412667909275,1.9124247255949691,0.1059462119053246,1.5185036662339837,1.3482111696467869,0.38395307112595617,1.16794394371052,0.5882289089481046,1.9079818220608284,2.1957216110516065,1.3894773288563493,1.6808981697599752,0.0588532930268766,0.5669368952911586,0.28728019880418254,1.4406997707376838,2.0516853187522046,1.1737350927582393,1.2218306914231483,0.5544046660858529,1.705773367197885,1.3914240492997847,1.6097195088770402,1.3886579580602458,2.197429026464323,1.556165745429019,0.9386998132393363,1.4735076951872517
MLH3,2.150884571305026,2.202674735059403,1.1902987916265946,2.4147471276822428,1.832322948893461,0.07729769723357553,2.638671649563173,1.505514967250233,2.4828276361222845,1.2339248631497741,2.3505821090023886,2.2210170837075207,2.475406599206703,1.6100007477290728,2.306145559308774,2.4757645539394377,1.9757255557984261,2.4609260010879055,2.0847786302516895,2.5616242992793015,2.40342043811685,1.9476960762792237,2.238548428417072,1.825997234349084,2.184908658367855,0.23020301336642146,1.2141621159490283,1.0866343267128686,1.8023173144035927,2.634546804089132,2.4739167613098685,1.2689014421412574,2.4539652653964086,0.6068591043940906,1.8256798123824896,1.8232357672759765,0.35420388508477635,2.1530724554009026,1.3912948079520198,1.6231364354917561,1.9792571212158134,2.075012277204146,1.2255587512733446,2.3893245067525783,2.416915386860629,2.580188909373068,1.4242019042560563,2.2458242020944224,1.5913730390755663,1.884785449389194,2.197399930778354,1.9363797618188758,1.7228332092054244,0.9520949614131327,2.110770802265156,2.571521490453806,1.3777012669555855,2.4375633342479643,1.0769421212009946,1.6714292557249353,2.0593552776164215,2.612484611954913,2.367533219931447,2.266426758891863,2.5807726068157324,1.7622467495990644,2.0729701292693634,2.2354145952299036,1.8565236347777494,0.6276441889740653,0.4646473582281501,0.11955538469528244,2.482796665148966,2.0811009766819257,2.3243728331241957,1.5241539667998996,1.7141355938563327,2.38940711530537,2.3758179289499832,1.5122774621407131,2.1011995837364714,1.9768035264895663,2.251943241980687,2.1467790253248094,0.16102341847994772,1.6271305300804013,2.524971344994701,2.274852038879162,1.6071716825586662,2.5095691730680447,1.685096928747267,1.7595308431471015,0.779184063586788,0.5795277436091083,2.2325993642057047,0.47034423259716207,1.7966226708459314,1.490241507674156,0.3854199925959075,1.3581936852486272,1.5457213111303951,2.1450317658258906,2.460763529232815,1.9119292954234821,2.4439566747197277,0.0,1.3644491676479726,1.1773565464057254,1.4400911064938107,2.1859426415043783,1.925908298097175,1.9390535191824276,1.3898751411114874,2.4371797903488854,1.8648259896958201,2.133030800695508,2.542099530358625,2.0616310568927427,2.2985410185165307,0.6249150328722318,1.9666076554064398
MSH4,0.0,1.8650873926968858,0.1284253890288373,0.15393501070416332,0.0,0.0,0.4111731191285895,0.0,0.0,0.07838211864492868,0.14674210267357826,0.0,0.17517326566379737,0.13610386800989382,0.07706065628296474,1.0037701215962453,0.0,0.0,0.0,0.0,0.13351968748646809,0.0,0.0,0.0,0.0,0.0,0.07674150118057374,0.0,0.0,0.0,0.48429283551160135,0.0,0.0,0.0,0.0,0.24756299707135393,0.1601026875023077,0.0,0.09590192165483037,0.0,0.0,0.0,0.22132030675705128,0.0,0.29136780428530784,0.0,0.0,0.0,0.0,0.10496281013527044,0.0,1.2373189655745507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14656833633300217,0.0,0.0,0.16048998241054102,0.13202839368378366,0.6192721384601237,1.4522967091523893,0.0,0.0,0.0,0.0,0.0,0.0,0.7296180246905644,1.2196073944747816,0.05833958776360923,0.5859880525972114,0.2884570027137008,0.0,0.5703981621180464,0.0,0.3377681709216305,0.1397314222437436,0.0,0.15812155482842954,0.0,0.0,0.5553253589892455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33628338786443235,0.0,0.44576201116660324,0.0,0.17060878368907864,0.0,0.0,0.0,0.0,0.0,0.07240311483721104,0.22798745873459308,0.09783549798049215,0.08985968324066601,0.0,0.0,0.48515200194017183,0.7846714849663147,0.0,0.0,0.387068383420176,0.21225804420273486
ESR1,1.8594199873940098,1.8448034156359432,1.6525174709403747,1.548291114781466,1.3843993830650185,0.8375598174368936,1.673788186316461,1.569340398286007,1.6899431968730136,1.3200036995031907,1.538108519209562,1.62137674389863,1.4897150417719232,1.2724845984644457,1.7297604861844147,1.400816605118153,1.2756522409696323,1.8402738834562682,1.6720541538531635,1.6002733221763608,1.2844356593970134,1.3161037355008993,1.8501303166548915,1.570866052102298,1.7630141943088922,1.1376805709136446,1.4765346336509415,1.35198867519723,1.6898805948448037,1.7948535474203815,1.516721188566064,1.7749535857463046,1.1746013641473536,1.3886001025341592,1.2173703251146273,1.5549780198883385,1.3635327570665572,1.3736523870017032,1.4224523490181489,1.6573107313655002,1.5757019993697627,1.3744525001101602,1.7662368285296828,1.4517795041359858,1.5330711532618508,1.822251889193954,1.4080555708120528,1.4438320549665644,1.598437862342695,1.4346535788181733,1.8138396672709212,1.513625912959426,1.2906175563582987,0.9075425464372103,1.4582218708196752,1.415051475319356,1.7261205910130366,1.840053279027376,1.3546298770238774,1.292326786918656,1.8631663623800365,1.7970679860228065,1.872722399939046,1.775552077992079,1.610648097723318,1.4870206397347905,1.660901242723009,1.8421381039050009,1.882262518929754,0.9874991450950896,1.3425149229037165,1.1166142787657205,1.8726682323165402,1.3161920931966673,1.8275365538524713,1.3439620518525954,1.6403212994125096,1.8483264846486447,1.1788341305705576,1.0743495812588628,1.2162794649834547,1.668436863932489,1.8604156018983462,1.4974105402433826,1.4651007493279784,1.5138873690345378,1.613886389700288,1.8116878295197982,1.3212801793460767,1.6465060053730136,1.2484255369196493,1.3523588194244192,1.8542600172717374,0.8811908207685704,1.824023405582338,1.760885178555812,1.7954573501053412,1.4992871929043488,1.807942185496591,1.8592251560829718,1.582166976863181,1.4261305442698053,1.8562656560842086,1.8324657488243363,1.8816460227243852,0.7595287126875074,1.0623859745105082,0.9074271783655231,1.7340863497269223,1.763977705245272,1.6275216278964872,1.407426175786373,1.3007241122805064,1.8311932172949683,1.4163466017507214,1.7107359155214292,1.3916742496427295,1.788910135583673,1.1998717566544153,1.3768529580458202,1.2991611185861773
