row_index,fitted,residual,cooks_distance,leverage,influential,outcome,PD_ID,RBA,F_expression_column
73,53.545865065699765,28.454134934300235,0.0030873285409648925,0.004558149597706064,False,scarHRD_score,PD31144a,S003021.l.r.m.c.lib.g.k2.a.t,F1690
74,57.72253817200284,15.277461827997158,0.0013331548476635483,0.006797025727995066,False,scarHRD_score,PD31145a,S003078.l.r.m.c.lib.g.k2.a.t,F286
75,49.425152819856564,7.574847180143436,0.0002477780324299043,0.005155727628896633,False,scarHRD_score,PD31146a,S003098.l.r.m.c.lib.g.k2.a.t,F288
76,48.972983112878644,21.027016887121356,0.0019973627554229242,0.005391021703225479,False,scarHRD_score,PD31147a,S003106.l.r.m.c.lib.g.k2.a.t,F302
77,45.739932091884874,-11.739932091884874,0.0009348823736710153,0.008051353401802493,False,scarHRD_score,PD31148a,S003121.l.r.m.c.lib.g.k2.a.t,F267
78,62.158854584091124,-31.158854584091124,0.010157010737927068,0.012311408088934602,False,scarHRD_score,PD31150a,S003177.l.r.m.c.lib.g.k2.a.t,F259
79,49.967110237676934,13.032889762323066,0.0006993292077788397,0.004917934392415586,False,scarHRD_score,PD31151a,S003303.l.r.m.c.lib.g.k2.a.t,F904
80,41.08407586376186,-23.08407586376186,0.006781157037332505,0.01489726605460752,False,scarHRD_score,PD31152a,S003304.l.r.m.c.lib.g.k2.a.t,F1728
81,54.358918504732074,-34.358918504732074,0.004712378797296586,0.004769504707532448,False,scarHRD_score,PD31153a,S003325.l.r.m.c.lib.g.k2.a.t,F905
82,60.59591145377564,17.404088546224358,0.0025619402203243915,0.010000034349937709,False,scarHRD_score,PD31155a,S004227.l.r.m.c.lib.g.k2.a.t,F2970
83,45.73760483873654,4.262395161263463,0.00012327415995690396,0.008053886428936044,False,scarHRD_score,PD31156a,S004241.l.r.m.c.lib.g.k2.a.t,F238
84,40.89860802707558,-19.898608027075582,0.005159562492924944,0.015243677347351433,False,scarHRD_score,PD31157a,S004264.l.r.m.c.lib.g.k2.a.t,F1803
85,52.584581493006844,19.415418506993156,0.001402463622649607,0.0044482631424188675,False,scarHRD_score,PD31158a,S004321.l.r.m.c.lib.g.k2.a.t,F1807
86,50.22610129548887,-6.226101295488867,0.00015643426517045227,0.0048213244082379305,False,scarHRD_score,PD31159a,S004350.l.r.m.c.lib.g.k2.a.t,F999
