gene,mean,variance,fraction_FPKM_ge_0_1
AB209315,-0.16953877291633618,1.6909340107397537,0.96
AB209638,-3.321928094887349,1.232595164407831e-28,0.0
AB231702,-3.2158446023298373,0.07922032564882839,0.02666666666666667
AB231703,-3.0960925140182534,0.6796882419989867,0.08
AB231705,-3.317338899826153,0.0024409526976524663,0.0
AB231710,-2.2161844678717406,1.732392628621144,0.4488888888888889
AB231711,-2.470715577315832,2.9991996994337513,0.2
AB231721,-1.4393597214318932,7.026245854080994,0.41333333333333333
AB231722,-3.146690390046681,0.7438268193391149,0.04
AB231723,-1.8014228248493696,4.063303034985745,0.37777777777777777
AB231724,-3.2582546619482633,0.30881046066971457,0.013333333333333334
AB231729,-3.182641326419271,0.2248531868570806,0.07555555555555556
AB231731,-3.296458501900891,0.05548877735828393,0.013333333333333334
AB231739,-3.1924557506808737,0.3394118820328512,0.04888888888888889
AB231741,-3.321927782957338,2.179527426187705e-11,0.0
AB231742,-3.303256815588271,0.07809013422877602,0.0044444444444444444
AB231750,-1.556171267529109,3.1643356555573705,0.5377777777777778
AB231761,-2.8305367112496262,4.1442033555245,0.057777777777777775
AB231779,-3.3163003575475583,0.0022627452403848293,0.0
AB231784,-3.254390401827473,0.34428111897826863,0.013333333333333334
AB240007,-3.321928094887349,1.232595164407831e-28,0.0
AB240015,-3.313697229920296,0.007557675598331932,0.0
AB240026,-3.321928094887349,1.232595164407831e-28,0.0
AB240039,-3.321928094887349,1.232595164407831e-28,0.0
AB240040,-3.321928094887349,1.232595164407831e-28,0.0
AB240044,-3.321928094887349,1.232595164407831e-28,0.0
AB259235,-3.305556709008379,0.01992915638674252,0.013333333333333334
AB259244,-3.3078714493834154,0.014720366003673798,0.008888888888888889
AB259257,-3.309446182221997,0.017373693427264792,0.008888888888888889
AB259275,-3.256035182852337,0.09928089567985532,0.044444444444444446
AB259285,-3.3149360733554736,0.010950993782895668,0.0044444444444444444
AB259286,-3.321928094887349,1.232595164407831e-28,0.0
AB305648,-1.1500488628779606,3.096460985541264,0.6844444444444444
AB305657,-2.072052393250807,1.9731852523408566,0.4711111111111111
AB305671,-0.7320212675126625,2.9564798829424586,0.7644444444444445
AB305673,-0.14838963330866492,2.553428192606376,0.8888888888888888
AB305679,-0.6165640426548495,4.553951523637134,0.6755555555555556
AB305684,-2.008643189379939,2.9651583924203417,0.4
AB305686,-1.2113921512073569,3.562103899634021,0.5955555555555555
