model,outcome,predictor,N,status,reason,beta,se,ci_low,ci_high,p,r_squared,hc3_se,hc3_ci_low,hc3_ci_high,hc3_p,spearman_rho,spearman_p,pearson_r,pearson_p,vif,coefficient_stability_warning,breusch_pagan_p,shapiro_residual_p,reset_quadratic_p,cooks_threshold,influential_n,family,primary_holm_p,primary_hc3_holm_p
Co-primary OLS,HRDetect_probability,candidate_mean_z,225,estimated,,0.21883717954010434,0.056159177905151916,0.10816659236821892,0.3295077667119898,0.00012894465607220443,0.06375103250064407,0.06174706538924112,0.09715477182556367,0.34051958725464504,0.0004798614621651824,0.2774673409186684,2.4211728832191016e-05,0.2524896681067248,0.0001289446560722053,{'candidate_mean_z': 1.0000000000000002},False,0.45383373995656084,5.187763474325699e-14,4.186199088124404e-05,0.017777777777777778,10,co-primary,0.00012894465607220443,0.0004798614621651824
Co-primary OLS,scarHRD_score,candidate_mean_z,225,estimated,,13.993421847893854,3.113606211796663,7.857565866106857,20.129277829680852,1.121429514863037e-05,0.08305379430113291,3.319782950759024,7.451261827955049,20.53558186783266,3.6270371302501444e-05,0.30523876300383085,3.0878397076709763e-06,0.288190552067782,1.1214295148630474e-05,{'candidate_mean_z': 1.0000000000000002},False,0.7134552312961998,0.0007378006791221177,0.0016789858123641328,0.017777777777777778,9,co-primary,2.242859029726074e-05,7.254074260500289e-05
